ID,date,value,CO2,temp,outT,TSV,adapt_comf
61,2024-07-03 15:00:00,2.03,447.0,21.3,16.8,0.3,1
62,2024-07-03 16:00:00,1.8,479.0,21.2,18.2,0.3,1
63,2024-07-03 17:00:00,2.03,476.0,21.1,18.7,0.2,1
64,2024-07-03 18:00:00,1.84,457.0,21.1,18.4,0.2,1
65,2024-07-03 19:00:00,1.92,444.0,21.3,18.0,0.3,1
66,2024-07-03 20:00:00,1.86,447.0,21.4,17.9,0.3,1
67,2024-07-03 21:00:00,2.3,450.0,21.6,18.2,0.7,1
68,2024-07-03 22:00:00,2.18,451.0,21.6,18.4,0.7,0
69,2024-07-03 23:00:00,2.16,452.0,21.7,18.2,0.7,0
70,2024-07-04 00:00:00,2.1,460.0,21.7,17.5,0.7,0
71,2024-07-04 01:00:00,2.1,459.0,21.7,17.0,0.7,0
72,2024-07-04 02:00:00,2.1,459.0,21.7,16.2,0.7,0
73,2024-07-04 03:00:00,2.1,454.0,21.7,15.1,0.7,0
74,2024-07-04 04:00:00,2.1,462.0,21.7,14.2,0.7,0
75,2024-07-04 05:00:00,2.1,446.0,21.7,13.1,0.7,0
76,2024-07-04 06:00:00,2.1,459.0,21.7,12.7,0.8,0
77,2024-07-04 07:00:00,1.97,455.0,21.7,13.5,0.7,0
78,2024-07-04 08:00:00,2.93,447.0,21.6,13.6,0.7,0
79,2024-07-04 09:00:00,2.2,440.0,21.5,14.3,0.7,0
80,2024-07-04 10:00:00,2.2,438.0,21.5,14.9,0.7,0
81,2024-07-04 11:00:00,2.2,438.0,21.4,15.6,0.3,0
82,2024-07-04 12:00:00,2.2,438.0,21.3,16.3,0.3,1
83,2024-07-04 13:00:00,2.2,439.0,21.2,16.7,0.3,1
84,2024-07-04 14:00:00,2.2,442.0,21.0,17.2,0.2,1
85,2024-07-04 15:00:00,2.2,449.0,20.7,17.1,0.4,1
86,2024-07-04 16:00:00,0.91,457.0,20.6,17.5,0.4,1
87,2024-07-04 17:00:00,2.01,450.0,20.5,17.4,0.5,1
88,2024-07-04 18:00:00,2.12,454.0,20.5,16.7,0.5,1
89,2024-07-05 02:00:00,2.31,457.0,21.5,14.3,0.7,0
90,2024-07-05 03:00:00,2.48,447.0,21.5,13.8,0.6,0
91,2024-07-05 04:00:00,2.18,443.0,21.5,13.6,0.7,0
92,2024-07-05 05:00:00,2.2,446.0,21.5,13.6,0.7,0
93,2024-07-05 06:00:00,2.2,451.0,21.4,13.6,0.1,0
94,2024-07-05 07:00:00,1.8,457.0,21.4,13.4,0.1,0
95,2024-07-05 08:00:00,3.09,455.0,21.3,13.8,0.1,0
96,2024-07-05 09:00:00,2.1,453.0,21.3,14.9,0.3,1
97,2024-07-05 10:00:00,1.82,450.0,21.3,15.6,0.3,1
98,2024-07-05 11:00:00,2.04,443.0,21.3,17.2,0.3,1
99,2024-07-05 12:00:00,1.8,442.0,21.2,19.1,0.3,1
100,2024-07-05 13:00:00,2.04,447.0,21.2,21.1,0.3,1
101,2024-07-05 14:00:00,1.8,445.0,21.2,22.0,0.3,1
102,2024-07-05 15:00:00,1.91,449.0,21.2,21.3,0.3,1
103,2024-07-05 16:00:00,1.7,495.0,21.2,20.8,0.3,1
104,2024-07-05 17:00:00,1.98,455.0,21.1,20.2,0.2,1
105,2024-07-05 18:00:00,1.89,452.0,21.1,19.6,0.2,1
106,2024-07-05 19:00:00,1.9,455.0,21.2,17.9,0.3,1
107,2024-07-05 20:00:00,1.8,449.0,21.6,18.0,0.7,0
108,2024-07-05 21:00:00,1.8,453.0,21.7,17.1,0.7,0
109,2024-07-05 22:00:00,1.8,467.0,21.8,17.1,0.7,0
110,2024-07-05 23:00:00,1.8,458.0,22.0,17.2,0.7,0
111,2024-07-06 00:00:00,1.8,452.0,21.9,17.1,0.7,0
112,2024-07-06 01:00:00,1.8,421.0,22.3,17.2,0.7,0
113,2024-07-06 02:00:00,1.8,426.0,22.4,16.8,0.7,0
114,2024-07-06 03:00:00,1.8,432.0,22.4,14.4,0.7,0
115,2024-07-06 04:00:00,1.8,428.0,22.2,14.9,0.7,0
116,2024-07-06 05:00:00,1.8,464.0,22.0,15.7,0.7,0
117,2024-07-06 06:00:00,1.8,516.0,21.6,16.0,0.7,0
118,2024-07-06 07:00:00,1.64,489.0,21.5,15.1,0.7,0
119,2024-07-06 08:00:00,2.17,476.0,21.5,14.3,0.7,0
120,2024-07-06 16:00:00,1.84,463.0,20.9,13.8,0.1,0
121,2024-07-06 17:00:00,2.26,461.0,20.7,14.5,0.4,0
122,2024-07-06 18:00:00,1.77,431.0,20.7,14.0,0.4,0
123,2024-07-06 19:00:00,1.96,424.0,20.7,14.0,0.4,0
124,2024-07-06 20:00:00,1.85,426.0,20.6,14.2,0.4,0
125,2024-07-06 21:00:00,1.71,424.0,20.6,14.2,0.4,0
126,2024-07-06 22:00:00,1.5,422.0,20.6,13.8,0.4,0
127,2024-07-06 23:00:00,1.69,421.0,20.6,13.4,0.4,0
128,2024-07-07 00:00:00,1.96,420.0,20.7,12.9,0.4,0
129,2024-07-07 01:00:00,2.16,422.0,20.9,12.0,0.6,0
130,2024-07-07 02:00:00,2.04,422.0,21.3,11.5,0.0,0
131,2024-07-07 03:00:00,2.1,450.0,21.1,11.5,0.2,0
132,2024-07-07 04:00:00,2.17,448.0,21.1,11.3,0.2,0
133,2024-07-07 05:00:00,2.01,445.0,21.1,11.2,0.7,0
134,2024-07-07 06:00:00,2.11,452.0,21.1,11.3,0.2,0
135,2024-07-07 07:00:00,1.92,470.0,21.1,11.9,0.6,0
136,2024-07-07 08:00:00,2.53,468.0,21.1,12.7,0.4,0
137,2024-07-07 09:00:00,2.2,460.0,21.1,14.6,0.2,0
138,2024-07-07 10:00:00,1.8,456.0,21.0,15.2,0.2,0
139,2024-07-07 11:00:00,2.27,452.0,21.0,15.3,0.2,0
140,2024-07-07 12:00:00,1.92,450.0,20.9,15.5,0.3,0
141,2024-07-07 13:00:00,1.99,451.0,20.8,15.2,0.4,0
142,2024-07-07 14:00:00,1.87,447.0,20.8,15.8,0.4,0
143,2024-07-07 15:00:00,2.02,442.0,20.6,13.5,0.4,1
144,2024-07-07 16:00:00,1.94,464.0,20.6,14.8,0.4,1
145,2024-07-07 17:00:00,1.9,450.0,20.6,16.2,0.4,1
146,2024-07-07 18:00:00,1.99,446.0,20.7,15.6,0.4,1
147,2024-07-07 19:00:00,2.06,436.0,20.8,15.1,0.4,0
148,2024-07-07 20:00:00,1.91,435.0,21.1,15.1,0.2,0
149,2024-07-07 21:00:00,1.8,446.0,21.1,14.7,0.2,0
150,2024-07-07 22:00:00,1.8,462.0,21.2,14.6,0.3,0
151,2024-07-07 23:00:00,1.8,465.0,21.2,14.4,0.3,0
152,2024-07-08 00:00:00,2.15,471.0,21.3,13.9,0.1,0
153,2024-07-08 01:00:00,2.4,499.0,21.5,13.6,0.7,0
154,2024-07-08 02:00:00,2.4,473.0,21.7,13.3,0.6,0
155,2024-07-08 03:00:00,2.38,452.0,21.7,13.0,0.7,0
156,2024-07-08 04:00:00,2.37,447.0,21.8,12.7,0.8,0
157,2024-07-08 05:00:00,2.3,454.0,21.8,12.3,0.8,0
158,2024-07-08 06:00:00,2.08,464.0,21.8,12.3,0.8,0
159,2024-07-08 07:00:00,1.92,463.0,21.6,13.3,0.6,0
160,2024-07-08 08:00:00,2.53,459.0,21.5,15.7,0.7,0
161,2024-07-08 09:00:00,1.9,456.0,21.4,17.6,0.3,1
162,2024-07-08 10:00:00,1.8,454.0,21.3,17.6,0.3,1
163,2024-07-08 11:00:00,2.03,452.0,21.3,18.0,0.3,1
164,2024-07-08 12:00:00,1.9,455.0,21.1,18.5,0.2,1
165,2024-07-08 13:00:00,2.02,458.0,21.0,18.5,0.2,1
166,2024-07-08 14:00:00,1.9,456.0,20.9,16.5,0.3,1
167,2024-07-08 15:00:00,2.01,460.0,20.8,17.9,0.4,1
168,2024-07-08 16:00:00,1.85,483.0,20.8,17.8,0.4,1
169,2024-07-08 17:00:00,1.84,481.0,20.8,17.8,0.4,1
170,2024-07-08 22:00:00,1.96,427.0,21.7,15.7,0.7,0
171,2024-07-08 23:00:00,1.5,425.0,21.7,15.1,0.7,0
172,2024-07-09 00:00:00,1.5,421.0,21.9,15.1,0.7,0
173,2024-07-09 01:00:00,1.5,421.0,21.9,15.3,0.7,0
174,2024-07-09 02:00:00,1.5,415.0,21.9,15.7,0.7,0
175,2024-07-09 03:00:00,1.5,492.0,21.3,16.0,0.3,0
176,2024-07-09 04:00:00,1.59,464.0,21.2,16.0,0.3,1
177,2024-07-09 05:00:00,2.1,461.0,21.2,16.2,0.3,1
178,2024-07-09 06:00:00,1.9,554.0,21.2,16.5,0.3,1
179,2024-07-09 07:00:00,1.39,697.0,21.1,16.8,0.2,1
180,2024-07-09 08:00:00,1.76,605.0,21.1,17.3,0.2,1
181,2024-07-09 09:00:00,1.62,529.0,21.1,18.0,0.2,1
182,2024-07-09 10:00:00,1.8,490.0,21.1,18.7,0.2,1
183,2024-07-09 11:00:00,1.87,468.0,21.1,19.3,0.2,1
184,2024-07-09 12:00:00,2.12,461.0,21.2,19.8,0.3,1
185,2024-07-09 13:00:00,1.82,463.0,21.1,20.2,0.2,1
186,2024-07-09 14:00:00,2.1,467.0,21.1,20.2,0.2,1
187,2024-07-09 15:00:00,1.74,514.0,21.1,20.0,0.2,1
188,2024-07-09 17:00:00,1.58,581.0,21.1,19.5,0.2,1
189,2024-07-09 18:00:00,1.5,465.0,21.6,20.1,0.7,1
190,2024-07-09 19:00:00,1.5,440.0,21.8,18.8,0.7,1
191,2024-07-09 20:00:00,1.5,436.0,22.0,18.7,0.7,0
192,2024-07-09 21:00:00,1.5,437.0,22.0,18.7,0.7,0
193,2024-07-09 22:00:00,1.5,437.0,22.0,18.8,0.7,0
194,2024-07-09 23:00:00,1.5,434.0,22.0,18.8,0.7,0
195,2024-07-10 00:00:00,1.5,433.0,22.0,18.3,0.7,0
196,2024-07-10 01:00:00,1.5,432.0,22.0,17.9,0.7,0
197,2024-07-10 02:00:00,1.5,425.0,22.1,17.5,0.7,0
198,2024-07-10 03:00:00,1.5,431.0,22.1,16.9,0.7,0
199,2024-07-10 04:00:00,1.5,468.0,21.5,16.5,0.7,0
200,2024-07-10 05:00:00,1.5,462.0,21.5,16.5,0.7,0
201,2024-07-10 06:00:00,1.62,478.0,21.5,16.2,0.7,0
202,2024-07-10 07:00:00,1.92,470.0,21.5,16.1,0.7,0
203,2024-07-10 08:00:00,2.57,470.0,21.5,16.5,0.7,1
204,2024-07-10 09:00:00,1.94,466.0,21.5,17.1,0.7,1
205,2024-07-10 10:00:00,1.98,457.0,21.4,18.5,0.3,1
206,2024-07-10 11:00:00,1.7,454.0,21.3,17.7,0.3,1
207,2024-07-10 12:00:00,2.02,452.0,21.3,18.0,0.3,1
208,2024-07-10 13:00:00,1.82,454.0,21.3,18.4,0.3,1
209,2024-07-10 14:00:00,1.9,451.0,21.2,19.1,0.3,1
210,2024-07-10 15:00:00,1.84,482.0,21.0,20.1,0.2,1
211,2024-07-10 17:00:00,1.8,485.0,21.0,20.8,0.2,1
212,2024-07-10 18:00:00,1.8,460.0,21.2,20.1,0.3,1
213,2024-07-10 19:00:00,1.73,417.0,21.6,19.8,0.7,1
214,2024-07-10 20:00:00,1.3,419.0,21.7,19.5,0.7,0
215,2024-07-10 21:00:00,1.3,417.0,21.8,18.9,0.7,0
216,2024-07-10 22:00:00,1.3,419.0,21.9,17.3,0.7,0
217,2024-07-10 23:00:00,1.3,418.0,21.9,16.3,0.7,0
218,2024-07-11 00:00:00,1.88,419.0,22.0,16.3,0.7,0
219,2024-07-11 01:00:00,1.9,418.0,22.0,15.8,0.7,0
220,2024-07-11 02:00:00,1.9,417.0,22.4,15.7,0.7,0
221,2024-07-11 03:00:00,1.9,465.0,21.9,15.5,0.7,0
222,2024-07-11 04:00:00,1.9,452.0,21.6,15.6,0.7,0
223,2024-07-11 05:00:00,1.9,447.0,21.5,15.4,0.7,0
224,2024-07-11 06:00:00,1.9,451.0,21.5,14.9,0.7,0
225,2024-07-11 07:00:00,1.71,459.0,21.4,15.8,0.3,1
226,2024-07-11 08:00:00,2.73,461.0,21.3,17.2,0.3,1
227,2024-07-11 09:00:00,1.92,457.0,21.3,18.3,0.3,1
228,2024-07-11 10:00:00,1.8,452.0,21.3,19.8,0.3,1
229,2024-07-11 11:00:00,1.8,453.0,21.3,20.0,0.3,1
230,2024-07-11 12:00:00,1.94,454.0,21.1,21.0,0.2,1
231,2024-07-11 13:00:00,2.02,454.0,21.1,21.3,0.2,1
232,2024-07-11 14:00:00,1.8,454.0,21.0,22.1,0.2,1
233,2024-07-11 15:00:00,1.8,475.0,20.9,22.6,0.3,1
234,2024-07-11 16:00:00,0.933,480.0,20.8,21.5,0.4,1
235,2024-07-11 17:00:00,1.71,435.0,21.1,21.8,0.2,1
236,2024-07-11 18:00:00,1.9,426.0,21.1,21.2,0.2,1
237,2024-07-11 19:00:00,1.9,420.0,21.2,20.9,0.3,1
238,2024-07-11 20:00:00,1.9,421.0,21.4,20.1,0.3,1
239,2024-07-11 21:00:00,1.9,421.0,21.6,18.9,0.7,0
240,2024-07-11 22:00:00,1.9,420.0,21.7,18.0,0.7,0
241,2024-07-11 23:00:00,1.9,425.0,22.0,16.9,0.7,0
242,2024-07-12 00:00:00,1.9,418.0,22.5,15.6,0.7,0
243,2024-07-12 01:00:00,1.9,418.0,22.3,14.9,0.7,0
244,2024-07-12 02:00:00,1.9,418.0,22.4,14.2,0.7,0
245,2024-07-12 03:00:00,1.9,455.0,21.9,13.4,0.6,0
246,2024-07-12 04:00:00,1.9,498.0,21.9,13.2,0.7,0
247,2024-07-12 05:00:00,1.9,473.0,21.9,13.2,0.7,0
248,2024-07-12 06:00:00,1.9,471.0,21.9,13.0,0.7,0
249,2024-07-12 07:00:00,1.6,466.0,21.9,12.7,0.8,0
250,2024-07-12 08:00:00,2.94,459.0,21.8,13.1,0.7,0
251,2024-07-12 09:00:00,1.98,454.0,21.8,13.4,0.6,0
252,2024-07-12 10:00:00,2.24,452.0,21.6,13.9,0.6,0
253,2024-07-12 11:00:00,2.2,449.0,21.5,14.7,0.7,0
254,2024-07-12 12:00:00,1.88,444.0,21.5,14.9,0.7,0
255,2024-07-12 13:00:00,2.2,449.0,21.4,15.9,0.3,0
256,2024-07-12 14:00:00,2.06,446.0,21.3,16.4,0.3,0
257,2024-07-12 15:00:00,1.82,463.0,21.2,16.3,0.3,0
258,2024-07-12 16:00:00,1.99,467.0,20.9,16.2,0.3,1
259,2024-07-12 17:00:00,1.78,438.0,20.7,16.8,0.4,1
260,2024-07-12 18:00:00,2.06,416.0,21.0,16.4,0.2,0
261,2024-07-12 19:00:00,1.83,418.0,21.1,16.3,0.2,0
262,2024-07-12 20:00:00,1.8,419.0,21.2,15.6,0.3,0
263,2024-07-12 21:00:00,1.47,421.0,21.2,15.7,0.3,0
264,2024-07-12 22:00:00,1.53,423.0,21.4,15.1,0.3,0
265,2024-07-12 23:00:00,1.74,417.0,21.5,13.9,0.6,0
266,2024-07-13 00:00:00,1.9,404.0,21.7,12.4,0.8,0
267,2024-07-13 01:00:00,1.9,395.0,21.9,13.0,0.7,0
268,2024-07-13 02:00:00,1.9,400.0,21.7,13.0,0.7,0
269,2024-07-13 03:00:00,1.9,461.0,21.5,12.9,0.7,0
270,2024-07-13 04:00:00,1.9,429.0,21.2,12.2,0.6,0
271,2024-07-13 05:00:00,1.9,436.0,21.1,12.0,0.6,0
272,2024-07-13 06:00:00,1.67,489.0,21.0,12.6,0.5,0
273,2024-07-13 07:00:00,0.756,456.0,20.7,13.4,0.4,0
274,2024-07-13 08:00:00,1.5565,460.0,20.3,13.9,0.6,1
275,2024-07-13 09:00:00,1.4420000000000002,483.0,20.2,14.3,0.6,1
276,2024-07-13 10:00:00,1.213,472.0,20.2,15.1,0.6,1
277,2024-07-13 11:00:00,0.756,468.0,20.3,15.7,0.6,1
278,2024-07-13 12:00:00,0.756,467.0,20.4,16.1,0.5,1
279,2024-07-13 13:00:00,0.756,470.0,20.4,16.6,0.5,1
280,2024-07-13 14:00:00,0.756,467.0,20.4,17.0,0.5,1
281,2024-07-13 15:00:00,0.756,477.0,20.3,17.7,0.6,1
282,2024-07-13 16:00:00,0.756,529.0,20.1,19.1,0.5,1
283,2024-07-13 17:00:00,0.756,495.0,20.1,19.4,0.5,1
284,2024-07-13 18:00:00,0.756,449.0,20.5,19.2,0.5,1
285,2024-07-13 19:00:00,0.756,447.0,20.7,18.7,0.4,1
286,2024-07-13 20:00:00,0.756,442.0,20.8,18.7,0.4,1
287,2024-07-13 21:00:00,0.756,440.0,21.0,18.1,0.2,1
288,2024-07-13 22:00:00,0.756,439.0,21.0,17.7,0.2,1
289,2024-07-13 23:00:00,0.756,438.0,21.2,17.1,0.3,0
290,2024-07-14 00:00:00,0.756,438.0,21.3,16.4,0.3,0
291,2024-07-14 01:00:00,0.756,436.0,21.5,15.9,0.7,0
292,2024-07-14 02:00:00,0.756,436.0,21.6,15.1,0.7,0
293,2024-07-14 03:00:00,0.756,491.0,21.3,14.5,0.3,0
294,2024-07-14 04:00:00,0.756,475.0,21.2,14.0,0.1,0
295,2024-07-14 05:00:00,0.756,469.0,21.1,14.3,0.2,1
296,2024-07-14 06:00:00,0.756,471.0,21.1,14.3,0.2,1
297,2024-07-14 07:00:00,0.756,478.0,21.1,15.5,0.2,1
298,2024-07-14 08:00:00,0.756,482.0,21.1,17.5,0.2,1
299,2024-07-14 09:00:00,0.756,476.0,21.1,19.0,0.2,1
300,2024-07-14 10:00:00,0.756,473.0,21.0,19.6,0.2,1
301,2024-07-14 11:00:00,0.756,504.0,21.0,19.9,0.2,1
302,2024-07-14 12:00:00,0.756,475.0,20.9,19.9,0.3,1
303,2024-07-14 13:00:00,0.756,477.0,20.9,20.1,0.3,1
304,2024-07-14 14:00:00,0.756,479.0,20.8,20.4,0.4,1
305,2024-07-14 15:00:00,0.756,492.0,20.8,20.8,0.4,1
306,2024-07-14 16:00:00,0.756,498.0,20.5,21.4,0.5,1
307,2024-07-14 17:00:00,0.756,485.0,20.5,21.6,0.5,1
308,2024-07-14 18:00:00,0.756,497.0,20.8,20.5,0.4,1
309,2024-07-14 19:00:00,0.756,439.0,21.2,20.7,0.3,1
310,2024-07-14 20:00:00,0.756,436.0,21.3,20.3,0.3,1
311,2024-07-14 21:00:00,0.756,433.0,21.5,19.5,0.7,1
312,2024-07-14 22:00:00,0.756,433.0,21.6,18.8,0.7,0
313,2024-07-14 23:00:00,0.41,435.0,21.7,18.3,0.7,0
314,2024-07-15 00:00:00,3.13,434.0,21.8,17.3,0.7,0
315,2024-07-15 01:00:00,1.9,428.0,22.0,16.5,0.7,0
316,2024-07-15 02:00:00,1.9,430.0,22.2,15.9,0.7,0
317,2024-07-15 03:00:00,1.9,439.0,22.3,15.4,0.7,0
318,2024-07-15 04:00:00,1.9,471.0,21.9,14.9,0.7,0
319,2024-07-15 05:00:00,1.9,464.0,21.8,14.4,0.7,0
320,2024-07-15 06:00:00,1.9,472.0,21.8,14.1,0.7,0
321,2024-07-15 07:00:00,1.6,483.0,21.8,15.8,0.7,0
322,2024-07-15 08:00:00,2.86,490.0,21.7,17.2,0.7,1
323,2024-07-15 09:00:00,1.9,484.0,21.6,19.0,0.7,1
324,2024-07-15 10:00:00,1.9,478.0,21.5,19.1,0.7,1
325,2024-07-15 11:00:00,1.9,473.0,21.5,19.3,0.7,1
326,2024-07-15 12:00:00,2.13,471.0,21.4,19.9,0.3,1
327,2024-07-15 13:00:00,1.92,475.0,21.3,20.5,0.3,1
328,2024-07-15 14:00:00,1.9,483.0,21.3,20.8,0.3,1
329,2024-07-15 15:00:00,1.9,489.0,21.2,21.2,0.3,1
330,2024-07-15 16:00:00,1.9,555.0,21.1,21.8,0.2,1
331,2024-07-15 17:00:00,1.47,507.0,21.1,21.7,0.2,1
332,2024-07-15 18:00:00,1.85,459.0,21.7,21.0,0.7,1
333,2024-07-15 19:00:00,1.6,452.0,22.0,21.6,0.7,1
334,2024-07-15 20:00:00,1.69,451.0,22.1,21.1,0.7,1
335,2024-07-15 21:00:00,1.8,457.0,22.2,19.6,0.7,0
336,2024-07-15 22:00:00,1.6,457.0,22.4,19.4,0.7,0
337,2024-07-15 23:00:00,1.6,455.0,22.4,19.0,0.7,0
338,2024-07-16 00:00:00,1.6,455.0,22.6,18.4,0.7,0
339,2024-07-16 01:00:00,1.6,457.0,22.6,17.1,0.7,0
340,2024-07-16 02:00:00,1.6,444.0,22.7,16.7,0.7,0
341,2024-07-16 03:00:00,1.6,525.0,22.2,15.6,0.7,0
342,2024-07-16 04:00:00,1.6,495.0,22.1,15.2,0.7,0
343,2024-07-16 05:00:00,1.6,492.0,22.0,15.4,0.7,0
344,2024-07-16 06:00:00,1.6,530.0,21.9,15.4,0.7,0
345,2024-07-16 07:00:00,1.85,485.0,21.9,15.7,0.7,0
346,2024-07-16 08:00:00,3.08,476.0,21.8,16.5,0.7,0
347,2024-07-16 09:00:00,2.07,469.0,21.8,17.7,0.7,1
348,2024-07-16 10:00:00,2.0,464.0,21.8,18.3,0.7,1
349,2024-07-16 11:00:00,2.06,460.0,21.6,20.0,0.7,1
350,2024-07-16 12:00:00,2.13,460.0,21.6,20.9,0.7,1
351,2024-07-17 07:00:00,1.72,490.0,21.8,16.8,0.7,1
352,2024-07-17 08:00:00,2.8,494.0,21.8,18.0,0.7,1
353,2024-07-17 09:00:00,2.07,488.0,21.8,18.9,0.7,1
354,2024-07-17 10:00:00,2.22,474.0,21.8,21.0,0.7,1
355,2024-07-17 11:00:00,2.1,469.0,21.8,21.2,0.7,1
356,2024-07-17 12:00:00,2.19,473.0,21.6,21.9,0.7,1
357,2024-07-17 13:00:00,2.09,479.0,21.6,22.4,0.7,1
358,2024-07-17 14:00:00,2.2,479.0,21.5,22.4,0.7,1
359,2024-07-17 15:00:00,2.19,505.0,21.4,22.7,0.3,1
360,2024-07-17 16:00:00,2.02,497.0,21.3,23.1,0.3,1
361,2024-07-17 17:00:00,1.8,486.0,21.0,24.0,0.2,1
362,2024-07-17 18:00:00,1.8,452.0,21.3,23.1,0.3,1
363,2024-07-17 19:00:00,1.8,451.0,21.6,22.9,0.7,1
364,2024-07-17 20:00:00,1.8,450.0,21.6,22.5,0.7,1
365,2024-07-17 21:00:00,1.8,448.0,21.7,21.9,0.7,1
366,2024-07-17 22:00:00,1.8,443.0,21.9,20.6,0.7,1
367,2024-07-17 23:00:00,1.8,443.0,22.2,19.9,0.7,0
368,2024-07-18 00:00:00,1.8,442.0,22.5,19.1,0.7,0
369,2024-07-18 01:00:00,1.8,441.0,22.7,18.7,0.7,0
370,2024-07-18 02:00:00,1.8,439.0,22.7,17.6,0.7,0
371,2024-07-18 03:00:00,1.8,494.0,22.3,17.2,0.7,0
372,2024-07-18 04:00:00,1.8,486.0,22.2,16.7,0.7,0
373,2024-07-18 05:00:00,2.26,469.0,22.2,16.3,0.7,0
374,2024-07-18 06:00:00,2.35,478.0,22.2,16.3,0.7,0
375,2024-07-18 07:00:00,1.55,485.0,22.2,17.0,0.7,1
