 ID;value;date;indoor T;indoor RH ;co2;outT;tsv
4933;0.02 ;19/06/2024 07:00;26.11 ;48.94 ;349.41 ;18.9 ;-0.26 
4935;0.02 ;19/06/2024 08:00;26.11 ;48.95 ;349.41 ;22.4 ;-0.26 
4937;0.02 ;19/06/2024 09:00;26.11 ;48.96 ;349.41 ;25.2 ;-0.26 
4939;0.02 ;19/06/2024 10:00;26.11 ;48.96 ;349.4 ;27.2 ;-0.26 
4941;0.02 ;19/06/2024 11:00;26.11 ;48.97 ;349.4 ;30.5 ;-0.26 
4943;0.02 ;19/06/2024 12:00;26.11 ;48.97 ;349.4 ;33.2 ;-0.26 
4945;0.02 ;19/06/2024 13:00;26.12 ;48.98 ;349.4 ;34.5 ;-0.26 
4947;0.02 ;19/06/2024 14:00;26.12 ;48.98 ;349.4 ;35.4 ;-0.26 
4949;0.02 ;19/06/2024 15:00;26.12 ;48.99 ;349.4 ;35.6 ;-0.26 
4951;0.02 ;19/06/2024 16:00;26.12 ;48.99 ;349.4 ;35.0 ;-0.26 
4953;0.02 ;19/06/2024 17:00;26.12 ;49.0 ;349.4 ;33.9 ;-0.26 
4955;0.02 ;19/06/2024 18:00;26.12 ;49.01 ;349.4 ;32.7 ;-0.26 
4957;0.02 ;19/06/2024 19:00;26.12 ;49.01 ;349.4 ;31.0 ;-0.26 
4959;0.02 ;19/06/2024 20:00;26.13 ;49.02 ;349.4 ;29.4 ;-0.26 
4961;0.02 ;19/06/2024 21:00;26.13 ;49.02 ;349.4 ;27.8 ;-0.26 
4963;0.02 ;19/06/2024 22:00;26.13 ;49.03 ;349.4 ;26.2 ;-0.26 
4965;0.02 ;19/06/2024 23:00;26.13 ;49.03 ;349.4 ;25.3 ;-0.26 
4967;0.02 ;20/06/2024 00:00;26.13 ;49.04 ;349.4 ;23.7 ;-0.26 
4969;0.01 ;20/06/2024 01:00;26.13 ;49.04 ;349.4 ;22.2 ;-0.26 
4971;0.01 ;20/06/2024 02:00;26.14 ;49.05 ;349.4 ;21.2 ;-0.26 
4973;0.01 ;20/06/2024 03:00;26.14 ;49.05 ;349.39 ;20.5 ;-0.26 
4975;0.01 ;20/06/2024 04:00;26.14 ;49.06 ;349.39 ;20.1 ;-0.26 
4977;0.01 ;20/06/2024 05:00;26.14 ;49.07 ;349.39 ;19.6 ;-0.26 
4979;0.01 ;20/06/2024 06:00;26.14 ;49.07 ;349.39 ;18.8 ;-0.26 
4981;0.01 ;20/06/2024 07:00;26.14 ;49.08 ;349.39 ;19.4 ;-0.26 
4983;0.01 ;20/06/2024 08:00;26.14 ;49.08 ;349.39 ;22.7 ;-0.26 
4985;0.01 ;20/06/2024 09:00;26.15 ;49.09 ;349.39 ;25.6 ;-0.26 
4987;0.01 ;20/06/2024 10:00;26.15 ;49.09 ;349.39 ;28.0 ;-0.26 
4989;0.01 ;20/06/2024 11:00;26.15 ;49.1 ;349.39 ;30.8 ;-0.26 
4991;0.01 ;20/06/2024 12:00;26.15 ;49.1 ;349.39 ;33.6 ;-0.26 
4993;0.01 ;20/06/2024 13:00;26.15 ;49.11 ;349.39 ;34.9 ;-0.26 
4995;0.01 ;20/06/2024 14:00;26.15 ;49.12 ;349.39 ;36.4 ;-0.26 
4997;0.01 ;20/06/2024 15:00;26.16 ;49.12 ;349.39 ;37.4 ;-0.26 
4999;0.01 ;20/06/2024 16:00;26.16 ;49.13 ;349.39 ;38.2 ;-0.26 
5001;0.01 ;20/06/2024 17:00;26.16 ;49.13 ;349.39 ;38.3 ;-0.26 
5003;0.01 ;20/06/2024 18:00;26.16 ;49.14 ;349.39 ;37.8 ;-0.26 
5005;0.01 ;20/06/2024 19:00;26.16 ;49.14 ;349.38 ;36.8 ;-0.26 
5007;0.01 ;20/06/2024 20:00;26.16 ;49.15 ;349.38 ;34.2 ;-0.26 
5009;0.01 ;20/06/2024 21:00;26.16 ;49.15 ;349.38 ;31.4 ;-0.26 
5011;0.01 ;20/06/2024 22:00;26.17 ;49.16 ;349.38 ;29.0 ;-0.26 
5013;0.01 ;20/06/2024 23:00;26.17 ;49.16 ;349.38 ;26.8 ;-0.26 
5015;0.01 ;21/06/2024 00:00;26.17 ;49.17 ;349.38 ;25.5 ;-0.26 
5017;0.01 ;21/06/2024 01:00;26.17 ;49.18 ;349.38 ;24.7 ;-0.26 
5019;0.01 ;21/06/2024 02:00;26.17 ;49.18 ;349.38 ;23.9 ;-0.26 
5021;0.01 ;21/06/2024 03:00;26.17 ;49.19 ;349.38 ;23.0 ;-0.26 
5023;0.01 ;21/06/2024 04:00;26.18 ;49.19 ;349.38 ;22.2 ;-0.26 
5025;0.01 ;21/06/2024 05:00;26.18 ;49.2 ;349.38 ;21.5 ;-0.26 
5027;0.01 ;21/06/2024 06:00;26.18 ;49.2 ;349.38 ;21.2 ;-0.26 
5029;0.01 ;21/06/2024 07:00;26.18 ;49.21 ;349.38 ;21.9 ;-0.26 
5031;0.01 ;21/06/2024 08:00;26.18 ;49.21 ;349.38 ;24.7 ;-0.26 
5033;0.01 ;21/06/2024 09:00;26.18 ;49.22 ;349.38 ;26.8 ;-0.26 
5035;0.01 ;21/06/2024 10:00;26.19 ;49.22 ;349.38 ;28.9 ;-0.26 
5037;0.01 ;21/06/2024 11:00;26.19 ;49.23 ;349.37 ;31.2 ;-0.26 
5039;0.01 ;21/06/2024 12:00;26.19 ;49.24 ;349.37 ;32.8 ;-0.26 
5041;0.01 ;21/06/2024 13:00;26.19 ;49.24 ;349.37 ;35.3 ;-0.26 
5043;0.01 ;21/06/2024 14:00;26.19 ;49.25 ;349.37 ;35.4 ;-0.26 
5045;0.01 ;21/06/2024 15:00;26.19 ;49.25 ;349.37 ;36.6 ;-0.26 
5047;0.01 ;21/06/2024 16:00;26.19 ;49.26 ;349.37 ;35.6 ;-0.26 
5049;0.01 ;21/06/2024 17:00;26.2 ;49.26 ;349.37 ;34.0 ;-0.26 
5051;0.01 ;21/06/2024 18:00;26.2 ;49.27 ;349.37 ;34.3 ;-0.26 
5053;0.01 ;21/06/2024 19:00;26.2 ;49.27 ;349.37 ;33.0 ;-0.26 
5055;0.01 ;21/06/2024 20:00;26.2 ;49.28 ;349.37 ;31.0 ;-0.26 
5057;0.01 ;21/06/2024 21:00;26.2 ;49.29 ;349.37 ;28.2 ;-0.26 
5059;0.01 ;21/06/2024 22:00;26.2 ;49.29 ;349.37 ;25.4 ;-0.26 
5061;0.01 ;21/06/2024 23:00;26.21 ;49.3 ;349.37 ;23.5 ;-0.26 
5063;0.01 ;22/06/2024 00:00;26.21 ;49.3 ;349.37 ;22.4 ;-0.26 
5065;0.01 ;22/06/2024 01:00;26.21 ;49.31 ;349.37 ;21.9 ;-0.26 
5067;0.01 ;22/06/2024 02:00;26.21 ;49.31 ;349.37 ;21.2 ;-0.26 
5069;0.01 ;22/06/2024 03:00;26.21 ;49.32 ;349.36 ;20.6 ;-0.26 
5071;0.01 ;22/06/2024 04:00;26.21 ;49.32 ;349.36 ;20.2 ;-0.26 
5073;0.01 ;22/06/2024 05:00;26.21 ;49.33 ;349.36 ;19.7 ;-0.26 
5075;0.01 ;22/06/2024 06:00;26.22 ;49.33 ;349.36 ;19.2 ;-0.26 
5077;0.01 ;22/06/2024 07:00;26.22 ;49.34 ;349.36 ;19.5 ;-0.26 
5079;0.01 ;22/06/2024 08:00;26.22 ;49.35 ;349.36 ;20.2 ;-0.26 
5081;0.01 ;22/06/2024 09:00;26.22 ;49.35 ;349.36 ;21.3 ;-0.26 
5083;0.01 ;22/06/2024 10:00;26.22 ;49.36 ;349.36 ;22.8 ;-0.26 
5085;0.01 ;22/06/2024 11:00;26.22 ;49.36 ;349.36 ;24.4 ;-0.26 
5087;0.01 ;22/06/2024 12:00;26.23 ;49.37 ;349.36 ;25.9 ;-0.26 
5089;0.01 ;22/06/2024 13:00;26.23 ;49.37 ;349.36 ;27.8 ;-0.26 
5091;0.01 ;22/06/2024 14:00;26.23 ;49.38 ;349.36 ;27.8 ;-0.26 
5093;0.01 ;22/06/2024 15:00;26.23 ;49.38 ;349.36 ;28.2 ;-0.26 
5095;0.01 ;22/06/2024 16:00;26.23 ;49.39 ;349.36 ;28.9 ;-0.26 
5097;0.01 ;22/06/2024 17:00;26.23 ;49.39 ;349.36 ;29.0 ;-0.26 
5099;0.01 ;22/06/2024 18:00;26.23 ;49.4 ;349.36 ;28.2 ;-0.26 
5101;0.01 ;22/06/2024 19:00;26.24 ;49.41 ;349.35 ;27.0 ;-0.26 
5103;0.01 ;22/06/2024 20:00;26.24 ;49.41 ;349.35 ;25.8 ;-0.26 
5105;0.01 ;22/06/2024 21:00;26.24 ;49.42 ;349.35 ;24.0 ;-0.26 
5107;0.01 ;22/06/2024 22:00;26.24 ;49.42 ;349.35 ;22.4 ;-0.26 
5109;0.01 ;22/06/2024 23:00;26.24 ;49.43 ;349.35 ;21.2 ;-0.26 
5111;0.01 ;23/06/2024 00:00;26.24 ;49.43 ;349.35 ;20.4 ;-0.26 
5113;0.01 ;23/06/2024 01:00;26.25 ;49.44 ;349.35 ;19.7 ;-0.26 
5115;0.01 ;23/06/2024 02:00;26.25 ;49.44 ;349.35 ;19.0 ;-0.26 
5117;0.01 ;23/06/2024 03:00;26.25 ;49.45 ;349.35 ;18.5 ;-0.26 
5119;0.01 ;23/06/2024 04:00;26.25 ;49.46 ;349.35 ;18.0 ;-0.26 
5121;0.01 ;23/06/2024 05:00;26.25 ;49.46 ;349.35 ;18.0 ;-0.26 
5123;0.01 ;23/06/2024 06:00;26.25 ;49.47 ;349.35 ;17.9 ;-0.26 
5125;0.01 ;23/06/2024 07:00;26.25 ;49.47 ;349.35 ;18.5 ;-0.26 
5127;0.01 ;23/06/2024 08:00;26.26 ;49.48 ;349.35 ;19.8 ;-0.26 
5129;0.01 ;23/06/2024 09:00;26.26 ;49.48 ;349.35 ;20.8 ;-0.26 
5131;0.01 ;23/06/2024 10:00;26.26 ;49.49 ;349.35 ;21.6 ;-0.26 
5133;0.01 ;23/06/2024 11:00;26.26 ;49.49 ;349.35 ;22.9 ;-0.26 
5135;0.01 ;23/06/2024 12:00;26.26 ;49.5 ;349.34 ;24.2 ;-0.26 
5137;0.01 ;23/06/2024 13:00;26.26 ;49.5 ;349.34 ;23.6 ;-0.26 
5139;0.01 ;23/06/2024 14:00;26.27 ;49.51 ;349.34 ;22.2 ;-0.26 
5141;0.01 ;23/06/2024 15:00;26.27 ;49.52 ;349.34 ;22.2 ;-0.26 
5143;0.01 ;23/06/2024 16:00;26.27 ;49.52 ;349.34 ;22.0 ;-0.26 
5145;0.01 ;23/06/2024 17:00;26.27 ;49.53 ;349.34 ;21.8 ;-0.26 
5147;0.01 ;23/06/2024 18:00;26.27 ;49.53 ;349.34 ;21.1 ;-0.26 
5149;0.01 ;23/06/2024 19:00;26.27 ;49.54 ;349.34 ;21.2 ;-0.26 
5151;0.01 ;23/06/2024 20:00;26.27 ;49.54 ;349.34 ;20.9 ;-0.26 
5153;0.01 ;23/06/2024 21:00;26.28 ;49.55 ;349.34 ;19.8 ;-0.26 
5155;0.01 ;23/06/2024 22:00;26.28 ;49.55 ;349.34 ;19.1 ;-0.26 
5157;0.01 ;23/06/2024 23:00;26.28 ;49.56 ;349.34 ;18.6 ;-0.26 
5159;0.01 ;24/06/2024 00:00;26.28 ;49.57 ;349.34 ;18.5 ;-0.26 
5161;0.01 ;24/06/2024 01:00;26.28 ;49.57 ;349.34 ;18.2 ;-0.26 
5163;0.01 ;24/06/2024 02:00;26.28 ;49.58 ;349.34 ;17.8 ;-0.26 
5165;0.01 ;24/06/2024 03:00;26.29 ;49.58 ;349.34 ;17.4 ;-0.26 
5167;0.01 ;24/06/2024 04:00;26.29 ;49.59 ;349.33 ;17.0 ;-0.26 
5169;0.01 ;24/06/2024 05:00;26.29 ;49.59 ;349.33 ;16.7 ;-0.26 
5171;0.01 ;24/06/2024 06:00;26.29 ;49.6 ;349.33 ;16.6 ;-0.26 
5173;0.01 ;24/06/2024 07:00;26.29 ;49.6 ;349.33 ;17.2 ;-0.26 
5175;0.01 ;24/06/2024 08:00;26.29 ;49.61 ;349.33 ;18.2 ;-0.26 
5177;0.01 ;24/06/2024 09:00;26.29 ;49.61 ;349.33 ;19.0 ;-0.26 
5179;0.01 ;24/06/2024 10:00;26.3 ;49.62 ;349.33 ;19.7 ;-0.26 
5181;0.01 ;24/06/2024 11:00;26.3 ;49.63 ;349.33 ;20.8 ;-0.26 
5183;0.01 ;24/06/2024 12:00;26.3 ;49.63 ;349.33 ;21.5 ;-0.26 
5185;0.01 ;24/06/2024 13:00;26.3 ;49.64 ;349.33 ;23.3 ;-0.26 
5187;0.01 ;24/06/2024 14:00;26.3 ;49.64 ;349.33 ;23.6 ;-0.26 
5189;0.01 ;24/06/2024 15:00;26.3 ;49.65 ;349.33 ;24.1 ;-0.26 
5191;0.01 ;24/06/2024 16:00;26.31 ;49.65 ;349.33 ;23.4 ;-0.26 
5193;0.01 ;24/06/2024 17:00;26.31 ;49.66 ;349.33 ;22.5 ;-0.26 
5195;0.01 ;24/06/2024 18:00;26.31 ;49.66 ;349.33 ;21.4 ;-0.26 
5197;0.01 ;24/06/2024 19:00;26.31 ;49.67 ;349.33 ;20.8 ;-0.26 
5199;0.01 ;24/06/2024 20:00;26.31 ;49.67 ;349.32 ;20.3 ;-0.26 
5201;0.01 ;24/06/2024 21:00;26.31 ;49.68 ;349.32 ;20.0 ;-0.26 
5203;0.01 ;24/06/2024 22:00;26.31 ;49.69 ;349.32 ;19.5 ;-0.26 
5205;0.01 ;24/06/2024 23:00;26.32 ;49.69 ;349.32 ;19.2 ;-0.26 
5207;0.01 ;25/06/2024 00:00;26.32 ;49.7 ;349.32 ;18.8 ;-0.26 
5209;0.01 ;25/06/2024 01:00;26.32 ;49.7 ;349.32 ;18.5 ;-0.26 
5211;0.01 ;25/06/2024 02:00;26.32 ;49.71 ;349.32 ;18.4 ;-0.26 
5213;0.01 ;25/06/2024 03:00;26.32 ;49.71 ;349.32 ;18.2 ;-0.26 
5215;0.01 ;25/06/2024 04:00;26.32 ;49.72 ;349.32 ;17.9 ;-0.26 
5217;0.01 ;25/06/2024 05:00;26.33 ;49.72 ;349.32 ;17.3 ;-0.26 
5219;0.01 ;25/06/2024 06:00;26.33 ;49.73 ;349.32 ;16.8 ;-0.26 
5221;0.01 ;25/06/2024 07:00;26.33 ;49.74 ;349.32 ;17.0 ;-0.26 
5223;0.01 ;25/06/2024 08:00;26.33 ;49.74 ;349.32 ;18.2 ;-0.26 
5225;0.01 ;25/06/2024 09:00;26.33 ;49.75 ;349.32 ;19.6 ;-0.26 
5227;0.01 ;25/06/2024 10:00;26.33 ;49.75 ;349.32 ;20.6 ;-0.26 
5229;0.01 ;25/06/2024 11:00;26.33 ;49.76 ;349.32 ;21.7 ;-0.26 
5231;0.01 ;25/06/2024 12:00;26.34 ;49.76 ;349.31 ;22.6 ;-0.26 
5233;0.01 ;25/06/2024 13:00;26.34 ;49.77 ;349.31 ;23.8 ;-0.26 
5235;0.01 ;25/06/2024 14:00;26.34 ;49.77 ;349.31 ;24.4 ;-0.26 
5237;0.01 ;25/06/2024 15:00;26.34 ;49.78 ;349.31 ;24.4 ;-0.26 
5239;0.01 ;25/06/2024 16:00;26.34 ;49.78 ;349.31 ;23.9 ;-0.26 
5241;0.01 ;25/06/2024 17:00;26.34 ;49.79 ;349.31 ;23.8 ;-0.26 
5243;0.01 ;25/06/2024 18:00;26.35 ;49.8 ;349.31 ;23.2 ;-0.26 
5245;0.01 ;25/06/2024 19:00;26.35 ;49.8 ;349.31 ;22.4 ;-0.26 
5247;0.01 ;25/06/2024 20:00;26.35 ;49.81 ;349.31 ;21.3 ;-0.26 
5249;0.01 ;25/06/2024 21:00;26.35 ;49.81 ;349.31 ;19.8 ;-0.26 
5251;0.01 ;25/06/2024 22:00;26.35 ;49.82 ;349.31 ;18.8 ;-0.26 
5253;0.01 ;25/06/2024 23:00;26.35 ;49.82 ;349.31 ;18.4 ;-0.26 
5255;0.01 ;26/06/2024 00:00;26.35 ;49.83 ;349.31 ;17.9 ;-0.26 
5257;0.01 ;26/06/2024 01:00;26.36 ;49.83 ;349.31 ;17.8 ;-0.26 
5259;0.01 ;26/06/2024 02:00;26.36 ;49.84 ;349.31 ;17.2 ;-0.26 
5261;0.01 ;26/06/2024 03:00;26.36 ;49.84 ;349.31 ;16.7 ;-0.26 
5263;0.01 ;26/06/2024 04:00;26.36 ;49.85 ;349.3 ;16.4 ;-0.26 
5265;0.01 ;26/06/2024 05:00;26.36 ;49.86 ;349.3 ;15.8 ;-0.26 
5267;0.01 ;26/06/2024 06:00;26.36 ;49.86 ;349.3 ;15.5 ;-0.26 
5269;0.01 ;26/06/2024 07:00;26.37 ;49.87 ;349.3 ;16.2 ;-0.26 
5271;0.01 ;26/06/2024 08:00;26.37 ;49.87 ;349.3 ;18.0 ;-0.26 
5273;0.01 ;26/06/2024 09:00;26.37 ;49.88 ;349.3 ;19.6 ;-0.26 
5275;0.01 ;26/06/2024 10:00;26.37 ;49.88 ;349.3 ;20.8 ;-0.26 
5277;0.01 ;26/06/2024 11:00;26.37 ;49.89 ;349.3 ;22.2 ;-0.26 
5279;0.01 ;26/06/2024 12:00;26.37 ;49.89 ;349.3 ;23.4 ;-0.26 
5281;0.01 ;26/06/2024 13:00;26.37 ;49.9 ;349.3 ;25.7 ;-0.26 
5283;0.01 ;26/06/2024 14:00;26.38 ;49.91 ;349.3 ;26.0 ;-0.26 
5285;0.01 ;26/06/2024 15:00;26.38 ;49.91 ;349.3 ;26.3 ;-0.26 
5287;0.01 ;26/06/2024 16:00;26.38 ;49.92 ;349.3 ;26.2 ;-0.26 
5289;0.01 ;26/06/2024 17:00;26.38 ;49.92 ;349.3 ;26.2 ;-0.26 
5291;0.01 ;26/06/2024 18:00;26.38 ;49.93 ;349.3 ;26.0 ;-0.26 
5293;0.01 ;26/06/2024 19:00;26.38 ;49.93 ;349.3 ;25.3 ;-0.26 
5295;0.01 ;26/06/2024 20:00;26.39 ;49.94 ;349.3 ;24.0 ;-0.26 
5297;0.01 ;26/06/2024 21:00;26.39 ;49.94 ;349.29 ;22.6 ;-0.26 
5299;0.01 ;26/06/2024 22:00;26.39 ;49.95 ;349.29 ;21.6 ;-0.26 
5301;0.01 ;26/06/2024 23:00;26.39 ;49.95 ;349.29 ;20.8 ;-0.26 
5303;0.01 ;27/06/2024 00:00;26.39 ;49.96 ;349.29 ;20.1 ;-0.26 
5305;0.01 ;27/06/2024 01:00;26.39 ;49.97 ;349.29 ;19.4 ;-0.26 
5307;0.01 ;27/06/2024 02:00;26.39 ;49.97 ;349.29 ;18.8 ;-0.26 
5309;0.01 ;27/06/2024 03:00;26.4 ;49.98 ;349.29 ;18.2 ;-0.26 
5311;0.01 ;27/06/2024 04:00;26.4 ;49.98 ;349.29 ;17.6 ;-0.26 
5313;0.01 ;27/06/2024 05:00;26.4 ;49.99 ;349.29 ;17.0 ;-0.26 
5315;0.01 ;27/06/2024 06:00;26.4 ;49.99 ;349.29 ;16.5 ;-0.26 
5317;0.01 ;27/06/2024 07:00;26.4 ;50.0 ;349.29 ;17.0 ;-0.26 
5319;0.01 ;27/06/2024 08:00;26.4 ;50.0 ;349.29 ;19.0 ;-0.26 
5321;0.01 ;27/06/2024 09:00;26.41 ;50.01 ;349.29 ;20.6 ;-0.26 
5323;0.01 ;27/06/2024 10:00;26.41 ;50.02 ;349.29 ;22.0 ;-0.26 
5325;0.01 ;27/06/2024 11:00;26.41 ;50.02 ;349.29 ;23.6 ;-0.26 
5327;0.01 ;27/06/2024 12:00;26.41 ;50.03 ;349.29 ;24.6 ;-0.26 
5329;0.01 ;27/06/2024 13:00;26.41 ;50.03 ;349.28 ;26.7 ;-0.26 
5331;0.01 ;27/06/2024 14:00;26.41 ;50.04 ;349.28 ;26.8 ;-0.26 
5333;0.01 ;27/06/2024 15:00;26.41 ;50.04 ;349.28 ;27.6 ;-0.26 
5335;0.01 ;27/06/2024 16:00;26.42 ;50.05 ;349.28 ;27.9 ;-0.26 
5337;0.01 ;27/06/2024 17:00;26.42 ;50.05 ;349.28 ;28.2 ;-0.26 
5339;0.01 ;27/06/2024 18:00;26.42 ;50.06 ;349.28 ;28.0 ;-0.26 
5341;0.01 ;27/06/2024 19:00;26.42 ;50.06 ;349.28 ;27.4 ;-0.26 
5343;0.01 ;27/06/2024 20:00;26.42 ;50.07 ;349.28 ;26.2 ;-0.26 
5345;0.01 ;27/06/2024 21:00;26.42 ;50.08 ;349.28 ;24.6 ;-0.26 
5347;0.01 ;27/06/2024 22:00;26.43 ;50.08 ;349.28 ;23.3 ;-0.26 
5349;0.01 ;27/06/2024 23:00;26.43 ;50.09 ;349.28 ;22.2 ;-0.26 
5351;0.01 ;28/06/2024 00:00;26.43 ;50.09 ;349.28 ;21.2 ;-0.26 
5353;0.01 ;28/06/2024 01:00;26.43 ;50.1 ;349.28 ;20.4 ;-0.26 
5355;0.01 ;28/06/2024 02:00;26.43 ;50.1 ;349.28 ;19.6 ;-0.26 
5357;0.01 ;28/06/2024 03:00;26.43 ;50.11 ;349.28 ;18.8 ;-0.26 
5359;0.01 ;28/06/2024 04:00;26.43 ;50.11 ;349.28 ;18.0 ;-0.26 
5361;0.01 ;28/06/2024 05:00;26.44 ;50.12 ;349.27 ;17.5 ;-0.26 
5363;0.01 ;28/06/2024 06:00;26.44 ;50.12 ;349.27 ;17.1 ;-0.26 
5365;0.01 ;28/06/2024 07:00;26.44 ;50.13 ;349.27 ;17.7 ;-0.26 
5367;0.01 ;28/06/2024 08:00;26.44 ;50.14 ;349.27 ;20.4 ;-0.26 
5369;0.01 ;28/06/2024 09:00;26.44 ;50.14 ;349.27 ;22.5 ;-0.26 
5371;0.01 ;28/06/2024 10:00;26.44 ;50.15 ;349.27 ;24.4 ;-0.26 
5373;0.01 ;28/06/2024 11:00;26.45 ;50.15 ;349.27 ;26.1 ;-0.26 
5375;0.01 ;28/06/2024 12:00;26.45 ;50.16 ;349.27 ;27.9 ;-0.26 
5377;0.01 ;28/06/2024 13:00;26.45 ;50.16 ;349.27 ;29.9 ;-0.26 
5379;0.01 ;28/06/2024 14:00;26.45 ;50.17 ;349.27 ;30.6 ;-0.26 
5381;0.01 ;28/06/2024 15:00;26.45 ;50.17 ;349.27 ;31.5 ;-0.26 
5383;0.01 ;28/06/2024 16:00;26.45 ;50.18 ;349.27 ;32.1 ;-0.26 
5385;0.01 ;28/06/2024 17:00;26.45 ;50.19 ;349.27 ;32.3 ;-0.26 
5387;0.01 ;28/06/2024 18:00;26.46 ;50.19 ;349.27 ;32.0 ;-0.26 
5389;0.01 ;28/06/2024 19:00;26.46 ;50.2 ;349.27 ;31.5 ;-0.26 
5391;0.01 ;28/06/2024 20:00;26.46 ;50.2 ;349.27 ;30.0 ;-0.26 
5393;0.01 ;28/06/2024 21:00;26.46 ;50.21 ;349.26 ;27.7 ;-0.26 
5395;0.01 ;28/06/2024 22:00;26.46 ;50.21 ;349.26 ;25.5 ;-0.26 
5397;0.01 ;28/06/2024 23:00;26.46 ;50.22 ;349.26 ;24.0 ;-0.26 
5399;0.01 ;29/06/2024 00:00;26.47 ;50.22 ;349.26 ;22.4 ;-0.26 
5401;0.01 ;29/06/2024 01:00;26.47 ;50.23 ;349.26 ;21.4 ;-0.26 
5403;0.01 ;29/06/2024 02:00;26.47 ;50.23 ;349.26 ;20.8 ;-0.26 
5405;0.01 ;29/06/2024 03:00;26.47 ;50.24 ;349.26 ;20.4 ;-0.26 
5407;0.01 ;29/06/2024 04:00;26.47 ;50.25 ;349.26 ;19.8 ;-0.26 
5409;0.01 ;29/06/2024 05:00;26.47 ;50.25 ;349.26 ;19.2 ;-0.26 
5411;0.01 ;29/06/2024 06:00;26.47 ;50.26 ;349.26 ;18.8 ;-0.26 
5413;0.01 ;29/06/2024 07:00;26.48 ;50.26 ;349.26 ;19.8 ;-0.26 
5415;0.01 ;29/06/2024 08:00;26.48 ;50.27 ;349.26 ;22.9 ;-0.26 
5417;0.01 ;29/06/2024 09:00;26.48 ;50.27 ;349.26 ;25.2 ;-0.26 
5419;0.01 ;29/06/2024 10:00;26.48 ;50.28 ;349.26 ;27.4 ;-0.26 
5421;0.01 ;29/06/2024 11:00;26.48 ;50.28 ;349.26 ;29.6 ;-0.26 
5423;0.01 ;29/06/2024 12:00;26.48 ;50.29 ;349.26 ;31.6 ;-0.26 
5425;0.01 ;29/06/2024 13:00;26.49 ;50.3 ;349.25 ;33.6 ;-0.26 
5427;0.01 ;29/06/2024 14:00;26.49 ;50.3 ;349.25 ;34.6 ;-0.26 
5429;0.01 ;29/06/2024 15:00;26.49 ;50.31 ;349.25 ;35.6 ;-0.26 
5431;0.01 ;29/06/2024 16:00;26.49 ;50.31 ;349.25 ;35.8 ;-0.26 
5433;0.01 ;29/06/2024 17:00;26.49 ;50.32 ;349.25 ;35.8 ;-0.26 
5435;0.01 ;29/06/2024 18:00;26.49 ;50.32 ;349.25 ;35.6 ;-0.26 
5437;0.01 ;29/06/2024 19:00;26.49 ;50.33 ;349.25 ;34.3 ;-0.26 
5439;0.01 ;29/06/2024 20:00;26.5 ;50.33 ;349.25 ;31.8 ;-0.26 
5441;0.01 ;29/06/2024 21:00;26.5 ;50.34 ;349.25 ;29.6 ;-0.26 
5443;0.01 ;29/06/2024 22:00;26.5 ;50.34 ;349.25 ;27.8 ;-0.26 
5445;0.01 ;29/06/2024 23:00;26.5 ;50.35 ;349.25 ;26.4 ;-0.26 
5447;0.01 ;30/06/2024 00:00;26.5 ;50.36 ;349.25 ;25.2 ;-0.26 
5449;0.01 ;30/06/2024 01:00;26.5 ;50.36 ;349.25 ;24.1 ;-0.26 
5451;0.01 ;30/06/2024 02:00;26.51 ;50.37 ;349.25 ;23.6 ;-0.26 
5453;0.01 ;30/06/2024 03:00;26.51 ;50.37 ;349.25 ;23.0 ;-0.26 
5455;0.01 ;30/06/2024 04:00;26.51 ;50.38 ;349.25 ;22.8 ;-0.26 
5457;0.01 ;30/06/2024 05:00;26.51 ;50.38 ;349.25 ;22.5 ;-0.26 
5459;0.01 ;30/06/2024 06:00;26.51 ;50.39 ;349.24 ;22.1 ;-0.26 
5461;0.01 ;30/06/2024 07:00;26.51 ;50.39 ;349.24 ;22.2 ;-0.26 
5463;0.01 ;30/06/2024 08:00;26.51 ;50.4 ;349.24 ;23.8 ;-0.26 
5465;0.01 ;30/06/2024 09:00;26.52 ;50.4 ;349.24 ;25.6 ;-0.26 
5467;0.01 ;30/06/2024 10:00;26.52 ;50.41 ;349.24 ;27.0 ;-0.26 
5469;0.01 ;30/06/2024 11:00;26.52 ;50.42 ;349.24 ;28.9 ;-0.26 
5471;0.01 ;30/06/2024 12:00;26.52 ;50.42 ;349.24 ;29.8 ;-0.26 
5473;0.01 ;30/06/2024 13:00;26.52 ;50.43 ;349.24 ;31.7 ;-0.26 
5475;0.01 ;30/06/2024 14:00;26.52 ;50.43 ;349.24 ;31.5 ;-0.26 
5477;0.01 ;30/06/2024 15:00;26.53 ;50.44 ;349.24 ;32.0 ;-0.26 
5479;0.01 ;30/06/2024 16:00;26.53 ;50.44 ;349.24 ;31.0 ;-0.26 
5481;0.01 ;30/06/2024 17:00;26.53 ;50.45 ;349.24 ;29.7 ;-0.26 
5483;0.01 ;30/06/2024 18:00;26.53 ;50.45 ;349.24 ;29.0 ;-0.26 
5485;0.01 ;30/06/2024 19:00;26.53 ;50.46 ;349.24 ;28.0 ;-0.26 
5487;0.01 ;30/06/2024 20:00;26.53 ;50.47 ;349.24 ;26.6 ;-0.26 
5489;0.01 ;30/06/2024 21:00;26.53 ;50.47 ;349.24 ;25.0 ;-0.26 
