 ID;value;date;indoor T;indoor RH ;co2;outT;tsv
1631;0.04 ;10/04/2024 13:00;23.53 ;39.76 ;350.44 ;17.0 ;0.26 
1633;0.04 ;10/04/2024 14:00;23.53 ;39.76 ;350.44 ;17.5 ;0.26 
1635;0.04 ;10/04/2024 15:00;23.53 ;39.77 ;350.44 ;17.5 ;0.26 
1637;0.04 ;10/04/2024 16:00;23.53 ;39.77 ;350.44 ;17.2 ;0.26 
1639;0.04 ;10/04/2024 17:00;23.54 ;39.78 ;350.44 ;16.6 ;0.28 
1641;0.04 ;10/04/2024 18:00;23.54 ;39.78 ;350.44 ;15.8 ;0.09 
1643;0.04 ;10/04/2024 19:00;23.54 ;39.79 ;350.44 ;15.0 ;0.04 
1645;0.04 ;10/04/2024 20:00;23.54 ;39.8 ;350.44 ;13.9 ;0.04 
1647;0.04 ;10/04/2024 21:00;23.54 ;39.8 ;350.44 ;13.0 ;0.04 
1649;0.04 ;10/04/2024 22:00;23.54 ;39.81 ;350.43 ;12.4 ;0.04 
1651;0.04 ;10/04/2024 23:00;23.54 ;39.81 ;350.43 ;11.7 ;0.28 
1653;0.04 ;11/04/2024 00:00;23.55 ;39.82 ;350.43 ;11.2 ;0.83 
1655;0.04 ;11/04/2024 01:00;23.55 ;39.82 ;350.43 ;10.9 ;0.83 
1657;0.04 ;11/04/2024 02:00;23.55 ;39.83 ;350.43 ;10.4 ;0.0 
1659;0.04 ;11/04/2024 03:00;23.55 ;39.83 ;350.43 ;9.8 ;0.22 
1661;0.04 ;11/04/2024 04:00;23.55 ;39.84 ;350.43 ;9.4 ;0.29 
1663;0.04 ;11/04/2024 05:00;23.55 ;39.85 ;350.43 ;9.2 ;0.29 
1665;0.04 ;11/04/2024 06:00;23.56 ;39.85 ;350.43 ;9.0 ;0.47 
1667;0.04 ;11/04/2024 07:00;23.56 ;39.86 ;350.43 ;8.9 ;0.58 
1669;0.04 ;11/04/2024 08:00;23.56 ;39.86 ;350.43 ;9.9 ;0.04 
1671;0.04 ;11/04/2024 09:00;23.56 ;39.87 ;350.43 ;12.4 ;0.06 
1673;0.04 ;11/04/2024 10:00;23.56 ;39.87 ;350.43 ;14.6 ;0.06 
1675;0.04 ;11/04/2024 11:00;23.56 ;39.88 ;350.43 ;16.6 ;0.29 
1677;0.04 ;11/04/2024 12:00;23.56 ;39.88 ;350.43 ;19.1 ;0.29 
1679;0.04 ;11/04/2024 13:00;23.57 ;39.89 ;350.43 ;19.4 ;0.28 
1681;0.04 ;11/04/2024 14:00;23.57 ;39.89 ;350.42 ;21.5 ;0.28 
1683;0.04 ;11/04/2024 15:00;23.57 ;39.9 ;350.42 ;21.8 ;0.28 
1685;0.04 ;11/04/2024 16:00;23.57 ;39.91 ;350.42 ;21.7 ;0.28 
1687;0.04 ;11/04/2024 17:00;23.57 ;39.91 ;350.42 ;21.4 ;0.28 
1689;0.04 ;11/04/2024 18:00;23.57 ;39.92 ;350.42 ;20.9 ;0.28 
1691;0.04 ;11/04/2024 19:00;23.58 ;39.92 ;350.42 ;19.8 ;0.28 
1693;0.04 ;11/04/2024 20:00;23.58 ;39.93 ;350.42 ;18.2 ;0.28 
1695;0.04 ;11/04/2024 21:00;23.58 ;39.93 ;350.42 ;17.2 ;0.28 
1697;0.04 ;11/04/2024 22:00;23.58 ;39.94 ;350.42 ;16.1 ;0.23 
1699;0.04 ;11/04/2024 23:00;23.58 ;39.94 ;350.42 ;15.1 ;0.04 
1701;0.04 ;12/04/2024 00:00;23.58 ;39.95 ;350.42 ;14.0 ;0.04 
1703;0.04 ;12/04/2024 01:00;23.58 ;39.95 ;350.42 ;13.2 ;0.04 
1705;0.04 ;12/04/2024 02:00;23.59 ;39.96 ;350.42 ;12.5 ;0.05 
1707;0.04 ;12/04/2024 03:00;23.59 ;39.97 ;350.42 ;12.1 ;0.05 
1709;0.04 ;12/04/2024 04:00;23.59 ;39.97 ;350.42 ;11.8 ;0.05 
1711;0.04 ;12/04/2024 05:00;23.59 ;39.98 ;350.42 ;11.6 ;0.71 
1713;0.04 ;12/04/2024 06:00;23.59 ;39.98 ;350.41 ;11.6 ;0.71 
1715;0.04 ;12/04/2024 07:00;23.59 ;39.99 ;350.41 ;11.5 ;0.74 
1717;0.04 ;12/04/2024 08:00;23.6 ;39.99 ;350.41 ;12.8 ;0.05 
1719;0.04 ;12/04/2024 09:00;23.6 ;40.0 ;350.41 ;16.4 ;0.28 
1721;0.04 ;12/04/2024 10:00;23.6 ;40.0 ;350.41 ;19.6 ;0.28 
1723;0.04 ;12/04/2024 11:00;23.6 ;40.01 ;350.41 ;21.3 ;0.28 
1725;0.04 ;12/04/2024 12:00;23.6 ;40.02 ;350.41 ;22.9 ;0.28 
1727;0.04 ;12/04/2024 13:00;23.6 ;40.02 ;350.41 ;22.0 ;0.28 
1729;0.04 ;13/04/2024 13:00;23.64 ;40.15 ;350.4 ;25.2 ;0.24 
1731;0.04 ;13/04/2024 14:00;23.64 ;40.16 ;350.4 ;26.3 ;0.24 
1733;0.04 ;13/04/2024 15:00;23.64 ;40.16 ;350.39 ;26.8 ;0.24 
1735;0.04 ;13/04/2024 16:00;23.64 ;40.17 ;350.39 ;26.9 ;0.24 
1737;0.04 ;13/04/2024 17:00;23.65 ;40.17 ;350.39 ;26.5 ;0.24 
1739;0.04 ;13/04/2024 18:00;23.65 ;40.18 ;350.39 ;25.7 ;0.24 
1741;0.04 ;13/04/2024 19:00;23.65 ;40.19 ;350.39 ;24.1 ;0.24 
1743;0.04 ;13/04/2024 20:00;23.65 ;40.19 ;350.39 ;21.5 ;0.24 
1745;0.04 ;13/04/2024 21:00;23.65 ;40.2 ;350.39 ;19.1 ;0.24 
1747;0.04 ;13/04/2024 22:00;23.65 ;40.2 ;350.39 ;16.4 ;0.24 
1749;0.04 ;13/04/2024 23:00;23.66 ;40.21 ;350.39 ;14.3 ;0.0 
1751;0.04 ;14/04/2024 00:00;23.66 ;40.21 ;350.39 ;13.0 ;0.0 
1753;0.04 ;14/04/2024 01:00;23.66 ;40.22 ;350.39 ;12.1 ;0.0 
1755;0.04 ;14/04/2024 02:00;23.66 ;40.22 ;350.39 ;11.5 ;0.57 
1757;0.04 ;14/04/2024 03:00;23.66 ;40.23 ;350.39 ;11.2 ;0.57 
1759;0.04 ;14/04/2024 04:00;23.66 ;40.23 ;350.39 ;10.4 ;-0.24 
1761;0.04 ;14/04/2024 05:00;23.66 ;40.24 ;350.39 ;10.1 ;-0.23 
1763;0.04 ;14/04/2024 06:00;23.67 ;40.25 ;350.39 ;10.0 ;-0.19 
1765;0.04 ;14/04/2024 07:00;23.67 ;40.25 ;350.38 ;9.8 ;-0.08 
1767;0.04 ;14/04/2024 08:00;23.67 ;40.26 ;350.38 ;11.3 ;0.57 
1769;0.04 ;14/04/2024 09:00;23.67 ;40.26 ;350.38 ;15.9 ;0.05 
1771;0.04 ;14/04/2024 10:00;23.67 ;40.27 ;350.38 ;18.7 ;0.24 
1773;0.04 ;14/04/2024 11:00;23.67 ;40.27 ;350.38 ;21.1 ;0.24 
1775;0.04 ;14/04/2024 12:00;23.68 ;40.28 ;350.38 ;23.3 ;0.24 
1777;0.04 ;14/04/2024 13:00;23.68 ;40.28 ;350.38 ;25.3 ;0.24 
1779;0.04 ;14/04/2024 14:00;23.68 ;40.29 ;350.38 ;26.5 ;0.24 
1781;0.04 ;14/04/2024 15:00;23.68 ;40.3 ;350.38 ;27.2 ;0.24 
1783;0.04 ;14/04/2024 16:00;23.68 ;40.3 ;350.38 ;27.4 ;0.24 
1785;0.04 ;14/04/2024 17:00;23.68 ;40.31 ;350.38 ;27.2 ;0.24 
1787;0.04 ;14/04/2024 18:00;23.68 ;40.31 ;350.38 ;26.9 ;0.24 
1789;0.04 ;14/04/2024 19:00;23.69 ;40.32 ;350.38 ;25.4 ;0.24 
1791;0.04 ;14/04/2024 20:00;23.69 ;40.32 ;350.38 ;22.6 ;0.24 
1793;0.04 ;14/04/2024 21:00;23.69 ;40.33 ;350.38 ;20.2 ;0.24 
1795;0.04 ;14/04/2024 22:00;23.69 ;40.33 ;350.38 ;18.3 ;0.24 
1797;0.04 ;14/04/2024 23:00;23.69 ;40.34 ;350.37 ;16.6 ;0.24 
1799;0.04 ;15/04/2024 00:00;23.69 ;40.34 ;350.37 ;15.0 ;0.0 
1801;0.04 ;15/04/2024 01:00;23.7 ;40.35 ;350.37 ;13.4 ;0.0 
1803;0.04 ;15/04/2024 02:00;23.7 ;40.36 ;350.37 ;12.6 ;0.0 
1805;0.04 ;15/04/2024 03:00;23.7 ;40.36 ;350.37 ;11.8 ;0.0 
1807;0.04 ;15/04/2024 04:00;23.7 ;40.37 ;350.37 ;11.3 ;0.57 
1809;0.04 ;15/04/2024 05:00;23.7 ;40.37 ;350.37 ;10.9 ;0.57 
1811;0.04 ;15/04/2024 06:00;23.7 ;40.38 ;350.37 ;10.7 ;0.6 
1813;0.04 ;15/04/2024 07:00;23.7 ;40.38 ;350.37 ;10.5 ;-0.2 
1815;0.04 ;15/04/2024 08:00;23.71 ;40.39 ;350.37 ;11.6 ;0.62 
1817;0.04 ;15/04/2024 09:00;23.71 ;40.39 ;350.37 ;15.3 ;0.03 
1819;0.04 ;15/04/2024 10:00;23.71 ;40.4 ;350.37 ;18.5 ;0.26 
1821;0.04 ;15/04/2024 11:00;23.71 ;40.4 ;350.37 ;21.8 ;0.26 
1823;0.04 ;15/04/2024 12:00;23.71 ;40.41 ;350.37 ;23.8 ;0.26 
1825;0.04 ;15/04/2024 13:00;23.71 ;40.42 ;350.37 ;23.5 ;0.29 
1827;0.04 ;15/04/2024 14:00;23.72 ;40.42 ;350.37 ;24.8 ;0.29 
1829;0.04 ;15/04/2024 15:00;23.72 ;40.43 ;350.36 ;25.2 ;0.29 
1831;0.04 ;15/04/2024 16:00;23.72 ;40.43 ;350.36 ;24.8 ;0.29 
1833;0.04 ;15/04/2024 17:00;23.72 ;40.44 ;350.36 ;24.0 ;0.28 
1835;0.04 ;15/04/2024 18:00;23.72 ;40.44 ;350.36 ;22.8 ;0.28 
1837;0.04 ;15/04/2024 19:00;23.72 ;40.45 ;350.36 ;21.2 ;0.28 
1839;0.04 ;15/04/2024 20:00;23.72 ;40.45 ;350.36 ;19.0 ;0.28 
1841;0.04 ;15/04/2024 21:00;23.73 ;40.46 ;350.36 ;17.6 ;0.28 
1843;0.04 ;15/04/2024 22:00;23.73 ;40.47 ;350.36 ;16.5 ;0.28 
1845;0.04 ;15/04/2024 23:00;23.73 ;40.47 ;350.36 ;15.8 ;0.1 
1847;0.04 ;16/04/2024 00:00;23.73 ;40.48 ;350.36 ;15.1 ;0.05 
1849;0.04 ;16/04/2024 01:00;23.73 ;40.48 ;350.36 ;14.4 ;0.05 
1851;0.04 ;16/04/2024 02:00;23.73 ;40.49 ;350.36 ;14.0 ;0.05 
1853;0.04 ;16/04/2024 03:00;23.74 ;40.49 ;350.36 ;13.6 ;0.05 
1855;0.04 ;16/04/2024 04:00;23.74 ;40.5 ;350.36 ;13.8 ;0.05 
1857;0.04 ;16/04/2024 05:00;23.74 ;40.5 ;350.36 ;13.6 ;0.05 
1859;0.04 ;16/04/2024 06:00;23.74 ;40.51 ;350.36 ;13.3 ;0.05 
1861;0.04 ;16/04/2024 07:00;23.74 ;40.51 ;350.35 ;13.4 ;0.05 
1863;0.04 ;16/04/2024 08:00;23.74 ;40.52 ;350.35 ;15.0 ;0.05 
1865;0.04 ;16/04/2024 09:00;23.74 ;40.53 ;350.35 ;17.5 ;0.28 
1867;0.04 ;16/04/2024 10:00;23.75 ;40.53 ;350.35 ;18.9 ;0.28 
1869;0.04 ;16/04/2024 11:00;23.75 ;40.54 ;350.35 ;20.3 ;0.28 
1871;0.04 ;16/04/2024 12:00;23.75 ;40.54 ;350.35 ;21.8 ;0.28 
1873;0.04 ;16/04/2024 13:00;23.75 ;40.55 ;350.35 ;21.1 ;0.28 
1875;0.04 ;16/04/2024 14:00;23.75 ;40.55 ;350.35 ;22.2 ;0.28 
1877;0.04 ;16/04/2024 15:00;23.75 ;40.56 ;350.35 ;21.6 ;0.28 
1879;0.04 ;16/04/2024 16:00;23.76 ;40.56 ;350.35 ;20.8 ;0.28 
1881;0.04 ;16/04/2024 17:00;23.76 ;40.57 ;350.35 ;19.5 ;0.28 
1883;0.04 ;16/04/2024 18:00;23.76 ;40.58 ;350.35 ;18.2 ;0.28 
1885;0.04 ;16/04/2024 19:00;23.76 ;40.58 ;350.35 ;17.2 ;0.28 
1887;0.04 ;16/04/2024 20:00;23.76 ;40.59 ;350.35 ;15.8 ;0.09 
1889;0.04 ;16/04/2024 21:00;23.76 ;40.59 ;350.35 ;14.8 ;0.04 
1891;0.04 ;16/04/2024 22:00;23.76 ;40.6 ;350.35 ;14.0 ;0.04 
1893;0.04 ;16/04/2024 23:00;23.77 ;40.6 ;350.35 ;13.2 ;0.04 
1895;0.04 ;17/04/2024 00:00;23.77 ;40.61 ;350.34 ;12.8 ;0.03 
1897;0.04 ;17/04/2024 01:00;23.77 ;40.61 ;350.34 ;12.2 ;0.03 
1899;0.04 ;17/04/2024 02:00;23.77 ;40.62 ;350.34 ;11.7 ;0.21 
1901;0.04 ;17/04/2024 03:00;23.77 ;40.62 ;350.34 ;11.4 ;0.62 
1903;0.04 ;17/04/2024 04:00;23.77 ;40.63 ;350.34 ;10.8 ;0.64 
1905;0.04 ;17/04/2024 05:00;23.78 ;40.64 ;350.34 ;10.6 ;0.3 
1907;0.04 ;17/04/2024 06:00;23.78 ;40.64 ;350.34 ;10.4 ;-0.58 
1909;0.04 ;17/04/2024 07:00;23.78 ;40.65 ;350.34 ;9.7 ;-0.36 
1911;0.04 ;17/04/2024 08:00;23.78 ;40.65 ;350.34 ;10.6 ;0.29 
1913;0.04 ;17/04/2024 09:00;23.78 ;40.66 ;350.34 ;11.4 ;0.64 
1915;0.04 ;17/04/2024 10:00;23.78 ;40.66 ;350.34 ;12.5 ;0.05 
1917;0.04 ;17/04/2024 11:00;23.78 ;40.67 ;350.34 ;13.8 ;0.05 
1919;0.04 ;17/04/2024 12:00;23.79 ;40.67 ;350.34 ;15.2 ;0.05 
1921;0.04 ;17/04/2024 13:00;23.79 ;40.68 ;350.34 ;14.9 ;0.07 
1923;0.04 ;17/04/2024 14:00;23.79 ;40.68 ;350.34 ;16.0 ;0.24 
1925;0.04 ;17/04/2024 15:00;23.79 ;40.69 ;350.34 ;15.8 ;0.12 
1927;0.04 ;17/04/2024 16:00;23.79 ;40.7 ;350.33 ;15.2 ;0.07 
1929;0.04 ;17/04/2024 17:00;23.79 ;40.7 ;350.33 ;13.9 ;0.07 
1931;0.04 ;17/04/2024 18:00;23.8 ;40.71 ;350.33 ;12.6 ;0.07 
1933;0.04 ;17/04/2024 19:00;23.8 ;40.71 ;350.33 ;12.1 ;0.07 
1935;0.04 ;17/04/2024 20:00;23.8 ;40.72 ;350.33 ;10.5 ;-0.41 
1937;0.04 ;17/04/2024 21:00;23.8 ;40.72 ;350.33 ;9.5 ;-0.31 
1939;0.04 ;17/04/2024 22:00;23.8 ;40.73 ;350.33 ;8.5 ;0.37 
1941;0.04 ;17/04/2024 23:00;23.8 ;40.73 ;350.33 ;7.6 ;0.41 
1943;0.04 ;18/04/2024 00:00;23.8 ;40.74 ;350.33 ;6.7 ;0.76 
1945;0.04 ;18/04/2024 01:00;23.81 ;40.75 ;350.33 ;6.1 ;1.55 
1947;0.04 ;18/04/2024 02:00;23.81 ;40.75 ;350.33 ;5.8 ;1.99 
1949;0.04 ;18/04/2024 03:00;23.81 ;40.76 ;350.33 ;5.6 ;1.74 
1951;0.04 ;18/04/2024 04:00;23.81 ;40.76 ;350.33 ;5.4 ;1.59 
1953;0.04 ;18/04/2024 05:00;23.81 ;40.77 ;350.33 ;5.4 ;1.59 
1955;0.04 ;18/04/2024 06:00;23.81 ;40.77 ;350.33 ;5.4 ;1.59 
1957;0.04 ;18/04/2024 07:00;23.82 ;40.78 ;350.33 ;5.6 ;1.75 
1959;0.04 ;18/04/2024 08:00;23.82 ;40.78 ;350.32 ;7.2 ;0.1 
1961;0.04 ;18/04/2024 09:00;23.82 ;40.79 ;350.32 ;10.0 ;-0.27 
1963;0.04 ;18/04/2024 10:00;23.82 ;40.79 ;350.32 ;11.9 ;0.07 
1965;0.04 ;18/04/2024 11:00;23.82 ;40.8 ;350.32 ;13.9 ;0.07 
1967;0.04 ;18/04/2024 12:00;23.82 ;40.81 ;350.32 ;14.9 ;0.07 
1969;0.04 ;18/04/2024 13:00;23.82 ;40.81 ;350.32 ;15.3 ;0.07 
1971;0.04 ;18/04/2024 14:00;23.83 ;40.82 ;350.32 ;15.6 ;0.08 
1973;0.04 ;18/04/2024 15:00;23.83 ;40.82 ;350.32 ;14.6 ;0.07 
1975;0.04 ;18/04/2024 16:00;23.83 ;40.83 ;350.32 ;13.2 ;0.08 
1977;0.04 ;18/04/2024 17:00;23.83 ;40.83 ;350.32 ;12.0 ;0.08 
1979;0.04 ;18/04/2024 18:00;23.83 ;40.84 ;350.32 ;11.2 ;0.61 
1981;0.04 ;18/04/2024 19:00;23.83 ;40.84 ;350.32 ;10.4 ;-0.5 
1983;0.04 ;18/04/2024 20:00;23.84 ;40.85 ;350.32 ;9.6 ;-0.22 
1985;0.04 ;18/04/2024 21:00;23.84 ;40.85 ;350.32 ;9.4 ;-0.22 
1987;0.04 ;18/04/2024 22:00;23.84 ;40.86 ;350.32 ;9.2 ;-0.19 
1989;0.04 ;18/04/2024 23:00;23.84 ;40.87 ;350.32 ;9.0 ;-0.05 
1991;0.04 ;19/04/2024 00:00;23.84 ;40.87 ;350.31 ;9.0 ;-0.05 
1993;0.04 ;19/04/2024 01:00;23.84 ;40.88 ;350.31 ;9.0 ;-0.05 
1995;0.04 ;19/04/2024 02:00;23.84 ;40.88 ;350.31 ;9.0 ;-0.05 
1997;0.04 ;19/04/2024 03:00;23.85 ;40.89 ;350.31 ;8.8 ;0.02 
1999;0.04 ;19/04/2024 04:00;23.85 ;40.89 ;350.31 ;8.6 ;0.35 
2001;0.04 ;19/04/2024 05:00;23.85 ;40.9 ;350.31 ;8.4 ;0.38 
2003;0.04 ;19/04/2024 06:00;23.85 ;40.9 ;350.31 ;8.2 ;0.38 
2005;0.04 ;19/04/2024 07:00;23.85 ;40.91 ;350.31 ;8.0 ;0.38 
2007;0.04 ;19/04/2024 08:00;23.85 ;40.92 ;350.31 ;9.0 ;0.04 
2009;0.04 ;19/04/2024 09:00;23.86 ;40.92 ;350.31 ;10.6 ;0.22 
2011;0.04 ;19/04/2024 10:00;23.86 ;40.93 ;350.31 ;11.8 ;0.22 
2013;0.04 ;19/04/2024 11:00;23.86 ;40.93 ;350.31 ;12.8 ;0.22 
2015;0.04 ;19/04/2024 12:00;23.86 ;40.94 ;350.31 ;13.6 ;0.18 
2017;0.04 ;19/04/2024 13:00;23.86 ;40.94 ;350.31 ;14.4 ;0.18 
2019;0.04 ;19/04/2024 14:00;23.86 ;40.95 ;350.31 ;15.2 ;0.19 
2021;0.04 ;19/04/2024 15:00;23.86 ;40.95 ;350.31 ;15.6 ;0.2 
2023;0.04 ;19/04/2024 16:00;23.87 ;40.96 ;350.3 ;15.8 ;0.22 
2025;0.04 ;19/04/2024 17:00;23.87 ;40.96 ;350.3 ;15.6 ;0.2 
2027;0.04 ;19/04/2024 18:00;23.87 ;40.97 ;350.3 ;15.4 ;0.19 
2029;0.04 ;19/04/2024 19:00;23.87 ;40.98 ;350.3 ;14.8 ;-0.18 
2031;0.04 ;19/04/2024 20:00;23.87 ;40.98 ;350.3 ;13.2 ;-0.18 
2033;0.04 ;19/04/2024 21:00;23.87 ;40.99 ;350.3 ;11.8 ;-0.18 
2035;0.04 ;19/04/2024 22:00;23.88 ;40.99 ;350.3 ;10.6 ;-0.3 
2037;0.04 ;19/04/2024 23:00;23.88 ;41.0 ;350.3 ;9.4 ;0.02 
2039;0.04 ;20/04/2024 00:00;23.88 ;41.0 ;350.3 ;7.8 ;0.05 
2041;0.04 ;20/04/2024 01:00;23.88 ;41.01 ;350.3 ;6.4 ;0.29 
2043;0.04 ;20/04/2024 02:00;23.88 ;41.01 ;350.3 ;5.6 ;1.78 
2045;0.04 ;20/04/2024 03:00;23.88 ;41.02 ;350.3 ;5.4 ;1.54 
2047;0.04 ;20/04/2024 04:00;23.88 ;41.03 ;350.3 ;5.1 ;1.6 
2049;0.04 ;20/04/2024 05:00;23.89 ;41.03 ;350.3 ;5.3 ;1.61 
2051;0.04 ;20/04/2024 06:00;23.89 ;41.04 ;350.3 ;5.7 ;1.95 
2053;0.04 ;20/04/2024 07:00;23.89 ;41.04 ;350.3 ;6.0 ;0.19 
2055;0.04 ;20/04/2024 08:00;23.89 ;41.05 ;350.3 ;6.9 ;0.12 
2057;0.04 ;20/04/2024 09:00;23.89 ;41.05 ;350.29 ;8.4 ;0.14 
2059;0.04 ;20/04/2024 10:00;23.89 ;41.06 ;350.29 ;9.6 ;0.11 
2061;0.04 ;20/04/2024 11:00;23.9 ;41.06 ;350.29 ;10.2 ;-0.44 
2063;0.04 ;20/04/2024 12:00;23.9 ;41.07 ;350.29 ;10.4 ;-0.44 
2065;0.04 ;20/04/2024 13:00;23.9 ;41.07 ;350.29 ;11.2 ;-0.07 
2067;0.04 ;20/04/2024 14:00;23.9 ;41.08 ;350.29 ;13.3 ;-0.11 
2069;0.04 ;20/04/2024 15:00;23.9 ;41.09 ;350.29 ;14.2 ;-0.11 
2071;0.04 ;20/04/2024 16:00;23.9 ;41.09 ;350.29 ;12.8 ;-0.11 
2073;0.04 ;20/04/2024 17:00;23.9 ;41.1 ;350.29 ;11.2 ;-0.06 
2075;0.04 ;20/04/2024 18:00;23.91 ;41.1 ;350.29 ;11.0 ;-0.06 
2077;0.04 ;20/04/2024 19:00;23.91 ;41.11 ;350.29 ;10.7 ;-0.28 
2079;0.04 ;20/04/2024 20:00;23.91 ;41.11 ;350.29 ;9.8 ;0.12 
2081;0.04 ;20/04/2024 21:00;23.91 ;41.12 ;350.29 ;9.4 ;0.12 
2083;0.04 ;20/04/2024 22:00;23.91 ;41.12 ;350.29 ;8.8 ;0.12 
2085;0.04 ;20/04/2024 23:00;23.91 ;41.13 ;350.29 ;8.0 ;0.13 
2087;0.04 ;21/04/2024 00:00;23.92 ;41.13 ;350.29 ;7.4 ;0.13 
2089;0.04 ;21/04/2024 01:00;23.92 ;41.14 ;350.28 ;7.0 ;0.13 
2091;0.04 ;21/04/2024 02:00;23.92 ;41.15 ;350.28 ;6.6 ;0.2 
2093;0.04 ;21/04/2024 03:00;23.92 ;41.15 ;350.28 ;6.8 ;0.1 
2095;0.04 ;21/04/2024 04:00;23.92 ;41.16 ;350.28 ;6.8 ;0.1 
2097;0.04 ;21/04/2024 05:00;23.92 ;41.16 ;350.28 ;6.7 ;0.22 
2099;0.04 ;21/04/2024 06:00;23.92 ;41.17 ;350.28 ;6.5 ;0.15 
2101;0.04 ;21/04/2024 07:00;23.93 ;41.17 ;350.28 ;6.4 ;0.13 
2103;0.04 ;21/04/2024 08:00;23.93 ;41.18 ;350.28 ;7.8 ;0.13 
2105;0.04 ;21/04/2024 09:00;23.93 ;41.18 ;350.28 ;9.8 ;0.12 
2107;0.04 ;21/04/2024 10:00;23.93 ;41.19 ;350.28 ;11.3 ;-0.07 
2109;0.04 ;21/04/2024 11:00;23.93 ;41.2 ;350.28 ;12.7 ;-0.11 
2111;0.04 ;21/04/2024 12:00;23.93 ;41.2 ;350.28 ;13.7 ;-0.11 
2113;0.04 ;21/04/2024 13:00;23.94 ;41.21 ;350.28 ;13.6 ;-0.11 
2115;0.04 ;21/04/2024 14:00;23.94 ;41.21 ;350.28 ;15.2 ;-0.11 
2117;0.04 ;21/04/2024 15:00;23.94 ;41.22 ;350.28 ;15.2 ;-0.11 
2119;0.04 ;21/04/2024 16:00;23.94 ;41.22 ;350.28 ;15.0 ;-0.11 
2121;0.04 ;21/04/2024 17:00;23.94 ;41.23 ;350.27 ;14.9 ;-0.11 
2123;0.04 ;21/04/2024 18:00;23.94 ;41.23 ;350.27 ;14.5 ;-0.11 
2125;0.04 ;21/04/2024 19:00;23.94 ;41.24 ;350.27 ;13.6 ;-0.11 
2127;0.04 ;21/04/2024 20:00;23.95 ;41.24 ;350.27 ;12.0 ;-0.11 
2129;0.04 ;21/04/2024 21:00;23.95 ;41.25 ;350.27 ;10.8 ;-0.19 
2131;0.04 ;21/04/2024 22:00;23.95 ;41.26 ;350.27 ;9.8 ;0.12 
2133;0.04 ;21/04/2024 23:00;23.95 ;41.26 ;350.27 ;9.2 ;0.12 
2135;0.04 ;22/04/2024 00:00;23.95 ;41.27 ;350.27 ;9.0 ;0.12 
2137;0.04 ;22/04/2024 01:00;23.95 ;41.27 ;350.27 ;8.9 ;0.12 
2139;0.04 ;22/04/2024 02:00;23.96 ;41.28 ;350.27 ;8.6 ;0.13 
2141;0.04 ;22/04/2024 03:00;23.96 ;41.28 ;350.27 ;8.4 ;0.13 
2143;0.04 ;22/04/2024 04:00;23.96 ;41.29 ;350.27 ;8.0 ;0.13 
2145;0.04 ;22/04/2024 05:00;23.96 ;41.29 ;350.27 ;7.3 ;0.13 
2147;0.04 ;22/04/2024 06:00;23.96 ;41.3 ;350.27 ;7.2 ;0.13 
2149;0.04 ;22/04/2024 07:00;23.96 ;41.31 ;350.27 ;7.4 ;0.13 
2151;0.04 ;22/04/2024 08:00;23.96 ;41.31 ;350.27 ;8.8 ;0.12 
2153;0.04 ;22/04/2024 09:00;23.97 ;41.32 ;350.26 ;9.9 ;0.12 
2155;0.04 ;22/04/2024 10:00;23.97 ;41.32 ;350.26 ;11.0 ;-0.06 
2157;0.04 ;22/04/2024 11:00;23.97 ;41.33 ;350.26 ;12.6 ;-0.1 
2159;0.04 ;22/04/2024 12:00;23.97 ;41.33 ;350.26 ;12.8 ;-0.1 
2161;0.04 ;22/04/2024 13:00;23.97 ;41.34 ;350.26 ;11.9 ;-0.1 
2163;0.04 ;22/04/2024 14:00;23.97 ;41.34 ;350.26 ;13.9 ;-0.1 
2165;0.04 ;22/04/2024 15:00;23.98 ;41.35 ;350.26 ;14.4 ;-0.1 
2167;0.04 ;22/04/2024 16:00;23.98 ;41.35 ;350.26 ;13.6 ;-0.1 
2169;0.04 ;22/04/2024 17:00;23.98 ;41.36 ;350.26 ;13.8 ;-0.1 
2171;0.04 ;22/04/2024 18:00;23.98 ;41.37 ;350.26 ;13.2 ;-0.1 
2173;0.04 ;22/04/2024 19:00;23.98 ;41.37 ;350.26 ;12.4 ;-0.1 
2175;0.04 ;22/04/2024 20:00;23.98 ;41.38 ;350.26 ;11.3 ;-0.06 
2177;0.04 ;22/04/2024 21:00;23.98 ;41.38 ;350.26 ;10.6 ;-0.27 
2179;0.04 ;22/04/2024 22:00;23.99 ;41.39 ;350.26 ;10.0 ;0.12 
2181;0.04 ;22/04/2024 23:00;23.99 ;41.39 ;350.26 ;9.3 ;0.12 
2183;0.04 ;23/04/2024 00:00;23.99 ;41.4 ;350.26 ;8.4 ;0.13 
2185;0.04 ;23/04/2024 01:00;23.99 ;41.4 ;350.25 ;8.1 ;0.13 
2187;0.04 ;23/04/2024 02:00;23.99 ;41.41 ;350.25 ;7.4 ;0.12 
2189;0.04 ;23/04/2024 03:00;23.99 ;41.41 ;350.25 ;7.2 ;0.12 
2191;0.04 ;23/04/2024 04:00;24.0 ;41.42 ;350.25 ;7.2 ;0.12 
2193;0.04 ;23/04/2024 05:00;24.0 ;41.43 ;350.25 ;6.9 ;0.11 
2195;0.04 ;23/04/2024 06:00;24.0 ;41.43 ;350.25 ;6.7 ;0.21 
