ID,index,DATE,room,floor,indoor T,indoor RH,co2,outT,value,tsv,spmv
33,33,2023-04-02 09:00:00+00:00,380.0,2.0,21.5,12.5,413.3,0.9,0.3,-0.9,-0.04
34,34,2023-04-02 10:00:00+00:00,380.0,2.0,21.5,11.8,413.2,1.1,0.4,-0.9,-0.04
35,35,2023-04-02 11:00:00+00:00,380.0,2.0,21.5,11.8,414.0,1.4,0.3,-0.9,-0.04
36,36,2023-04-02 12:00:00+00:00,380.0,2.0,21.5,12.0,413.8,1.4,0.2,-0.9,-0.04
37,37,2023-04-02 13:00:00+00:00,380.0,2.0,21.5,11.7,413.5,1.6,0.2,-0.8,-0.04
38,38,2023-04-02 14:00:00+00:00,380.0,2.0,21.5,11.7,413.8,2.0,0.2,-0.9,-0.04
39,39,2023-04-02 15:00:00+00:00,380.0,2.0,21.5,11.5,413.7,2.0,0.2,-0.9,-0.04
40,40,2023-04-02 16:00:00+00:00,380.0,2.0,21.6,11.8,414.5,1.7,0.2,-0.9,-0.02
41,41,2023-04-02 17:00:00+00:00,380.0,2.0,21.5,12.3,415.0,1.2,0.2,-0.9,-0.04
42,42,2023-04-02 18:00:00+00:00,380.0,2.0,21.5,12.5,416.5,0.6,0.2,-0.7,-0.04
43,43,2023-04-02 19:00:00+00:00,380.0,2.0,20.7,12.0,422.5,0.7,0.2,0.3,-0.15
44,44,2023-04-02 20:00:00+00:00,380.0,2.0,20.6,12.0,423.8,0.6,0.2,0.4,-0.16
45,45,2023-04-02 21:00:00+00:00,380.0,2.0,20.7,12.0,421.3,0.3,0.2,0.8,-0.15
46,46,2023-04-02 22:00:00+00:00,380.0,2.0,20.8,12.0,419.7,-0.1,0.2,0.8,-0.13
47,47,2023-04-02 23:00:00+00:00,380.0,2.0,20.8,12.0,417.5,-0.4,0.2,0.8,-0.13
48,48,2023-04-03 00:00:00+00:00,380.0,2.0,20.8,12.7,416.0,-0.9,0.2,0.4,-0.13
49,49,2023-04-03 01:00:00+00:00,380.0,2.0,21.2,12.5,420.3,-2.9,0.2,0.5,-0.08
50,50,2023-04-03 02:00:00+00:00,380.0,2.0,21.2,11.3,424.5,-3.3,0.2,0.4,-0.08
51,51,2023-04-03 03:00:00+00:00,380.0,2.0,21.1,11.2,425.2,-3.8,0.4,0.4,-0.09
52,52,2023-04-03 04:00:00+00:00,380.0,2.0,21.2,10.8,425.8,-3.8,0.7,0.4,-0.08
53,53,2023-04-03 05:00:00+00:00,380.0,2.0,21.2,10.2,426.7,-3.4,0.8,0.4,-0.08
54,54,2023-04-03 06:00:00+00:00,380.0,2.0,21.2,10.3,426.5,-2.4,0.9,0.4,-0.08
55,55,2023-04-03 07:00:00+00:00,380.0,2.0,21.7,11.5,496.5,-1.7,0.9,-0.2,-0.01
56,56,2023-04-03 08:00:00+00:00,380.0,2.0,22.0,12.5,571.0,-0.9,1.0,-0.0,0.03
57,57,2023-04-03 09:00:00+00:00,380.0,2.0,21.6,9.8,471.8,-0.2,1.0,-0.0,-0.02
58,58,2023-04-03 10:00:00+00:00,380.0,2.0,21.8,10.0,521.3,0.2,0.9,-0.0,0.0
59,59,2023-04-03 11:00:00+00:00,380.0,2.0,22.1,10.8,599.5,0.7,1.1,-0.3,0.05
60,60,2023-04-03 12:00:00+00:00,380.0,2.0,21.9,10.2,552.0,1.2,1.0,-0.8,0.02
61,61,2023-04-03 13:00:00+00:00,380.0,2.0,22.0,9.5,512.0,1.4,0.9,-0.8,0.03
62,62,2023-04-03 14:00:00+00:00,380.0,2.0,21.4,8.0,436.5,1.3,0.6,-0.6,-0.05
63,63,2023-04-03 15:00:00+00:00,380.0,2.0,21.2,7.8,428.5,1.0,0.6,-0.0,-0.08
64,64,2023-04-03 16:00:00+00:00,380.0,2.0,21.3,7.2,428.0,0.6,0.3,0.2,-0.07
65,65,2023-04-03 17:00:00+00:00,380.0,2.0,21.2,7.0,427.3,-0.2,0.4,0.3,-0.08
66,66,2023-04-03 18:00:00+00:00,380.0,2.0,21.2,7.0,428.7,-1.0,0.3,0.3,-0.08
67,67,2023-04-03 19:00:00+00:00,380.0,2.0,21.0,8.8,424.0,-0.7,0.2,0.3,-0.11
68,68,2023-04-03 20:00:00+00:00,380.0,2.0,21.0,9.3,422.7,-0.7,0.2,0.3,-0.11
69,69,2023-04-03 21:00:00+00:00,380.0,2.0,21.0,10.0,419.7,-1.0,0.2,0.3,-0.11
70,70,2023-04-03 22:00:00+00:00,380.0,2.0,21.0,10.0,418.0,-1.5,0.2,0.3,-0.11
71,71,2023-04-03 23:00:00+00:00,380.0,2.0,21.0,10.2,416.7,-1.9,0.2,0.3,-0.11
72,72,2023-04-04 00:00:00+00:00,380.0,2.0,21.0,11.0,414.8,-2.2,0.2,0.3,-0.11
73,73,2023-04-04 01:00:00+00:00,380.0,2.0,21.3,10.0,417.2,-4.9,0.2,0.8,-0.07
74,74,2023-04-04 02:00:00+00:00,380.0,2.0,21.4,9.2,422.7,-5.4,0.2,0.1,-0.05
75,75,2023-04-04 03:00:00+00:00,380.0,2.0,21.5,9.7,415.3,-5.7,0.4,0.1,-0.04
76,76,2023-04-04 04:00:00+00:00,380.0,2.0,21.6,9.5,417.5,-5.5,0.7,0.1,-0.03
77,77,2023-04-04 05:00:00+00:00,380.0,2.0,21.4,10.5,426.2,-4.6,0.8,0.2,-0.05
78,78,2023-04-04 06:00:00+00:00,380.0,2.0,21.4,9.7,432.3,-2.9,1.0,0.1,-0.05
79,79,2023-04-04 07:00:00+00:00,380.0,2.0,21.5,9.7,451.3,-1.7,1.0,-0.0,-0.04
80,80,2023-04-04 08:00:00+00:00,380.0,2.0,22.0,10.3,580.3,-0.8,1.0,-0.0,0.03
81,81,2023-04-04 09:00:00+00:00,380.0,2.0,21.8,9.7,488.7,0.1,1.0,-0.0,0.0
82,82,2023-04-04 10:00:00+00:00,380.0,2.0,21.4,9.0,446.2,1.1,1.0,-0.6,-0.05
83,83,2023-04-04 11:00:00+00:00,380.0,2.0,21.6,9.3,534.2,1.6,1.0,-0.8,-0.03
84,84,2023-04-04 12:00:00+00:00,380.0,2.0,21.4,9.0,462.3,2.1,1.1,-0.7,-0.05
85,85,2023-04-04 13:00:00+00:00,380.0,2.0,21.5,9.0,437.5,2.5,0.9,-0.9,-0.04
86,86,2023-04-04 14:00:00+00:00,380.0,2.0,21.4,9.0,428.3,2.6,0.7,-0.7,-0.05
87,87,2023-04-04 15:00:00+00:00,380.0,2.0,21.2,8.8,426.5,2.5,0.6,-0.1,-0.08
88,88,2023-04-04 16:00:00+00:00,380.0,2.0,21.2,8.5,425.5,2.1,0.3,-0.1,-0.08
89,89,2023-04-04 17:00:00+00:00,380.0,2.0,21.2,8.0,426.0,1.7,0.3,-0.1,-0.08
90,90,2023-04-04 18:00:00+00:00,380.0,2.0,21.2,8.0,426.3,1.5,0.3,-0.0,-0.08
91,91,2023-04-04 19:00:00+00:00,380.0,2.0,20.9,9.0,425.8,1.9,0.2,-0.2,-0.12
92,92,2023-04-04 20:00:00+00:00,380.0,2.0,20.9,9.0,426.8,2.1,0.2,-0.2,-0.12
93,93,2023-04-04 21:00:00+00:00,380.0,2.0,21.0,9.8,423.8,2.0,0.3,-0.2,-0.11
94,94,2023-04-04 22:00:00+00:00,380.0,2.0,21.0,10.0,421.7,1.8,0.2,-0.1,-0.11
95,95,2023-04-04 23:00:00+00:00,380.0,2.0,21.0,10.0,420.8,1.3,0.2,-0.0,-0.11
96,96,2023-04-05 00:00:00+00:00,380.0,2.0,21.0,10.0,418.8,1.3,0.2,-0.0,-0.11
97,97,2023-04-05 01:00:00+00:00,380.0,2.0,21.4,10.3,421.8,-0.0,0.2,0.1,-0.05
98,98,2023-04-05 02:00:00+00:00,380.0,2.0,21.4,10.5,420.7,-0.3,0.2,0.1,-0.05
99,99,2023-04-05 03:00:00+00:00,380.0,2.0,21.4,11.0,422.8,-0.3,0.4,0.1,-0.05
100,100,2023-04-05 04:00:00+00:00,380.0,2.0,21.4,11.7,423.2,-0.3,0.9,0.2,-0.05
101,101,2023-04-05 05:00:00+00:00,380.0,2.0,21.4,12.0,423.8,-0.2,0.9,0.1,-0.05
102,102,2023-04-05 06:00:00+00:00,380.0,2.0,21.5,12.7,424.7,-0.1,0.9,-0.1,-0.04
103,103,2023-04-05 07:00:00+00:00,380.0,2.0,21.4,13.3,428.3,0.5,1.0,-0.1,-0.05
104,104,2023-04-05 08:00:00+00:00,380.0,2.0,21.5,14.5,432.5,1.1,0.9,-0.9,-0.04
105,105,2023-04-05 09:00:00+00:00,380.0,2.0,21.4,15.3,433.8,1.7,0.9,-0.7,-0.05
106,106,2023-04-05 10:00:00+00:00,380.0,2.0,21.4,16.0,436.7,2.2,0.9,-0.7,-0.05
107,107,2023-04-05 11:00:00+00:00,380.0,2.0,21.4,17.0,441.5,2.4,0.9,-0.7,-0.05
108,108,2023-04-05 12:00:00+00:00,380.0,2.0,21.5,17.7,438.7,2.6,0.8,-0.9,-0.03
109,109,2023-04-05 13:00:00+00:00,380.0,2.0,21.5,18.0,430.7,2.9,0.6,-0.9,-0.03
110,110,2023-04-05 14:00:00+00:00,380.0,2.0,21.4,18.7,429.0,3.2,0.4,-0.8,-0.05
111,111,2023-04-05 15:00:00+00:00,380.0,2.0,21.3,19.0,430.0,3.4,0.4,-0.2,-0.06
112,112,2023-04-05 16:00:00+00:00,380.0,2.0,21.4,19.0,430.8,3.6,0.4,-0.8,-0.05
113,113,2023-04-05 17:00:00+00:00,380.0,2.0,21.4,19.5,428.8,3.4,0.2,-0.8,-0.05
114,114,2023-04-05 18:00:00+00:00,380.0,2.0,21.4,19.7,430.7,3.3,0.3,-0.8,-0.05
115,115,2023-04-05 19:00:00+00:00,380.0,2.0,21.1,19.0,427.3,3.5,0.2,-0.4,-0.09
116,116,2023-04-05 20:00:00+00:00,380.0,2.0,21.1,18.7,427.7,3.5,0.2,-0.4,-0.09
117,117,2023-04-05 21:00:00+00:00,380.0,2.0,21.1,18.0,425.0,3.2,0.2,-0.4,-0.09
118,118,2023-04-05 22:00:00+00:00,380.0,2.0,21.2,18.0,424.0,3.2,0.2,-0.4,-0.07
119,119,2023-04-05 23:00:00+00:00,380.0,2.0,21.2,17.5,422.7,3.2,0.2,-0.4,-0.08
120,120,2023-04-06 00:00:00+00:00,380.0,2.0,21.2,17.0,421.0,3.1,0.2,-0.4,-0.08
121,121,2023-04-06 01:00:00+00:00,380.0,2.0,21.5,18.0,422.8,1.5,0.2,-0.9,-0.03
122,122,2023-04-06 02:00:00+00:00,380.0,2.0,21.4,18.5,425.3,0.9,0.2,-0.7,-0.05
123,123,2023-04-06 03:00:00+00:00,380.0,2.0,21.4,19.0,431.0,0.6,0.3,-0.6,-0.05
124,124,2023-04-06 04:00:00+00:00,380.0,2.0,21.5,19.0,433.3,1.0,0.7,-0.9,-0.03
125,125,2023-04-06 05:00:00+00:00,380.0,2.0,21.5,19.5,433.0,2.0,0.8,-1.0,-0.03
126,126,2023-04-06 06:00:00+00:00,380.0,2.0,21.6,19.3,427.8,1.0,0.9,-0.9,-0.02
127,127,2023-04-06 07:00:00+00:00,380.0,2.0,21.5,19.8,435.5,0.2,1.0,-0.1,-0.03
128,128,2023-04-06 08:00:00+00:00,380.0,2.0,21.6,20.0,427.7,0.1,0.9,-0.1,-0.02
129,129,2023-04-06 09:00:00+00:00,380.0,2.0,21.8,21.3,532.8,0.0,1.0,0.0,0.01
130,130,2023-04-06 10:00:00+00:00,380.0,2.0,22.4,25.0,763.5,0.2,1.0,-0.7,0.1
131,131,2023-04-06 11:00:00+00:00,380.0,2.0,21.5,22.3,474.0,0.4,1.0,0.0,-0.03
132,132,2023-04-06 12:00:00+00:00,380.0,2.0,21.4,22.0,434.8,0.4,0.9,0.1,-0.04
133,133,2023-04-06 13:00:00+00:00,380.0,2.0,21.5,21.7,429.5,0.5,0.8,-0.2,-0.03
134,134,2023-04-06 14:00:00+00:00,380.0,2.0,21.5,21.8,427.0,0.7,0.4,-0.9,-0.03
135,135,2023-04-06 15:00:00+00:00,380.0,2.0,21.4,22.0,426.0,1.4,0.3,-0.7,-0.04
136,136,2023-04-06 16:00:00+00:00,380.0,2.0,21.3,22.0,425.2,2.0,0.3,-0.3,-0.06
137,137,2023-04-06 17:00:00+00:00,380.0,2.0,21.4,22.0,425.3,2.6,0.2,-0.8,-0.04
138,138,2023-04-06 18:00:00+00:00,380.0,2.0,21.4,22.0,427.0,2.7,0.3,-0.8,-0.04
139,139,2023-04-06 19:00:00+00:00,380.0,2.0,21.1,21.3,428.0,3.6,0.2,-0.4,-0.09
140,140,2023-04-06 20:00:00+00:00,380.0,2.0,21.2,21.0,428.5,4.1,0.2,-0.4,-0.07
141,141,2023-04-06 21:00:00+00:00,380.0,2.0,21.1,20.2,426.5,4.1,0.2,-0.4,-0.09
142,142,2023-04-06 22:00:00+00:00,380.0,2.0,21.2,20.0,423.3,4.1,0.2,-0.4,-0.07
143,143,2023-04-06 23:00:00+00:00,380.0,2.0,21.2,20.0,421.7,4.0,0.2,-0.4,-0.07
144,144,2023-04-07 00:00:00+00:00,380.0,2.0,21.2,20.0,420.0,3.6,0.2,-0.4,-0.07
145,145,2023-04-07 01:00:00+00:00,380.0,2.0,21.4,20.0,423.8,2.1,0.2,-0.8,-0.05
146,146,2023-04-07 02:00:00+00:00,380.0,2.0,21.3,19.0,427.5,1.7,0.2,-0.2,-0.06
147,147,2023-04-07 03:00:00+00:00,380.0,2.0,21.2,19.0,427.5,1.5,0.2,-0.3,-0.07
148,148,2023-04-07 04:00:00+00:00,380.0,2.0,21.3,18.8,427.0,1.5,0.3,-0.1,-0.06
149,149,2023-04-07 05:00:00+00:00,380.0,2.0,21.5,18.0,422.3,2.3,0.3,-0.9,-0.03
150,150,2023-04-07 06:00:00+00:00,380.0,2.0,21.5,18.0,420.2,2.8,0.3,-0.9,-0.03
151,151,2023-04-07 07:00:00+00:00,380.0,2.0,21.4,18.0,422.0,3.1,0.3,-0.7,-0.05
152,152,2023-04-07 08:00:00+00:00,380.0,2.0,21.5,18.0,422.0,3.7,0.3,-0.9,-0.03
153,153,2023-04-07 09:00:00+00:00,380.0,2.0,21.5,17.2,420.7,4.5,0.3,-0.9,-0.03
154,154,2023-04-07 10:00:00+00:00,380.0,2.0,21.3,17.0,423.3,5.2,0.3,-0.2,-0.06
155,155,2023-04-07 11:00:00+00:00,380.0,2.0,21.3,17.0,425.3,5.6,0.3,-0.2,-0.06
156,156,2023-04-07 12:00:00+00:00,380.0,2.0,21.3,16.7,422.7,6.1,0.3,-0.2,-0.06
157,157,2023-04-07 13:00:00+00:00,380.0,2.0,21.2,16.0,425.3,5.9,0.3,-0.4,-0.08
158,158,2023-04-07 14:00:00+00:00,380.0,2.0,21.2,16.0,425.7,5.9,0.3,-0.4,-0.08
159,159,2023-04-07 15:00:00+00:00,380.0,2.0,21.1,16.0,423.5,5.8,0.3,-0.4,-0.09
160,160,2023-04-07 16:00:00+00:00,380.0,2.0,21.2,16.0,424.3,5.8,0.3,-0.4,-0.08
161,161,2023-04-07 17:00:00+00:00,380.0,2.0,21.1,16.0,426.8,5.4,0.2,-0.4,-0.09
162,162,2023-04-07 18:00:00+00:00,380.0,2.0,21.2,16.0,425.7,4.5,0.2,-0.4,-0.08
163,163,2023-04-07 19:00:00+00:00,380.0,2.0,20.9,16.7,425.3,4.2,0.2,-0.4,-0.12
164,164,2023-04-07 20:00:00+00:00,380.0,2.0,20.9,16.8,428.5,4.2,0.2,-0.4,-0.12
165,165,2023-04-07 21:00:00+00:00,380.0,2.0,20.9,17.0,425.0,3.7,0.2,-0.4,-0.12
166,166,2023-04-07 22:00:00+00:00,380.0,2.0,21.0,17.0,422.7,3.5,0.2,-0.4,-0.1
167,167,2023-04-07 23:00:00+00:00,380.0,2.0,21.0,17.0,420.7,2.9,0.2,-0.4,-0.1
168,168,2023-04-08 00:00:00+00:00,380.0,2.0,21.0,17.0,420.5,2.6,0.2,-0.4,-0.1
169,169,2023-04-08 01:00:00+00:00,380.0,2.0,21.5,16.5,426.0,0.1,0.2,-0.0,-0.03
170,170,2023-04-08 02:00:00+00:00,380.0,2.0,21.5,16.0,425.3,-0.3,0.2,-0.0,-0.03
171,171,2023-04-08 03:00:00+00:00,380.0,2.0,21.5,15.5,424.0,-0.4,0.2,-0.1,-0.03
172,172,2023-04-08 04:00:00+00:00,380.0,2.0,21.5,15.0,423.8,0.2,0.2,-0.0,-0.04
173,173,2023-04-08 05:00:00+00:00,380.0,2.0,21.6,15.8,426.3,1.3,0.2,-0.9,-0.02
174,174,2023-04-08 06:00:00+00:00,380.0,2.0,21.5,16.0,426.5,3.3,0.2,-0.9,-0.03
175,175,2023-04-08 07:00:00+00:00,380.0,2.0,21.5,15.8,425.5,5.8,0.2,-0.9,-0.03
176,176,2023-04-08 08:00:00+00:00,380.0,2.0,21.5,16.0,425.0,7.4,0.2,-0.9,-0.03
177,177,2023-04-08 09:00:00+00:00,380.0,2.0,21.5,16.0,424.5,7.5,0.2,-0.9,-0.03
178,178,2023-04-08 10:00:00+00:00,380.0,2.0,21.5,16.0,424.0,7.9,0.2,-0.9,-0.03
179,179,2023-04-08 11:00:00+00:00,380.0,2.0,21.5,16.0,422.3,7.5,0.3,-0.9,-0.03
180,180,2023-04-08 12:00:00+00:00,380.0,2.0,21.5,16.0,422.8,8.4,0.2,-0.9,-0.03
181,181,2023-04-08 13:00:00+00:00,380.0,2.0,21.5,16.0,421.0,8.2,0.2,-0.9,-0.03
182,182,2023-04-08 14:00:00+00:00,380.0,2.0,21.5,15.8,420.7,8.1,0.2,-0.9,-0.03
183,183,2023-04-08 15:00:00+00:00,380.0,2.0,21.4,15.5,421.2,8.1,0.2,-0.7,-0.05
184,184,2023-04-08 16:00:00+00:00,380.0,2.0,21.4,16.0,418.8,7.7,0.2,-0.7,-0.05
185,185,2023-04-08 17:00:00+00:00,380.0,2.0,21.4,16.8,421.3,7.5,0.2,-0.7,-0.05
186,186,2023-04-08 18:00:00+00:00,380.0,2.0,21.4,17.0,420.3,7.3,0.2,-0.7,-0.05
187,187,2023-04-08 19:00:00+00:00,380.0,2.0,21.0,17.8,423.5,7.0,0.2,-0.4,-0.1
188,188,2023-04-08 20:00:00+00:00,380.0,2.0,20.8,18.0,426.5,6.6,0.2,-0.4,-0.13
189,189,2023-04-08 21:00:00+00:00,380.0,2.0,20.9,18.0,424.7,5.9,0.2,-0.4,-0.12
190,190,2023-04-08 22:00:00+00:00,380.0,2.0,20.9,17.8,422.5,5.0,0.2,-0.4,-0.12
191,191,2023-04-08 23:00:00+00:00,380.0,2.0,20.9,17.2,420.7,4.6,0.2,-0.4,-0.12
192,192,2023-04-09 00:00:00+00:00,380.0,2.0,21.0,17.0,419.2,4.5,0.2,-0.4,-0.1
193,193,2023-04-09 01:00:00+00:00,380.0,2.0,21.5,16.2,422.7,2.4,0.2,-0.9,-0.03
194,194,2023-04-09 02:00:00+00:00,380.0,2.0,21.5,16.0,420.8,1.7,0.2,-0.9,-0.03
195,195,2023-04-09 03:00:00+00:00,380.0,2.0,21.5,15.5,419.2,1.3,0.2,-0.9,-0.03
196,196,2023-04-09 04:00:00+00:00,380.0,2.0,21.5,15.5,422.7,1.4,0.2,-0.9,-0.03
197,197,2023-04-09 05:00:00+00:00,380.0,2.0,21.5,15.5,423.5,2.4,0.2,-0.9,-0.03
198,198,2023-04-09 06:00:00+00:00,380.0,2.0,21.6,15.8,424.8,4.4,0.2,-0.9,-0.02
199,199,2023-04-09 07:00:00+00:00,380.0,2.0,21.5,16.0,423.7,6.8,0.2,-0.9,-0.03
200,200,2023-04-09 08:00:00+00:00,380.0,2.0,21.5,16.0,421.5,8.0,0.2,-0.9,-0.03
201,201,2023-04-09 09:00:00+00:00,380.0,2.0,21.5,16.0,418.0,8.9,0.2,-0.9,-0.03
202,202,2023-04-09 10:00:00+00:00,380.0,2.0,21.5,16.0,411.5,8.9,0.2,-0.9,-0.03
203,203,2023-04-09 11:00:00+00:00,380.0,2.0,21.4,16.0,410.7,8.8,0.2,-0.7,-0.05
204,204,2023-04-09 12:00:00+00:00,380.0,2.0,21.4,16.7,411.0,7.9,0.2,-0.7,-0.05
205,205,2023-04-09 13:00:00+00:00,380.0,2.0,21.4,16.3,410.7,7.2,0.2,-0.7,-0.05
206,206,2023-04-09 14:00:00+00:00,380.0,2.0,21.4,16.2,408.0,7.2,0.2,-0.7,-0.05
207,207,2023-04-09 15:00:00+00:00,380.0,2.0,21.4,16.0,410.0,7.4,0.2,-0.7,-0.05
208,208,2023-04-09 16:00:00+00:00,380.0,2.0,21.3,15.5,408.3,7.6,0.2,-0.2,-0.06
209,209,2023-04-09 17:00:00+00:00,380.0,2.0,21.3,15.2,411.2,7.4,0.2,-0.2,-0.06
210,210,2023-04-09 18:00:00+00:00,380.0,2.0,21.3,15.3,409.7,6.3,0.2,-0.2,-0.06
211,211,2023-04-09 19:00:00+00:00,380.0,2.0,20.8,16.0,415.7,5.7,0.2,-0.4,-0.13
212,212,2023-04-09 20:00:00+00:00,380.0,2.0,20.8,16.0,418.3,6.2,0.2,-0.4,-0.13
213,213,2023-04-09 21:00:00+00:00,380.0,2.0,20.9,16.0,415.2,5.4,0.2,-0.4,-0.12
214,214,2023-04-09 22:00:00+00:00,380.0,2.0,20.9,16.0,413.2,4.5,0.2,-0.4,-0.12
215,215,2023-04-09 23:00:00+00:00,380.0,2.0,20.9,16.7,411.5,4.0,0.2,-0.4,-0.12
216,216,2023-04-10 00:00:00+00:00,380.0,2.0,21.0,17.0,410.2,2.9,0.2,-0.4,-0.1
217,217,2023-04-10 01:00:00+00:00,380.0,2.0,21.3,16.3,426.5,1.1,0.2,-0.1,-0.06
218,218,2023-04-10 02:00:00+00:00,380.0,2.0,21.3,16.0,430.0,0.5,0.2,0.2,-0.06
219,219,2023-04-10 03:00:00+00:00,380.0,2.0,21.4,16.0,430.3,-0.1,0.2,0.0,-0.05
220,220,2023-04-10 04:00:00+00:00,380.0,2.0,21.5,16.0,428.2,0.1,0.3,-0.0,-0.03
221,221,2023-04-10 05:00:00+00:00,380.0,2.0,21.6,16.0,428.7,1.1,0.3,-0.9,-0.02
222,222,2023-04-10 06:00:00+00:00,380.0,2.0,21.5,16.5,429.5,3.1,0.3,-0.9,-0.03
223,223,2023-04-10 07:00:00+00:00,380.0,2.0,21.4,16.0,425.8,5.3,0.3,-0.7,-0.05
224,224,2023-04-10 08:00:00+00:00,380.0,2.0,21.6,16.0,423.2,7.4,0.3,-0.9,-0.02
225,225,2023-04-10 09:00:00+00:00,380.0,2.0,21.5,16.8,421.5,8.0,0.3,-0.9,-0.03
226,226,2023-04-10 10:00:00+00:00,380.0,2.0,21.5,17.0,417.5,7.6,0.3,-0.9,-0.03
227,227,2023-04-10 11:00:00+00:00,380.0,2.0,21.4,17.0,414.2,7.4,0.3,-0.7,-0.05
228,228,2023-04-10 12:00:00+00:00,380.0,2.0,21.5,17.0,412.7,7.5,0.3,-0.9,-0.03
229,229,2023-04-10 13:00:00+00:00,380.0,2.0,21.3,17.0,413.3,7.6,0.3,-0.2,-0.06
230,230,2023-04-10 14:00:00+00:00,380.0,2.0,21.3,16.3,411.7,7.8,0.3,-0.2,-0.06
231,231,2023-04-10 15:00:00+00:00,380.0,2.0,21.2,16.0,412.5,7.2,0.3,-0.4,-0.08
232,232,2023-04-10 16:00:00+00:00,380.0,2.0,21.3,15.3,409.2,6.8,0.3,-0.2,-0.06
233,233,2023-04-10 17:00:00+00:00,380.0,2.0,21.3,14.5,407.3,6.2,0.2,-0.2,-0.06
234,234,2023-04-10 18:00:00+00:00,380.0,2.0,21.3,14.7,408.0,5.3,0.2,-0.2,-0.06
235,235,2023-04-10 19:00:00+00:00,380.0,2.0,20.9,15.8,411.3,5.4,0.2,-0.4,-0.12
