ID,index,DATE,room,floor,indoor T,indoor RH,co2,outT,value,tsv,spmv
59,59,2023-04-03 11:00:00+00:00,375.0,2.0,22.5,12.7,471.8,0.7,1.1,-0.2,0.1
60,60,2023-04-03 12:00:00+00:00,375.0,2.0,23.1,11.7,449.7,1.2,1.0,-0.3,0.18
61,61,2023-04-03 13:00:00+00:00,375.0,2.0,22.6,10.8,443.7,1.4,0.9,-0.3,0.11
62,62,2023-04-03 14:00:00+00:00,375.0,2.0,22.3,10.0,438.8,1.3,0.6,-0.2,0.07
63,63,2023-04-03 15:00:00+00:00,375.0,2.0,22.2,10.7,438.8,1.0,0.6,-0.2,0.06
64,64,2023-04-03 16:00:00+00:00,375.0,2.0,22.4,11.0,439.3,0.6,0.3,-0.2,0.09
65,65,2023-04-03 17:00:00+00:00,375.0,2.0,22.1,11.0,440.0,-0.2,0.4,0.0,0.05
66,66,2023-04-03 18:00:00+00:00,375.0,2.0,22.1,11.0,440.8,-1.0,0.3,0.0,0.05
67,67,2023-04-03 19:00:00+00:00,375.0,2.0,22.2,11.0,421.5,-0.7,0.2,0.0,0.06
68,68,2023-04-03 20:00:00+00:00,375.0,2.0,22.6,11.7,414.0,-0.7,0.2,-0.1,0.12
69,69,2023-04-03 21:00:00+00:00,375.0,2.0,22.6,12.0,410.0,-1.0,0.2,-0.1,0.12
70,70,2023-04-03 22:00:00+00:00,375.0,2.0,22.7,12.2,409.2,-1.5,0.2,-0.0,0.13
71,71,2023-04-03 23:00:00+00:00,375.0,2.0,22.6,13.0,408.7,-1.9,0.2,-0.1,0.12
72,72,2023-04-04 00:00:00+00:00,375.0,2.0,22.5,13.0,408.2,-2.2,0.2,0.0,0.1
73,73,2023-04-04 01:00:00+00:00,375.0,2.0,22.4,12.3,421.5,-4.9,0.2,0.0,0.09
74,74,2023-04-04 02:00:00+00:00,375.0,2.0,22.1,12.0,437.3,-5.4,0.2,0.1,0.05
75,75,2023-04-04 03:00:00+00:00,375.0,2.0,22.0,12.0,441.7,-5.7,0.4,0.3,0.03
76,76,2023-04-04 04:00:00+00:00,375.0,2.0,22.0,11.3,443.8,-5.5,0.7,0.1,0.03
77,77,2023-04-04 05:00:00+00:00,375.0,2.0,22.6,11.5,450.8,-4.6,0.8,-0.1,0.12
78,78,2023-04-04 06:00:00+00:00,375.0,2.0,23.2,12.0,500.2,-2.9,1.0,-0.0,0.2
79,79,2023-04-04 07:00:00+00:00,375.0,2.0,23.0,12.0,512.8,-1.7,1.0,-0.0,0.17
80,80,2023-04-04 08:00:00+00:00,375.0,2.0,22.5,11.5,486.7,-0.8,1.0,0.1,0.1
81,81,2023-04-04 09:00:00+00:00,375.0,2.0,22.3,11.2,476.2,0.1,1.0,0.0,0.07
82,82,2023-04-04 10:00:00+00:00,375.0,2.0,22.3,11.0,481.3,1.1,1.0,-0.2,0.07
83,83,2023-04-04 11:00:00+00:00,375.0,2.0,22.4,11.5,487.7,1.6,1.0,-0.4,0.09
84,84,2023-04-04 12:00:00+00:00,375.0,2.0,22.5,11.2,476.2,2.1,1.1,-1.6,0.1
85,85,2023-04-04 13:00:00+00:00,375.0,2.0,23.2,11.8,467.7,2.5,0.9,-1.0,0.2
86,86,2023-04-04 14:00:00+00:00,375.0,2.0,22.9,11.5,459.3,2.6,0.7,-1.1,0.16
87,87,2023-04-04 15:00:00+00:00,375.0,2.0,22.5,10.8,446.0,2.5,0.6,-1.6,0.1
88,88,2023-04-04 16:00:00+00:00,375.0,2.0,22.4,10.8,439.8,2.1,0.3,-1.7,0.09
89,89,2023-04-04 17:00:00+00:00,375.0,2.0,22.4,10.5,437.7,1.7,0.3,-1.0,0.09
90,90,2023-04-04 18:00:00+00:00,375.0,2.0,22.3,11.0,439.7,1.5,0.3,-0.4,0.07
91,91,2023-04-04 19:00:00+00:00,375.0,2.0,22.2,11.0,424.2,1.9,0.2,-1.6,0.06
92,92,2023-04-04 20:00:00+00:00,375.0,2.0,22.6,11.2,417.0,2.1,0.2,-1.5,0.11
93,93,2023-04-04 21:00:00+00:00,375.0,2.0,22.6,12.0,410.0,2.0,0.3,-1.5,0.12
94,94,2023-04-04 22:00:00+00:00,375.0,2.0,22.7,12.0,410.7,1.8,0.2,-1.3,0.13
95,95,2023-04-04 23:00:00+00:00,375.0,2.0,22.6,12.0,410.8,1.3,0.2,-0.3,0.12
96,96,2023-04-05 00:00:00+00:00,375.0,2.0,22.5,12.7,410.8,1.3,0.2,-0.2,0.1
97,97,2023-04-05 01:00:00+00:00,375.0,2.0,22.4,12.8,421.2,-0.0,0.2,0.0,0.09
98,98,2023-04-05 02:00:00+00:00,375.0,2.0,22.2,13.0,435.7,-0.3,0.2,-0.0,0.06
99,99,2023-04-05 03:00:00+00:00,375.0,2.0,22.2,13.0,440.0,-0.3,0.4,-0.0,0.06
100,100,2023-04-05 04:00:00+00:00,375.0,2.0,22.2,13.3,444.3,-0.3,0.9,-0.1,0.06
101,101,2023-04-05 05:00:00+00:00,375.0,2.0,22.2,14.0,450.7,-0.2,0.9,0.1,0.06
102,102,2023-04-05 06:00:00+00:00,375.0,2.0,22.3,14.2,456.5,-0.1,0.9,0.2,0.08
103,103,2023-04-05 07:00:00+00:00,375.0,2.0,22.8,14.0,462.2,0.5,1.0,-0.5,0.14
104,104,2023-04-05 08:00:00+00:00,375.0,2.0,23.2,14.0,461.2,1.1,0.9,-0.2,0.2
105,105,2023-04-05 09:00:00+00:00,375.0,2.0,22.6,14.0,454.0,1.7,0.9,-0.8,0.12
106,106,2023-04-05 10:00:00+00:00,375.0,2.0,22.5,14.8,455.8,2.2,0.9,-1.6,0.1
107,107,2023-04-05 11:00:00+00:00,375.0,2.0,22.4,15.7,452.2,2.4,0.9,-1.7,0.09
108,108,2023-04-05 12:00:00+00:00,375.0,2.0,22.3,16.7,450.7,2.6,0.8,-1.9,0.08
109,109,2023-04-05 13:00:00+00:00,375.0,2.0,22.3,17.5,448.2,2.9,0.6,-1.9,0.08
110,110,2023-04-05 14:00:00+00:00,375.0,2.0,22.5,17.7,449.2,3.2,0.4,-1.8,0.11
111,111,2023-04-05 15:00:00+00:00,375.0,2.0,22.5,18.0,447.0,3.4,0.4,-1.8,0.11
112,112,2023-04-05 16:00:00+00:00,375.0,2.0,22.4,18.3,446.3,3.6,0.4,-1.8,0.09
113,113,2023-04-05 17:00:00+00:00,375.0,2.0,22.2,19.0,442.5,3.4,0.2,-1.8,0.06
114,114,2023-04-05 18:00:00+00:00,375.0,2.0,22.2,19.0,445.0,3.3,0.3,-1.8,0.06
115,115,2023-04-05 19:00:00+00:00,375.0,2.0,22.4,17.5,429.7,3.5,0.2,-1.8,0.09
116,116,2023-04-05 20:00:00+00:00,375.0,2.0,22.7,17.0,426.8,3.5,0.2,-1.7,0.13
117,117,2023-04-05 21:00:00+00:00,375.0,2.0,22.7,17.0,420.8,3.2,0.2,-1.7,0.13
118,118,2023-04-05 22:00:00+00:00,375.0,2.0,22.5,17.0,417.8,3.2,0.2,-1.8,0.11
119,119,2023-04-05 23:00:00+00:00,375.0,2.0,22.5,17.0,417.2,3.2,0.2,-1.8,0.11
120,120,2023-04-06 00:00:00+00:00,375.0,2.0,22.5,17.0,416.5,3.1,0.2,-1.8,0.11
121,121,2023-04-06 01:00:00+00:00,375.0,2.0,22.5,17.8,425.2,1.5,0.2,-0.7,0.11
122,122,2023-04-06 02:00:00+00:00,375.0,2.0,22.2,18.7,438.7,0.9,0.2,-0.6,0.06
123,123,2023-04-06 03:00:00+00:00,375.0,2.0,22.4,19.0,444.0,0.6,0.3,-0.7,0.09
124,124,2023-04-06 04:00:00+00:00,375.0,2.0,22.3,19.0,452.7,1.0,0.7,-0.7,0.08
125,125,2023-04-06 05:00:00+00:00,375.0,2.0,22.5,19.3,453.5,2.0,0.8,-1.7,0.11
126,126,2023-04-06 06:00:00+00:00,375.0,2.0,23.0,18.0,451.3,1.0,0.9,-0.7,0.18
127,127,2023-04-06 07:00:00+00:00,375.0,2.0,22.9,18.0,502.0,0.2,1.0,-0.6,0.16
128,128,2023-04-06 08:00:00+00:00,375.0,2.0,22.6,17.8,495.3,0.1,0.9,-0.4,0.12
129,129,2023-04-06 09:00:00+00:00,375.0,2.0,22.3,19.0,459.2,0.0,1.0,-0.4,0.08
130,130,2023-04-06 10:00:00+00:00,375.0,2.0,22.7,18.7,454.2,0.2,1.0,-0.5,0.13
131,131,2023-04-06 11:00:00+00:00,375.0,2.0,22.7,18.7,451.8,0.4,1.0,-0.5,0.13
132,132,2023-04-06 12:00:00+00:00,375.0,2.0,22.4,19.0,445.5,0.4,0.9,-0.5,0.09
133,133,2023-04-06 13:00:00+00:00,375.0,2.0,22.4,19.0,444.3,0.5,0.8,-0.7,0.09
134,134,2023-04-06 14:00:00+00:00,375.0,2.0,22.4,19.5,441.3,0.7,0.4,-0.6,0.09
135,135,2023-04-06 15:00:00+00:00,375.0,2.0,22.3,20.0,439.8,1.4,0.3,-0.7,0.08
136,136,2023-04-06 16:00:00+00:00,375.0,2.0,22.4,20.5,439.0,2.0,0.3,-1.9,0.09
137,137,2023-04-06 17:00:00+00:00,375.0,2.0,22.3,21.0,439.2,2.6,0.2,-1.9,0.08
138,138,2023-04-06 18:00:00+00:00,375.0,2.0,22.3,21.0,440.8,2.7,0.3,-1.9,0.08
139,139,2023-04-06 19:00:00+00:00,375.0,2.0,22.4,19.7,427.0,3.6,0.2,-1.8,0.09
140,140,2023-04-06 20:00:00+00:00,375.0,2.0,22.7,19.0,425.2,4.1,0.2,-1.7,0.13
141,141,2023-04-06 21:00:00+00:00,375.0,2.0,22.7,19.0,420.3,4.1,0.2,-1.7,0.13
142,142,2023-04-06 22:00:00+00:00,375.0,2.0,22.5,19.0,417.5,4.1,0.2,-1.8,0.11
143,143,2023-04-06 23:00:00+00:00,375.0,2.0,22.5,19.0,416.3,4.0,0.2,-1.8,0.11
144,144,2023-04-07 00:00:00+00:00,375.0,2.0,22.5,19.0,415.2,3.6,0.2,-1.8,0.11
145,145,2023-04-07 01:00:00+00:00,375.0,2.0,22.5,19.2,424.5,2.1,0.2,-1.7,0.11
146,146,2023-04-07 02:00:00+00:00,375.0,2.0,22.4,19.0,436.0,1.7,0.2,-1.4,0.09
147,147,2023-04-07 03:00:00+00:00,375.0,2.0,22.4,19.3,438.8,1.5,0.2,-0.8,0.09
148,148,2023-04-07 04:00:00+00:00,375.0,2.0,22.2,20.0,440.2,1.5,0.3,-0.9,0.07
149,149,2023-04-07 05:00:00+00:00,375.0,2.0,22.1,20.0,439.8,2.3,0.3,-1.7,0.05
150,150,2023-04-07 06:00:00+00:00,375.0,2.0,22.2,20.0,440.0,2.8,0.3,-1.8,0.07
151,151,2023-04-07 07:00:00+00:00,375.0,2.0,22.2,20.0,439.7,3.1,0.3,-1.8,0.07
152,152,2023-04-07 08:00:00+00:00,375.0,2.0,22.2,20.0,440.0,3.7,0.3,-1.8,0.07
153,153,2023-04-07 09:00:00+00:00,375.0,2.0,22.2,19.0,440.0,4.5,0.3,-1.8,0.06
154,154,2023-04-07 10:00:00+00:00,375.0,2.0,22.3,19.0,439.7,5.2,0.3,-1.9,0.08
155,155,2023-04-07 11:00:00+00:00,375.0,2.0,22.2,19.0,439.3,5.6,0.3,-1.8,0.06
156,156,2023-04-07 12:00:00+00:00,375.0,2.0,22.2,18.5,438.8,6.1,0.3,-1.8,0.06
157,157,2023-04-07 13:00:00+00:00,375.0,2.0,22.2,18.0,438.5,5.9,0.3,-1.8,0.06
158,158,2023-04-07 14:00:00+00:00,375.0,2.0,22.2,18.0,439.0,5.9,0.3,-1.8,0.06
159,159,2023-04-07 15:00:00+00:00,375.0,2.0,22.2,18.0,439.0,5.8,0.3,-1.8,0.06
160,160,2023-04-07 16:00:00+00:00,375.0,2.0,22.2,18.0,440.0,5.8,0.3,-1.8,0.06
161,161,2023-04-07 17:00:00+00:00,375.0,2.0,22.1,18.0,443.0,5.4,0.2,-1.7,0.05
162,162,2023-04-07 18:00:00+00:00,375.0,2.0,22.1,18.0,442.0,4.5,0.2,-1.7,0.05
163,163,2023-04-07 19:00:00+00:00,375.0,2.0,22.2,16.8,426.8,4.2,0.2,-1.8,0.06
164,164,2023-04-07 20:00:00+00:00,375.0,2.0,22.7,17.0,419.2,4.2,0.2,-1.7,0.13
165,165,2023-04-07 21:00:00+00:00,375.0,2.0,22.7,17.0,414.8,3.7,0.2,-1.7,0.13
166,166,2023-04-07 22:00:00+00:00,375.0,2.0,22.6,17.5,413.5,3.5,0.2,-1.7,0.12
167,167,2023-04-07 23:00:00+00:00,375.0,2.0,22.5,18.0,414.3,2.9,0.2,-1.8,0.11
168,168,2023-04-08 00:00:00+00:00,375.0,2.0,22.5,18.0,416.5,2.6,0.2,-1.8,0.11
169,169,2023-04-08 01:00:00+00:00,375.0,2.0,22.5,18.0,429.7,0.1,0.2,-0.4,0.11
170,170,2023-04-08 02:00:00+00:00,375.0,2.0,22.4,18.0,448.3,-0.3,0.2,-0.4,0.09
171,171,2023-04-08 03:00:00+00:00,375.0,2.0,22.1,18.0,452.0,-0.4,0.2,-0.4,0.05
172,172,2023-04-08 04:00:00+00:00,375.0,2.0,22.1,18.0,451.0,0.2,0.2,-0.5,0.05
173,173,2023-04-08 05:00:00+00:00,375.0,2.0,22.1,18.0,452.8,1.3,0.2,-0.8,0.05
174,174,2023-04-08 06:00:00+00:00,375.0,2.0,22.1,18.0,451.0,3.3,0.2,-1.7,0.05
175,175,2023-04-08 07:00:00+00:00,375.0,2.0,22.1,18.0,448.2,5.8,0.2,-1.7,0.05
176,176,2023-04-08 08:00:00+00:00,375.0,2.0,22.1,18.0,445.8,7.4,0.2,-1.7,0.05
177,177,2023-04-08 09:00:00+00:00,375.0,2.0,22.2,18.0,446.8,7.5,0.2,-1.8,0.06
178,178,2023-04-08 10:00:00+00:00,375.0,2.0,22.1,18.0,446.2,7.9,0.2,-1.7,0.05
179,179,2023-04-08 11:00:00+00:00,375.0,2.0,22.2,18.0,445.5,7.5,0.3,-1.8,0.06
180,180,2023-04-08 12:00:00+00:00,375.0,2.0,22.2,18.0,443.8,8.4,0.2,-1.8,0.06
181,181,2023-04-08 13:00:00+00:00,375.0,2.0,22.2,18.0,442.7,8.2,0.2,-1.8,0.06
182,182,2023-04-08 14:00:00+00:00,375.0,2.0,22.2,18.0,441.7,8.1,0.2,-1.8,0.06
183,183,2023-04-08 15:00:00+00:00,375.0,2.0,22.1,17.2,441.3,8.1,0.2,-1.7,0.05
184,184,2023-04-08 16:00:00+00:00,375.0,2.0,22.1,17.7,442.3,7.7,0.2,-1.7,0.05
185,185,2023-04-08 17:00:00+00:00,375.0,2.0,22.1,18.0,441.5,7.5,0.2,-1.7,0.05
186,186,2023-04-08 18:00:00+00:00,375.0,2.0,22.1,18.0,441.2,7.3,0.2,-1.7,0.05
187,187,2023-04-08 19:00:00+00:00,375.0,2.0,22.1,17.5,424.7,7.0,0.2,-1.7,0.05
188,188,2023-04-08 20:00:00+00:00,375.0,2.0,22.6,17.0,417.0,6.6,0.2,-1.7,0.12
189,189,2023-04-08 21:00:00+00:00,375.0,2.0,22.7,17.0,413.2,5.9,0.2,-1.7,0.13
190,190,2023-04-08 22:00:00+00:00,375.0,2.0,22.6,17.2,413.3,5.0,0.2,-1.7,0.12
191,191,2023-04-08 23:00:00+00:00,375.0,2.0,22.5,18.0,413.5,4.6,0.2,-1.8,0.11
192,192,2023-04-09 00:00:00+00:00,375.0,2.0,22.5,18.0,413.0,4.5,0.2,-1.8,0.11
193,193,2023-04-09 01:00:00+00:00,375.0,2.0,22.4,18.2,426.5,2.4,0.2,-1.8,0.09
194,194,2023-04-09 02:00:00+00:00,375.0,2.0,22.2,18.0,443.2,1.7,0.2,-1.4,0.06
195,195,2023-04-09 03:00:00+00:00,375.0,2.0,22.0,18.0,445.0,1.3,0.2,-0.8,0.04
196,196,2023-04-09 04:00:00+00:00,375.0,2.0,22.1,18.0,445.8,1.4,0.2,-0.8,0.05
197,197,2023-04-09 05:00:00+00:00,375.0,2.0,22.1,18.0,446.8,2.4,0.2,-1.7,0.05
198,198,2023-04-09 06:00:00+00:00,375.0,2.0,22.1,18.0,447.3,4.4,0.2,-1.7,0.05
199,199,2023-04-09 07:00:00+00:00,375.0,2.0,22.1,18.0,444.2,6.8,0.2,-1.7,0.05
200,200,2023-04-09 08:00:00+00:00,375.0,2.0,22.1,18.0,441.8,8.0,0.2,-1.7,0.05
201,201,2023-04-09 09:00:00+00:00,375.0,2.0,22.1,18.0,441.8,8.9,0.2,-1.7,0.05
202,202,2023-04-09 10:00:00+00:00,375.0,2.0,22.1,18.0,444.5,8.9,0.2,-1.7,0.05
203,203,2023-04-09 11:00:00+00:00,375.0,2.0,22.2,18.0,441.8,8.8,0.2,-1.8,0.06
204,204,2023-04-09 12:00:00+00:00,375.0,2.0,22.2,18.0,440.3,7.9,0.2,-1.8,0.06
205,205,2023-04-09 13:00:00+00:00,375.0,2.0,22.2,18.0,440.0,7.2,0.2,-1.8,0.06
206,206,2023-04-09 14:00:00+00:00,375.0,2.0,22.1,18.0,439.8,7.2,0.2,-1.7,0.05
207,207,2023-04-09 15:00:00+00:00,375.0,2.0,22.1,18.0,439.5,7.4,0.2,-1.7,0.05
208,208,2023-04-09 16:00:00+00:00,375.0,2.0,22.1,17.8,438.7,7.6,0.2,-1.7,0.05
209,209,2023-04-09 17:00:00+00:00,375.0,2.0,22.1,17.0,441.7,7.4,0.2,-1.7,0.05
210,210,2023-04-09 18:00:00+00:00,375.0,2.0,22.1,17.0,445.7,6.3,0.2,-1.7,0.05
211,211,2023-04-09 19:00:00+00:00,375.0,2.0,22.1,16.3,426.7,5.7,0.2,-1.7,0.05
212,212,2023-04-09 20:00:00+00:00,375.0,2.0,22.7,16.0,417.2,6.2,0.2,-1.7,0.13
213,213,2023-04-09 21:00:00+00:00,375.0,2.0,22.7,16.8,412.2,5.4,0.2,-1.7,0.13
214,214,2023-04-09 22:00:00+00:00,375.0,2.0,22.6,17.0,411.5,4.5,0.2,-1.7,0.12
215,215,2023-04-09 23:00:00+00:00,375.0,2.0,22.5,17.0,413.5,4.0,0.2,-1.8,0.11
216,216,2023-04-10 00:00:00+00:00,375.0,2.0,22.5,17.0,416.8,2.9,0.2,-1.8,0.11
217,217,2023-04-10 01:00:00+00:00,375.0,2.0,22.4,17.3,432.3,1.1,0.2,-0.6,0.09
218,218,2023-04-10 02:00:00+00:00,375.0,2.0,22.2,18.0,459.3,0.5,0.2,-0.7,0.06
219,219,2023-04-10 03:00:00+00:00,375.0,2.0,22.1,18.0,463.8,-0.1,0.2,-0.4,0.05
220,220,2023-04-10 04:00:00+00:00,375.0,2.0,22.1,18.0,465.2,0.1,0.3,-0.5,0.05
221,221,2023-04-10 05:00:00+00:00,375.0,2.0,22.2,18.0,464.7,1.1,0.3,-0.7,0.06
222,222,2023-04-10 06:00:00+00:00,375.0,2.0,22.1,18.0,462.8,3.1,0.3,-1.7,0.05
223,223,2023-04-10 07:00:00+00:00,375.0,2.0,22.2,18.0,458.8,5.3,0.3,-1.8,0.06
224,224,2023-04-10 08:00:00+00:00,375.0,2.0,22.2,18.0,459.5,7.4,0.3,-1.8,0.06
225,225,2023-04-10 09:00:00+00:00,375.0,2.0,22.2,18.0,454.5,8.0,0.3,-1.8,0.06
226,226,2023-04-10 10:00:00+00:00,375.0,2.0,22.1,18.0,448.2,7.6,0.3,-1.7,0.05
227,227,2023-04-10 11:00:00+00:00,375.0,2.0,22.2,18.5,444.0,7.4,0.3,-1.8,0.06
228,228,2023-04-10 12:00:00+00:00,375.0,2.0,22.2,18.7,442.3,7.5,0.3,-1.8,0.06
229,229,2023-04-10 13:00:00+00:00,375.0,2.0,22.2,18.0,441.3,7.6,0.3,-1.8,0.06
230,230,2023-04-10 14:00:00+00:00,375.0,2.0,22.2,18.0,426.3,7.8,0.3,-1.8,0.06
231,231,2023-04-10 15:00:00+00:00,375.0,2.0,22.2,18.0,425.3,7.2,0.3,-1.8,0.06
232,232,2023-04-10 16:00:00+00:00,375.0,2.0,22.1,17.3,426.2,6.8,0.3,-1.7,0.05
233,233,2023-04-10 17:00:00+00:00,375.0,2.0,22.1,17.0,425.7,6.2,0.2,-1.7,0.05
234,234,2023-04-10 18:00:00+00:00,375.0,2.0,22.1,17.0,424.8,5.3,0.2,-1.7,0.05
235,235,2023-04-10 19:00:00+00:00,375.0,2.0,22.1,16.2,408.5,5.4,0.2,-1.6,0.05
236,236,2023-04-10 20:00:00+00:00,375.0,2.0,22.6,16.0,399.2,5.0,0.2,-1.7,0.12
237,237,2023-04-10 21:00:00+00:00,375.0,2.0,22.6,16.5,393.8,4.6,0.2,-1.7,0.12
238,238,2023-04-10 22:00:00+00:00,375.0,2.0,22.6,17.0,394.3,4.1,0.2,-1.7,0.12
