ID,DATE,room,floor,indoor T,indoor RH,co2,outT,value,tsv,spmv
5778,2023-11-27 19:00:00+00:00,121.0,5.0,22.222333333333335,12.0,424.0,-10.870333333333333,0.5625,-0.68,0.06
5779,2023-11-27 20:00:00+00:00,121.0,5.0,22.111,12.0,422.0,-9.759333333333332,0.37699999999999995,-0.45,0.05
5780,2023-11-27 21:00:00+00:00,121.0,5.0,22.111,12.0,422.0,-9.518666666666666,0.5014999999999998,-0.4,0.05
5781,2023-11-27 22:00:00+00:00,121.0,5.0,22.074,12.666666666666666,420.0,-9.185333333333332,0.4428333333333332,-0.38,0.04
5782,2023-11-27 23:00:00+00:00,121.0,5.0,22.055666666666667,13.0,418.3333333333333,-8.833333333333334,0.44949999999999984,-0.28,0.04
5783,2023-11-28 00:00:00+00:00,121.0,5.0,22.037000000000003,13.0,416.3333333333333,-8.314666666666668,0.4358333333333333,0.51,0.04
5784,2023-11-28 01:00:00+00:00,121.0,5.0,22.018666666666665,13.0,415.3333333333333,-7.777666666666666,0.4356666666666665,0.65,0.04
5785,2023-11-28 02:00:00+00:00,121.0,5.0,22.074333333333332,12.666666666666666,410.6666666666667,-8.592666666666666,0.4386666666666666,-0.44,0.04
5786,2023-11-28 03:00:00+00:00,121.0,5.0,22.074333333333332,12.333333333333334,405.3333333333333,-8.018333333333333,0.4453333333333333,-0.5,0.04
5787,2023-11-28 04:00:00+00:00,121.0,5.0,22.037000000000003,12.666666666666666,408.6666666666667,-7.425999999999999,0.7653333333333331,0.4,0.04
5788,2023-11-28 05:00:00+00:00,121.0,5.0,22.296333333333333,13.0,413.6666666666667,-7.074000000000001,1.924333333333334,-0.15,0.07
5789,2023-11-28 06:00:00+00:00,121.0,5.0,22.388666666666666,14.0,430.0,-6.629666666666666,1.9558333333333333,0.62,0.09
5790,2023-11-28 07:00:00+00:00,121.0,5.0,22.37,14.0,441.0,-5.962666666666667,1.2727083333333336,0.36,0.08
5791,2023-11-28 08:00:00+00:00,121.0,5.0,22.481333333333335,14.666666666666666,452.6666666666667,-5.407333333333334,1.5485,-0.11,0.1
5792,2023-11-28 09:00:00+00:00,121.0,5.0,22.759333333333334,16.333333333333332,485.3333333333333,-4.389,1.9400833333333338,-0.22,0.14
5793,2023-11-28 10:00:00+00:00,121.0,5.0,22.796333333333333,16.333333333333332,517.3333333333334,-3.685,1.9558333333333333,-0.24,0.15
5794,2023-11-28 11:00:00+00:00,121.0,5.0,22.64833333333333,16.333333333333332,485.0,-3.2409999999999997,2.1180833333333333,-0.16,0.13
5795,2023-11-28 12:00:00+00:00,121.0,5.0,22.741,18.0,488.0,-2.8333333333333335,2.280333333333333,-0.11,0.14
5796,2023-11-28 13:00:00+00:00,121.0,5.0,22.611333333333334,17.666666666666668,492.3333333333333,-2.4629999999999996,2.055833333333333,-0.06,0.12
5797,2023-11-28 14:00:00+00:00,121.0,5.0,22.611333333333334,18.0,471.3333333333333,-2.3703333333333334,1.8793333333333333,-0.06,0.12
5798,2023-11-28 15:00:00+00:00,121.0,5.0,22.639086837005994,17.666666666666668,451.0,-2.444,1.6036666666666666,-0.06,0.13
5799,2023-11-28 16:00:00+00:00,121.0,5.0,23.046420170339328,18.0,439.6666666666667,-2.37,1.2813333333333332,-0.12,0.18
5800,2023-11-28 17:00:00+00:00,121.0,5.0,23.537000000000003,18.0,432.3333333333333,-2.296,0.8404999999999999,-0.04,0.25
5801,2023-11-28 18:00:00+00:00,121.0,5.0,23.37033333333333,18.0,428.0,-2.093,0.8168333333333332,-0.04,0.23
5802,2023-11-28 19:00:00+00:00,121.0,5.0,23.25933333333333,18.0,423.6666666666667,-1.796,0.5756666666666665,-0.08,0.21
5803,2023-11-28 20:00:00+00:00,121.0,5.0,22.314666666666668,18.0,426.0,-1.3703333333333332,0.4284999999999999,-0.06,0.08
5804,2023-11-28 21:00:00+00:00,121.0,5.0,22.278000000000002,18.0,427.3333333333333,-1.1296666666666668,0.3791666666666666,-0.29,0.08
