sensor_id,sensor_name,sensor_type
146621,I211TC.B3107.03 Indoor air CO2 concentration,CO2
146623,I211TC.B3107.04 Indoor air temperature,IndoorTemperature
146624,I211TC.B3107.04 Relative humidity of indoor air,IndoorRH
146626,I211TC.B3107.04 Indoor air CO2 concentration,CO2
146628,I211TC.B3107.04 Indoor air CO2 concentration,CO2
146630,I211TC.B3107.05 Indoor air temperature,IndoorTemperature
146631,I211TC.B3107.05 Relative humidity of indoor air,IndoorRH
146634,I211TC.B3107.05 Indoor air CO2 concentration,CO2
146636,I211TC.B3108 Indoor air temperature,IndoorTemperature
146637,I211TC.B3108 Relative humidity of indoor air,IndoorRH
146640,I211TC.B3108 Indoor air CO2 concentration,CO2
146642,I211TC.B3110 Indoor air temperature,IndoorTemperature
146643,I211TC.B3110 Relative humidity of indoor air,IndoorRH
146646,I211TC.B3110 Indoor air CO2 concentration,CO2
146648,I211TC.B3321 Indoor air temperature,IndoorTemperature
146649,I211TC.B3321 Relative humidity of indoor air,IndoorRH
146651,I211TC.B3321 Indoor CO2 concentration,CO2
146653,I211TC.B3321 Indoor CO2 concentration,CO2
146655,I211TC.B3322 Indoor air temperature,IndoorTemperature
146656,I211TC.B3322 Relative humidity of indoor air,IndoorRH
146659,I211TC.B3322 Indoor CO2 concentration,CO2
146661,I211TC.B3323 Indoor air temperature,IndoorTemperature
146662,I211TC.B3323 Relative humidity of indoor air,IndoorRH
146665,I211TC.B3323 Indoor air CO2 concentration,CO2
146667,I211TC.B3324 Indoor air temperature,IndoorTemperature
146668,I211TC.B3324 Relative humidity of indoor air,IndoorRH
146670,I211TC.B3324 Indoor air CO2 concentration,CO2
146672,I211TC.B3324 Indoor air CO2 concentration,CO2
146674,I211TC.B3325 Indoor air temperature,IndoorTemperature
146675,I211TC.B3325 Relative humidity of indoor air,IndoorRH
146678,I211TC.B3325 Indoor CO2 concentration,CO2
146680,I211TC.B3327 Indoor air temperature,IndoorTemperature
146681,I211TC.B3327 Relative humidity of indoor air,IndoorRH
146684,I211TC.B3327 Indoor CO2 concentration,CO2
146688,I211TC.B3332 Indoor air temperature,IndoorTemperature
146689,I211TC.B3332 Relative humidity of indoor air,IndoorRH
146692,I211TC.B3332 Indoor air CO2 concentration,CO2
146694,I211TC.B3334 Indoor air temperature,IndoorTemperature
146695,I211TC.B3334 Relative humidity of indoor air,IndoorRH
146698,I211TC.B3334 Indoor CO2 concentration,CO2
146700,I211TC.B3335 Indoor air temperature,IndoorTemperature
146701,I211TC.B3335 Relative humidity of indoor air,IndoorRH
146704,I211TC.B3335 Indoor CO2 concentration,CO2
146706,I211TC.B3342 Indoor air temperature,IndoorTemperature
146707,I211TC.B3342 Relative humidity of indoor air,IndoorRH
146710,I211TC.B3342 Indoor air CO2 concentration,CO2
146711,I211-TE.B3107_M Indoor air temperature,IndoorTemperature
146712,I211-TE10.1_M Indoor air temperature,IndoorTemperature
146833,I212-ME.A3101_M Relative humidity of indoor air,IndoorRH
146837,I212TC.A3101.01 Indoor air temperature,IndoorTemperature
146838,I212TC.A3101.01 Relative humidity of indoor air,IndoorRH
146841,I212TC.A3101.01 Indoor air CO2 concentration,CO2
146843,I212TC.A3101.02 Indoor air temperature,IndoorTemperature
146844,I212TC.A3101.02 Relative humidity of indoor air,IndoorRH
146846,I212TC.A3101.02 Indoor air CO2 concentration,CO2
146848,I212TC.A3101.02 Indoor air CO2 concentration,CO2
146850,I212TC.A3101.03 Indoor air temperature,IndoorTemperature
146851,I212TC.A3101.03 Relative humidity of indoor air,IndoorRH
146854,I212TC.A3101.03 Indoor air CO2 concentration,CO2
146856,I212TC.A3101.04 Indoor air temperature,IndoorTemperature
146857,I212TC.A3101.04 Relative humidity of indoor air,IndoorRH
146860,I212TC.A3101.04 Indoor air CO2 concentration,CO2
146862,I212TC.A3101.05 Indoor air temperature,IndoorTemperature
146863,I212TC.A3101.05 Relative humidity of indoor air,IndoorRH
146866,I212TC.A3101.05 Indoor air CO2 concentration,CO2
146868,I212TC.A3101.06 Indoor air temperature,IndoorTemperature
146869,I212TC.A3101.06 Relative humidity of indoor air,IndoorRH
146872,I212TC.A3101.06 Indoor air CO2 concentration,CO2
146874,I212TC.A3101.07 Indoor air temperature,IndoorTemperature
146875,I212TC.A3101.07 Relative humidity of indoor air,IndoorRH
146878,I212TC.A3101.07 Indoor air CO2 concentration,CO2
146880,I212TC.A3101.08 Indoor air temperature,IndoorTemperature
146881,I212TC.A3101.08 Relative humidity of indoor air,IndoorRH
146884,I212TC.A3101.08 Indoor air CO2 concentration,CO2
146886,I212TC.A3101.09 Indoor air temperature,IndoorTemperature
146887,I212TC.A3101.09 Relative humidity of indoor air,IndoorRH
146890,I212TC.A3101.09 Indoor air CO2 concentration,CO2
146892,I212TC.A3101.10 Indoor air temperature,IndoorTemperature
146893,I212TC.A3101.10 Relative humidity of indoor air,IndoorRH
146896,I212TC.A3101.10 Indoor air CO2 concentration,CO2
146898,I212TC.A3101.11 Indoor air temperature,IndoorTemperature
146899,I212TC.A3101.11 Relative humidity of indoor air,IndoorRH
146902,I212TC.A3101.11 Indoor air CO2 concentration,CO2
146904,I212TC.A3101.12 Indoor air temperature,IndoorTemperature
146905,I212TC.A3101.12 Relative humidity of indoor air,IndoorRH
146908,I212TC.A3101.12 Indoor air CO2 concentration,CO2
146910,I212TC.A3101.13 Indoor air temperature,IndoorTemperature
146911,I212TC.A3101.13 Relative humidity of indoor air,IndoorRH
146914,I212TC.A3101.13 Indoor air CO2 concentration,CO2
146916,I212TC.A3101.14 Indoor air temperature,IndoorTemperature
146917,I212TC.A3101.14 Relative humidity of indoor air,IndoorRH
146920,I212TC.A3101.14 Indoor air CO2 concentration,CO2
146922,I212TC.A3101.15 Indoor air temperature,IndoorTemperature
146923,I212TC.A3101.15 Relative humidity of indoor air,IndoorRH
146925,I212TC.A3101.15 Indoor air CO2 concentration,CO2
146927,I212TC.A3101.15 Indoor air CO2 concentration,CO2
146929,I212TC.A3101.16 Indoor air temperature,IndoorTemperature
146930,I212TC.A3101.16 Relative humidity of indoor air,IndoorRH
148166,I217TC.B5336 Indoor air temperature,IndoorTemperature
146933,I212TC.A3101.16 Indoor air CO2 concentration,CO2
146935,I212TC.A3101.17 Indoor air temperature,IndoorTemperature
146936,I212TC.A3101.17 Relative humidity of indoor air,IndoorRH
146939,I212TC.A3101.17 Indoor air CO2 concentration,CO2
146941,I212TC.A3101.18 Indoor air temperature,IndoorTemperature
146942,I212TC.A3101.18 Relative humidity of indoor air,IndoorRH
146944,I212TC.A3101.18 Indoor air CO2 concentration,CO2
146946,I212TC.A3101.18 Indoor air CO2 concentration,CO2
146948,I212TC.A3101.19 Indoor air temperature,IndoorTemperature
146949,I212TC.A3101.19 Relative humidity of indoor air,IndoorRH
146952,I212TC.A3101.19 Indoor air CO2 concentration,CO2
146954,I212TC.A3101.20 Indoor air temperature,IndoorTemperature
146955,I212TC.A3101.20 Relative humidity of indoor air,IndoorRH
146958,I212TC.A3101.20 Indoor air CO2 concentration,CO2
146960,I212TC.A3101.21 Indoor air temperature,IndoorTemperature
146961,I212TC.A3101.21 Relative humidity of indoor air,IndoorRH
146964,I212TC.A3101.21 Indoor air CO2 concentration,CO2
146966,I212TC.A3101.22 Indoor air temperature,IndoorTemperature
146967,I212TC.A3101.22 Relative humidity of indoor air,IndoorRH
146970,I212TC.A3101.22 Indoor air CO2 concentration,CO2
146972,I212TC.A3107 Indoor air temperature,IndoorTemperature
146973,I212TC.A3107 Relative humidity of indoor air,IndoorRH
146975,I212TC.A3107 Indoor air CO2 concentration,CO2
146977,I212TC.A3107 Indoor air CO2 concentration,CO2
146981,I212TC.A3301 Indoor air temperature,IndoorTemperature
146982,I212TC.A3301 Relative humidity of indoor air,IndoorRH
146985,I212TC.A3301 Indoor air CO2 concentration,CO2
146987,I212TC.A3302 Indoor air temperature,IndoorTemperature
146988,I212TC.A3302 Relative humidity of indoor air,IndoorRH
146991,I212TC.A3302 Indoor air CO2 concentration,CO2
146993,I212TC.A3303 Indoor air temperature,IndoorTemperature
146994,I212TC.A3303 Relative humidity of indoor air,IndoorRH
146997,I212TC.A3303 Indoor air CO2 concentration,CO2
146999,I212TC.A3304 Indoor air temperature,IndoorTemperature
147000,I212TC.A3304 Relative humidity of indoor air,IndoorRH
147003,I212TC.A3304 Indoor air CO2 concentration,CO2
147005,I212TC.A3305 Indoor air temperature,IndoorTemperature
147006,I212TC.A3305 Relative humidity of indoor air,IndoorRH
147009,I212TC.A3305 Indoor air CO2 concentration,CO2
147011,I212TC.A3306 Indoor air temperature,IndoorTemperature
147012,I212TC.A3306 Relative humidity of indoor air,IndoorRH
147015,I212TC.A3306 Indoor air CO2 concentration,CO2
147017,I212TC.A3307 Indoor air temperature,IndoorTemperature
147018,I212TC.A3307 Relative humidity of indoor air,IndoorRH
147021,I212TC.A3307 Indoor air CO2 concentration,CO2
147023,I212TC.A3314 Indoor air temperature,IndoorTemperature
147024,I212TC.A3314 Relative humidity of indoor air,IndoorRH
147027,I212TC.A3314 Indoor air CO2 concentration,CO2
147029,I212TC.A3316 Indoor air temperature,IndoorTemperature
147030,I212TC.A3316 Relative humidity of indoor air,IndoorRH
147033,I212TC.A3316 Indoor air CO2 concentration,CO2
147035,I212TC.A3317 Indoor air temperature,IndoorTemperature
147036,I212TC.A3317 Relative humidity of indoor air,IndoorRH
147039,I212TC.A3317 Indoor air CO2 concentration,CO2
147040,I212-TE.A3101_M Indoor air temperature,IndoorTemperature
147133,I213-ME.C4123_M Relative humidity of indoor air,IndoorRH
147136,I213-QE10.1_M 4.KRS Office Indoor air CO2 concentration,CO2
147137,I213-QE10.2_M 4.KRS Office Indoor air CO2 concentration,CO2
147138,I213-QE10.3_M 4.KRS Gym Indoor air CO2 concentration,CO2
147139,I213-QE10.4_M 4.KRS Office Indoor air CO2 concentration,CO2
147141,I213TC.4123.2 Indoor air temperature,IndoorTemperature
147142,I213TC.4123.2 Relative humidity of indoor air,IndoorRH
147144,I213TC.4123.2 Indoor air CO2 concentration,CO2
147146,I213TC.4123.2 Indoor air CO2 concentration,CO2
147148,I213TC.C4123.3 Indoor air temperature,IndoorTemperature
147149,I213TC.C4123.3 Relative humidity of indoor air,IndoorRH
147151,I213TC.C4123.3 Indoor air CO2 concentration,CO2
147153,I213TC.C4123.3 Indoor air CO2 concentration,CO2
147155,I213TC.C4123.4 Indoor air temperature,IndoorTemperature
147156,I213TC.C4123.4 Relative humidity of indoor air,IndoorRH
147159,I213TC.C4123.4 Indoor air CO2 concentration,CO2
147161,I213TC.C4123.5 Indoor air temperature,IndoorTemperature
147162,I213TC.C4123.5 Relative humidity of indoor air,IndoorRH
147165,I213TC.C4123.5 Indoor air CO2 concentration,CO2
147167,I213TC.C4124 Indoor air temperature,IndoorTemperature
147168,I213TC.C4124 Relative humidity of indoor air,IndoorRH
147170,I213TC.C4124 Indoor air CO2 concentration,CO2
147172,I213TC.C4124 Indoor air CO2 concentration,CO2
147174,I213TC.C4126 Indoor air temperature,IndoorTemperature
147175,I213TC.C4126 Relative humidity of indoor air,IndoorRH
147177,I213TC.C4126 Indoor CO2 concentration,CO2
147179,I213TC.C4126 Indoor CO2 concentration,CO2
147181,I213TC.C4344 Indoor air temperature,IndoorTemperature
147182,I213TC.C4344 Relative humidity of indoor air,IndoorRH
147185,I213TC.C4344 Indoor air CO2 concentration,CO2
147187,I213TC.C4345 Indoor air temperature,IndoorTemperature
147188,I213TC.C4345 Relative humidity of indoor air,IndoorRH
147191,I213TC.C4345 Indoor CO2 concentration,CO2
147193,I213TC.C4349 Indoor air temperature,IndoorTemperature
147194,I213TC.C4349 Relative humidity of indoor air,IndoorRH
147197,I213TC.C4349 Indoor CO2 concentration,CO2
147199,I213TC.C4350 Indoor air temperature,IndoorTemperature
147200,I213TC.C4350 Relative humidity of indoor air,IndoorRH
147203,I213TC.C4350 Indoor air CO2 concentration,CO2
147205,I213TC.C4351 Indoor air temperature,IndoorTemperature
147206,I213TC.C4351 Relative humidity of indoor air,IndoorRH
147209,I213TC.C4351 Indoor CO2 concentration,CO2
147211,I213TC.C4355 Indoor air temperature,IndoorTemperature
147214,I213TC.C4427 Indoor air temperature,IndoorTemperature
147215,I213TC.C4427 Relative humidity of indoor air,IndoorRH
147218,I213TC.C4427 Indoor CO2 concentration,CO2
147219,I213-TE.C4123_M Indoor air temperature,IndoorTemperature
147220,I213-TE10.1_M Indoor air temperature,IndoorTemperature
147221,I213-TE10.2_M Indoor air temperature,IndoorTemperature
147222,I213-TE10.3_M Indoor air temperature,IndoorTemperature
147223,I213-TE10.4_M Indoor air temperature,IndoorTemperature
147358,I214-ME.B4109_M Relative humidity of indoor air,IndoorRH
147361,I214-QE10.1_M 4.KRS Office Indoor air CO2 concentration,CO2
147363,I214TC.B4108.01 Indoor air temperature,IndoorTemperature
147364,I214TC.B4108.01 Relative humidity of indoor air,IndoorRH
147367,I214TC.B4108.01 Indoor air CO2 concentration,CO2
147369,I214TC.B4108.02 Indoor air temperature,IndoorTemperature
147370,I214TC.B4108.02 Relative humidity of indoor air,IndoorRH
147372,I214TC.B4108.02 Indoor air CO2 concentration,CO2
147374,I214TC.B4108.02 Indoor air CO2 concentration,CO2
147376,I214TC.B4109 Indoor air temperature,IndoorTemperature
147377,I214TC.B4109 Relative humidity of indoor air,IndoorRH
147380,I214TC.B4109 Indoor air CO2 concentration,CO2
147382,I214TC.B4112 Indoor air temperature,IndoorTemperature
147383,I214TC.B4112 Relative humidity of indoor air,IndoorRH
147386,I214TC.B4112 Indoor air CO2 concentration,CO2
147388,I214TC.B4321 Indoor air temperature,IndoorTemperature
147389,I214TC.B4321 Relative humidity of indoor air,IndoorRH
147391,I214TC.B4321 Indoor CO2 concentration,CO2
147393,I214TC.B4321 Indoor CO2 concentration,CO2
147395,I214TC.B4322 Indoor air temperature,IndoorTemperature
147396,I214TC.B4322 Relative humidity of indoor air,IndoorRH
147399,I214TC.B4322 Indoor air CO2 concentration,CO2
147401,I214TC.B4323 Indoor air temperature,IndoorTemperature
147402,I214TC.B4323 Relative humidity of indoor air,IndoorRH
147405,I214TC.B4323 Indoor CO2 concentration,CO2
147407,I214TC.B4324 Indoor air temperature,IndoorTemperature
147408,I214TC.B4324 Relative humidity of indoor air,IndoorRH
147411,I214TC.B4324 Indoor air CO2 concentration,CO2
147413,I214TC.B4325 Indoor air temperature,IndoorTemperature
147414,I214TC.B4325 Relative humidity of indoor air,IndoorRH
147416,I214TC.B4325 Indoor CO2 concentration,CO2
147418,I214TC.B4325 Indoor CO2 concentration,CO2
147420,I214TC.B4326 Indoor air temperature,IndoorTemperature
147421,I214TC.B4326 Relative humidity of indoor air,IndoorRH
147424,I214TC.B4326 Indoor air CO2 concentration,CO2
147426,I214TC.B4327 Indoor air temperature,IndoorTemperature
147427,I214TC.B4327 Relative humidity of indoor air,IndoorRH
147430,I214TC.B4327 Indoor air CO2 concentration,CO2
147432,I214TC.B4328 Indoor air temperature,IndoorTemperature
147433,I214TC.B4328 Relative humidity of indoor air,IndoorRH
147436,I214TC.B4328 Indoor air CO2 concentration,CO2
147438,I214TC.B4329 Indoor air temperature,IndoorTemperature
147439,I214TC.B4329 Relative humidity of indoor air,IndoorRH
147442,I214TC.B4329 Indoor air CO2 concentration,CO2
147444,I214TC.B4333 Indoor air temperature,IndoorTemperature
147445,I214TC.B4333 Relative humidity of indoor air,IndoorRH
147448,I214TC.B4333 Indoor CO2 concentration,CO2
147450,I214TC.B4335 Indoor air temperature,IndoorTemperature
147451,I214TC.B4335 Relative humidity of indoor air,IndoorRH
147454,I214TC.B4335 Indoor air CO2 concentration,CO2
147456,I214TC.B4336 Indoor air temperature,IndoorTemperature
147457,I214TC.B4336 Relative humidity of indoor air,IndoorRH
147460,I214TC.B4336 Indoor air CO2 concentration,CO2
147462,I214TC.B4343 Indoor air temperature,IndoorTemperature
147463,I214TC.B4343 Relative humidity of indoor air,IndoorRH
147466,I214TC.B4343 Indoor air CO2 concentration,CO2
147468,I214TC.B5339 Indoor air temperature,IndoorTemperature
147469,I214TC.B5339 Relative humidity of indoor air,IndoorRH
147471,I214TC.B5339 Indoor CO2 concentration,CO2
147473,I214TC.B5339 Indoor CO2 concentration,CO2
147474,I214-TE10.1_M Indoor air temperature,IndoorTemperature
147601,I215-ME.A4101_M Relative humidity of indoor air,IndoorRH
147605,I215TC.A4101.01 Indoor air temperature,IndoorTemperature
147606,I215TC.A4101.01 Relative humidity of indoor air,IndoorRH
147609,I215TC.A4101.01 Indoor air CO2 concentration,CO2
147611,I215TC.A4101.02 Indoor air temperature,IndoorTemperature
147612,I215TC.A4101.02 Relative humidity of indoor air,IndoorRH
147614,I215TC.A4101.02 Indoor air CO2 concentration,CO2
147616,I215TC.A4101.02 Indoor air CO2 concentration,CO2
147618,I215TC.A4101.03 Indoor air temperature,IndoorTemperature
147619,I215TC.A4101.03 Relative humidity of indoor air,IndoorRH
147622,I215TC.A4101.03 Indoor air CO2 concentration,CO2
147624,I215TC.A4101.04 Indoor air temperature,IndoorTemperature
147625,I215TC.A4101.04 Relative humidity of indoor air,IndoorRH
147628,I215TC.A4101.04 Indoor air CO2 concentration,CO2
147630,I215TC.A4101.05 Indoor air temperature,IndoorTemperature
147631,I215TC.A4101.05 Relative humidity of indoor air,IndoorRH
147634,I215TC.A4101.05 Indoor air CO2 concentration,CO2
147636,I215TC.A4101.06 Indoor air temperature,IndoorTemperature
147637,I215TC.A4101.06 Relative humidity of indoor air,IndoorRH
147640,I215TC.A4101.06 Indoor air CO2 concentration,CO2
147642,I215TC.A4101.07 Indoor air temperature,IndoorTemperature
147643,I215TC.A4101.07 Relative humidity of indoor air,IndoorRH
147646,I215TC.A4101.07 Indoor air CO2 concentration,CO2
147648,I215TC.A4101.08 Indoor air temperature,IndoorTemperature
147649,I215TC.A4101.08 Relative humidity of indoor air,IndoorRH
147651,I215TC.A4101.08 Indoor air CO2 concentration,CO2
147653,I215TC.A4101.08 Indoor air CO2 concentration,CO2
147655,I215TC.A4101.09 Indoor air temperature,IndoorTemperature
147656,I215TC.A4101.09 Relative humidity of indoor air,IndoorRH
147659,I215TC.A4101.09 Indoor air CO2 concentration,CO2
147661,I215TC.A4101.10 Indoor air temperature,IndoorTemperature
147662,I215TC.A4101.10 Relative humidity of indoor air,IndoorRH
147665,I215TC.A4101.10 Indoor air CO2 concentration,CO2
147667,I215TC.A4101.11 Indoor air temperature,IndoorTemperature
147668,I215TC.A4101.11 Relative humidity of indoor air,IndoorRH
147671,I215TC.A4101.11 Indoor air CO2 concentration,CO2
147673,I215TC.A4101.12 Indoor air temperature,IndoorTemperature
147674,I215TC.A4101.12 Relative humidity of indoor air,IndoorRH
147677,I215TC.A4101.12 Indoor air CO2 concentration,CO2
147679,I215TC.A4101.13 Indoor air temperature,IndoorTemperature
147680,I215TC.A4101.13 Relative humidity of indoor air,IndoorRH
147683,I215TC.A4101.13 Indoor air CO2 concentration,CO2
147685,I215TC.A4101.15 Indoor air temperature,IndoorTemperature
147686,I215TC.A4101.15 Relative humidity of indoor air,IndoorRH
147688,I215TC.A4101.15 Indoor air CO2 concentration,CO2
147690,I215TC.A4101.15 Indoor air CO2 concentration,CO2
147692,I215TC.A4101.16 Indoor air temperature,IndoorTemperature
147693,I215TC.A4101.16 Relative humidity of indoor air,IndoorRH
147696,I215TC.A4101.16 Indoor air CO2 concentration,CO2
147698,I215TC.A4101.17 Indoor air temperature,IndoorTemperature
147699,I215TC.A4101.17 Relative humidity of indoor air,IndoorRH
147702,I215TC.A4101.17 Indoor air CO2 concentration,CO2
147704,I215TC.A4101.18 Indoor air temperature,IndoorTemperature
147705,I215TC.A4101.18 Relative humidity of indoor air,IndoorRH
147708,I215TC.A4101.18 Indoor air CO2 concentration,CO2
147710,I215TC.A4101.19 Indoor air temperature,IndoorTemperature
147711,I215TC.A4101.19 Relative humidity of indoor air,IndoorRH
147714,I215TC.A4101.19 Indoor air CO2 concentration,CO2
147716,I215TC.A4101.20 Indoor air temperature,IndoorTemperature
147717,I215TC.A4101.20 Relative humidity of indoor air,IndoorRH
147720,I215TC.A4101.20 Indoor air CO2 concentration,CO2
147722,I215TC.A4101.21 Indoor air temperature,IndoorTemperature
147723,I215TC.A4101.21 Relative humidity of indoor air,IndoorRH
147725,I215TC.A4101.21 Indoor CO2 concentration,CO2
147727,I215TC.A4101.21 Indoor CO2 concentration,CO2
147729,I215TC.A4101.22 Indoor air temperature,IndoorTemperature
147730,I215TC.A4101.22 Relative humidity of indoor air,IndoorRH
147733,I215TC.A4101.22 Indoor air CO2 concentration,CO2
147735,I215TC.A4101.23 Indoor air temperature,IndoorTemperature
147736,I215TC.A4101.23 Relative humidity of indoor air,IndoorRH
147739,I215TC.A4101.23 Indoor air CO2 concentration,CO2
147741,I215TC.A4302 Indoor air temperature,IndoorTemperature
147742,I215TC.A4302 Relative humidity of indoor air,IndoorRH
147745,I215TC.A4302 Indoor air CO2 concentration,CO2
147747,I215TC.A4303 Indoor air temperature,IndoorTemperature
147748,I215TC.A4303 Relative humidity of indoor air,IndoorRH
147751,I215TC.A4303 Indoor air CO2 concentration,CO2
147753,I215TC.A4304 Indoor air temperature,IndoorTemperature
147754,I215TC.A4304 Relative humidity of indoor air,IndoorRH
147757,I215TC.A4304 Indoor air CO2 concentration,CO2
147759,I215TC.A4305 Indoor air temperature,IndoorTemperature
147760,I215TC.A4305 Relative humidity of indoor air,IndoorRH
147763,I215TC.A4305 Indoor CO2 concentration,CO2
147765,I215TC.A4306 Indoor air temperature,IndoorTemperature
147766,I215TC.A4306 Relative humidity of indoor air,IndoorRH
147769,I215TC.A4306 Indoor air CO2 concentration,CO2
147771,I215TC.A4307 Indoor air temperature,IndoorTemperature
147772,I215TC.A4307 Relative humidity of indoor air,IndoorRH
147775,I215TC.A4307 Indoor air CO2 concentration,CO2
147777,I215TC.A4308 Indoor air temperature,IndoorTemperature
147778,I215TC.A4308 Relative humidity of indoor air,IndoorRH
147781,I215TC.A4308 Indoor air CO2 concentration,CO2
147783,I215TC.A4310 Indoor air temperature,IndoorTemperature
147784,I215TC.A4310 Relative humidity of indoor air,IndoorRH
147787,I215TC.A4310 Indoor air CO2 concentration,CO2
147789,I215TC.A4311 Indoor air temperature,IndoorTemperature
147790,I215TC.A4311 Relative humidity of indoor air,IndoorRH
147793,I215TC.A4311 Indoor CO2 concentration,CO2
147795,I215TC.A4314 Indoor air temperature,IndoorTemperature
147796,I215TC.A4314 Relative humidity of indoor air,IndoorRH
147799,I215TC.A4314 Indoor air CO2 concentration,CO2
147801,I215TC.A4315 Indoor air temperature,IndoorTemperature
147802,I215TC.A4315 Relative humidity of indoor air,IndoorRH
147805,I215TC.A4315 Indoor CO2 concentration,CO2
147807,I215TC.A4317 Indoor air temperature,IndoorTemperature
147808,I215TC.A4317 Relative humidity of indoor air,IndoorRH
147811,I215TC.A4317 Indoor CO2 concentration,CO2
147812,I215-TE.A4101_M Indoor air temperature,IndoorTemperature
147923,I216-ME.C5123_M Relative humidity of indoor air,IndoorRH
147924,I216-ME.C6339_M Relative humidity of indoor air,IndoorRH
147929,I216-QE10.1_M 6.KRS Office Indoor air CO2 concentration,CO2
147930,I216-QE10.2_M 6.KRS Office Indoor air CO2 concentration,CO2
147931,I216-QE10.3_M 5.KRS Office Indoor air CO2 concentration,CO2
147932,I216-QE10.4_M 4.KRS Office Indoor air CO2 concentration,CO2
147933,I216-QE10.5_M 5.KRS Office Indoor air CO2 concentration,CO2
147934,I216-QE10.6_M 6.KRS Office Indoor air CO2 concentration,CO2
147935,I216TC.C5123 Indoor air temperature,IndoorTemperature
147936,I216TC.C5123 Relative humidity of indoor air,IndoorRH
147937,I216TC.C5123 Indoor CO2 concentration,CO2
147938,I216TC.C5123.1 Indoor air temperature,IndoorTemperature
147939,I216TC.C5123.1 Relative humidity of indoor air,IndoorRH
147940,I216TC.C5123.1 Indoor CO2 concentration,CO2
147941,I216TC.C5123.2 Indoor air temperature,IndoorTemperature
147942,I216TC.C5123.2 Relative humidity of indoor air,IndoorRH
147943,I216TC.C5123.2 Indoor air CO2 concentration,CO2
147944,I216TC.C5123.2 Indoor air CO2 concentration,CO2
147945,I216TC.C5123.3 Indoor air temperature,IndoorTemperature
147946,I216TC.C5123.3 Relative humidity of indoor air,IndoorRH
147947,I216TC.C5123.3 Indoor air CO2 concentration,CO2
147948,I216TC.C5123.5 Indoor air temperature,IndoorTemperature
147949,I216TC.C5123.5 Relative humidity of indoor air,IndoorRH
147950,I216TC.C5123.5 Indoor CO2 concentration,CO2
147951,I216TC.C5123.5 Indoor CO2 concentration,CO2
150242,JKB2.3 - Total electricity consumption,Electricity
147952,I216TC.C5339.1 Indoor air temperature,IndoorTemperature
147953,I216TC.C5339.1 Relative humidity of indoor air,IndoorRH
147954,I216TC.C5339.1 Indoor CO2 concentration,CO2
147955,I216TC.C5339.1 Indoor CO2 concentration,CO2
147956,I216TC.C5339.3 Indoor air temperature,IndoorTemperature
147957,I216TC.C5339.3 Relative humidity of indoor air,IndoorRH
147958,I216TC.C5339.3 Indoor air CO2 concentration,CO2
147959,I216TC.C5341 Indoor air temperature,IndoorTemperature
147960,I216TC.C5341 Relative humidity of indoor air,IndoorRH
147961,I216TC.C5341 Indoor CO2 concentration,CO2
147962,I216TC.C5342 Indoor air temperature,IndoorTemperature
147963,I216TC.C5342 Relative humidity of indoor air,IndoorRH
147964,I216TC.C5342 Indoor CO2 concentration,CO2
147965,I216TC.C5345 Indoor air temperature,IndoorTemperature
147966,I216TC.C5345 Relative humidity of indoor air,IndoorRH
147967,I216TC.C5345 Indoor CO2 concentration,CO2
147968,I216TC.C5345 Indoor CO2 concentration,CO2
147969,I216TC.C6122.1 Indoor air temperature,IndoorTemperature
147970,I216TC.C6122.1 Relative humidity of indoor air,IndoorRH
147971,I216TC.C6122.1 Indoor CO2 concentration,CO2
147972,I216TC.C6122.1 Indoor CO2 concentration,CO2
147973,I216TC.C6122.2 Indoor air temperature,IndoorTemperature
147974,I216TC.C6122.2 Relative humidity of indoor air,IndoorRH
147975,I216TC.C6122.2 Indoor air CO2 concentration,CO2
147976,I216TC.C6122.3 Indoor air temperature,IndoorTemperature
147977,I216TC.C6122.3 Relative humidity of indoor air,IndoorRH
147978,I216TC.C6122.3 Indoor CO2 concentration,CO2
147979,I216TC.C6122.4 Indoor air temperature,IndoorTemperature
147980,I216TC.C6122.4 Relative humidity of indoor air,IndoorRH
147981,I216TC.C6122.4 Indoor air CO2 concentration,CO2
147982,I216TC.C6122.5 Indoor air temperature,IndoorTemperature
147983,I216TC.C6122.5 Relative humidity of indoor air,IndoorRH
147984,I216TC.C6122.5 Indoor air CO2 concentration,CO2
147985,I216TC.C6122.5 Indoor air CO2 concentration,CO2
147986,I216TC.C6339.1 Indoor air temperature,IndoorTemperature
147987,I216TC.C6339.1 Relative humidity of indoor air,IndoorRH
147988,I216TC.C6339.1 Indoor CO2 concentration,CO2
147989,I216TC.C6339.2 Indoor air temperature,IndoorTemperature
147990,I216TC.C6339.2 Relative humidity of indoor air,IndoorRH
147991,I216TC.C6339.2 Indoor CO2 concentration,CO2
147992,I216TC.C6339.2 Indoor CO2 concentration,CO2
147993,I216TC.C6341 Indoor air temperature,IndoorTemperature
147994,I216TC.C6341 Relative humidity of indoor air,IndoorRH
147995,I216TC.C6341 Indoor CO2 concentration,CO2
147996,I216TC.C6342 Indoor air temperature,IndoorTemperature
147997,I216TC.C6342 Relative humidity of indoor air,IndoorRH
147998,I216TC.C6342 Indoor CO2 concentration,CO2
147999,I216TC.C6346 Indoor air temperature,IndoorTemperature
148000,I216TC.C6346 Relative humidity of indoor air,IndoorRH
148001,I216TC.C6346 Indoor CO2 concentration,CO2
