sensor_id,sensor_name,sensor_type
144762,I223TK_QIE10_M Offices 2.KRS Indoor air CO2 concentration,CO2
144770,I226-10.5-QE_M Indoor air CO2 concentration,CO2
144772,I226TK_QIE10_M Offices 2.KRS Indoor air CO2 concentration,CO2
144774,I227TK_QIE10_M Offices 2.KRS Indoor air CO2 concentration,CO2
144788,273TE09-C1471_M Indoor air temperature,IndoorTemperature
144789,273TE09-C1473_M Indoor air temperature,IndoorTemperature
144796,275TE05 Indoor air temperature,IndoorTemperature
144801,A3101.05_QE09_M Indoor air CO2 concentration,CO2
144803,A3101.05_TE09_M Indoor air temperature,IndoorTemperature
144804,B3107.2_QE09_M Indoor air CO2 concentration,CO2
144805,B3107.2_TE09_M Indoor air temperature,IndoorTemperature
144809,C3123.6_QE09_M Indoor air CO2 concentration,CO2
144811,C3123.6_TE09_M Indoor air temperature,IndoorTemperature
144855,I202TC.B1119.01 Indoor air temperature,IndoorTemperature
144856,I202TC.B1119.01 Relative humidity of indoor air,IndoorRH
144858,I202TC.B1119.01 Indoor air CO2 concentration,CO2
144860,I202TC.B1119.02 Indoor air temperature,IndoorTemperature
144861,I202TC.B1119.02 Relative humidity of indoor air,IndoorRH
144863,I202TC.B1119.02 Indoor air temperature,IndoorTemperature
144864,I202TC.B1119.02 Indoor air CO2 concentration,CO2
144865,I202TC.B1119.1_QE09 Indoor air CO2 concentration,CO2
144866,I202TC.B1119.1_TE09 Indoor air temperature,IndoorTemperature
144867,I202TC.B1119.2_QE09 Indoor air CO2 concentration,CO2
144868,I202TC.B1119.2_TE09 Indoor air temperature,IndoorTemperature
144870,I202TC.B1120 Indoor air temperature,IndoorTemperature
144871,I202TC.B1120 Relative humidity of indoor air,IndoorRH
144873,I202TC.B1120 Indoor air CO2 concentration,CO2
144874,I202TC.B1120_QE09 Indoor air CO2 concentration,CO2
144875,I202TC.B1120_TE09 Indoor air temperature,IndoorTemperature
144910,I202TK_TE09_1 Indoor air temperature,IndoorTemperature
144911,I202TK_TE09_2 Indoor air temperature,IndoorTemperature
144912,I202TK_TE09_3 Indoor air temperature,IndoorTemperature
144923,I203_QE092_B0120_1_M Parking hall Indoor air CO2 concentration,CO2
144924,I203_QE092_B0120_2_M Parking hall Indoor air CO2 concentration,CO2
144925,I203_QE092_B0120_3_M Parking hall Indoor air CO2 concentration,CO2
144926,I203_TE09_B0120_1_M Parking hall Indoor air temperature,IndoorTemperature
144927,I203_TE09_B0120_2_M Parking garage Indoor air temperature,IndoorTemperature
144928,I203_TE09_B0120_3_M Parking hall Indoor air temperature,IndoorTemperature
144974,I204_QE092_B0120_1_M Parking hall Indoor air CO2 concentration,CO2
144975,I204_QE092_B0120_2_M Parking hall Indoor air CO2 concentration,CO2
144976,I204_QE092_B0120_3_M Parking hall Indoor air CO2 concentration,CO2
144977,I204_QE092_B0120_4_M Parking hall Indoor air CO2 concentration,CO2
144978,I204_TE09_B0120_1_M Parking hall Indoor air temperature,IndoorTemperature
144979,I204_TE09_B0120_2_M Parking hall Indoor air temperature,IndoorTemperature
145048,I205-ME.C2120_M Relative humidity of indoor air,IndoorRH
145051,I205-QE10.1_M 2.KRS Office Indoor air CO2 concentration,CO2
145052,I205-QE10.2_M 2.KRS Office Indoor air CO2 concentration,CO2
145054,I205TC.2116.1 Indoor air temperature,IndoorTemperature
145055,I205TC.2116.1 Relative humidity of indoor air,IndoorRH
145057,I205TC.2116.1 Indoor air CO2 concentration,CO2
145059,I205TC.C2116.2 Indoor air temperature,IndoorTemperature
145060,I205TC.C2116.2 Relative humidity of indoor air,IndoorRH
145062,I205TC.C2116.2 Indoor air CO2 concentration,CO2
145064,I205TC.C2116.3 Indoor air temperature,IndoorTemperature
145065,I205TC.C2116.3 Relative humidity of indoor air,IndoorRH
145067,I205TC.C2116.3 Indoor air CO2 concentration,CO2
145069,I205TC.C2116.4 Indoor air temperature,IndoorTemperature
145070,I205TC.C2116.4 Relative humidity of indoor air,IndoorRH
145072,I205TC.C2116.4 Indoor air CO2 concentration,CO2
145074,I205TC.C2116.5 Indoor air temperature,IndoorTemperature
145075,I205TC.C2116.5 Relative humidity of indoor air,IndoorRH
145077,I205TC.C2116.5 Indoor air CO2 concentration,CO2
145079,I205TC.C2120 Indoor air temperature,IndoorTemperature
145080,I205TC.C2120 Relative humidity of indoor air,IndoorRH
145082,I205TC.C2120 Indoor air CO2 concentration,CO2
145084,I205TC.C2375 Indoor air temperature,IndoorTemperature
145085,I205TC.C2375 Relative humidity of indoor air,IndoorRH
145087,I205TC.C2375 Indoor CO2 concentration,CO2
145089,I205TC.C2378 Indoor air temperature,IndoorTemperature
145090,I205TC.C2378 Relative humidity of indoor air,IndoorRH
145092,I205TC.C2378 Indoor CO2 concentration,CO2
145094,I205TC.C2379 Indoor air temperature,IndoorTemperature
145095,I205TC.C2379 Relative humidity of indoor air,IndoorRH
145097,I205TC.C2379 Indoor CO2 concentration,CO2
145099,I205TC.C2380 Indoor air temperature,IndoorTemperature
145100,I205TC.C2380 Relative humidity of indoor air,IndoorRH
145102,I205TC.C2380 Indoor CO2 concentration,CO2
145103,I205-TE.C2120_M Indoor air temperature,IndoorTemperature
145143,I206.A2311 Indoor air temperature,IndoorTemperature
145144,I206.A2311 Relative humidity of indoor air,IndoorRH
145147,I206.A2311 Indoor air CO2 concentration,CO2
145149,I206.A2312 Indoor air temperature,IndoorTemperature
145150,I206.A2312 Relative humidity of indoor air,IndoorRH
145153,I206.A2312 Indoor air CO2 concentration,CO2
145155,I206.A2313 Indoor air temperature,IndoorTemperature
145156,I206.A2313 Relative humidity of indoor air,IndoorRH
145159,I206.A2313 Indoor air CO2 concentration,CO2
145161,I206.A2316 Indoor air temperature,IndoorTemperature
145162,I206.A2316 Relative humidity of indoor air,IndoorRH
145165,I206.A2316 Indoor air CO2 concentration,CO2
145226,I206-ME.10.3_M Relative humidity of indoor air,IndoorRH
145227,I206-ME.A2107_M Relative humidity of indoor air,IndoorRH
145233,I206TC.A2101.01 Indoor air temperature,IndoorTemperature
145234,I206TC.A2101.01 Relative humidity of indoor air,IndoorRH
145237,I206TC.A2101.01 Indoor air CO2 concentration,CO2
145239,I206TC.A2101.02 Indoor air temperature,IndoorTemperature
145240,I206TC.A2101.02 Relative humidity of indoor air,IndoorRH
145242,I206TC.A2101.02 Indoor air temperature,IndoorTemperature
145243,I206TC.A2101.02 Indoor air CO2 concentration,CO2
145245,I206TC.A2101.02 Indoor air CO2 concentration,CO2
145247,I206TC.A2101.03 Indoor air temperature,IndoorTemperature
145248,I206TC.A2101.03 Relative humidity of indoor air,IndoorRH
145251,I206TC.A2101.03 Indoor air CO2 concentration,CO2
145253,I206TC.A2101.04 Indoor air temperature,IndoorTemperature
145254,I206TC.A2101.04 Relative humidity of indoor air,IndoorRH
145257,I206TC.A2101.04 Indoor air CO2 concentration,CO2
145259,I206TC.A2101.05 Indoor air temperature,IndoorTemperature
145260,I206TC.A2101.05 Relative humidity of indoor air,IndoorRH
145263,I206TC.A2101.05 Indoor air CO2 concentration,CO2
145265,I206TC.A2101.06 Indoor air temperature,IndoorTemperature
145266,I206TC.A2101.06 Relative humidity of indoor air,IndoorRH
145269,I206TC.A2101.06 Indoor air CO2 concentration,CO2
145271,I206TC.A2101.07 Indoor air temperature,IndoorTemperature
145272,I206TC.A2101.07 Relative humidity of indoor air,IndoorRH
145275,I206TC.A2101.07 Indoor air CO2 concentration,CO2
145277,I206TC.A2101.08 Indoor air temperature,IndoorTemperature
145278,I206TC.A2101.08 Relative humidity of indoor air,IndoorRH
145280,I206TC.A2101.08 Indoor air CO2 concentration,CO2
145282,I206TC.A2101.08 Indoor air CO2 concentration,CO2
145284,I206TC.A2101.09 Indoor air temperature,IndoorTemperature
145285,I206TC.A2101.09 Relative humidity of indoor air,IndoorRH
145288,I206TC.A2101.09 Indoor air CO2 concentration,CO2
145290,I206TC.A2101.10 Indoor air temperature,IndoorTemperature
145291,I206TC.A2101.10 Relative humidity of indoor air,IndoorRH
145294,I206TC.A2101.10 Indoor air CO2 concentration,CO2
145296,I206TC.A2101.11 Indoor air temperature,IndoorTemperature
145297,I206TC.A2101.11 Relative humidity of indoor air,IndoorRH
145300,I206TC.A2101.11 Indoor air CO2 concentration,CO2
145302,I206TC.A2101.12 Indoor air temperature,IndoorTemperature
145303,I206TC.A2101.12 Relative humidity of indoor air,IndoorRH
145306,I206TC.A2101.12 Indoor air CO2 concentration,CO2
145308,I206TC.A2101.13 Indoor air temperature,IndoorTemperature
145309,I206TC.A2101.13 Relative humidity of indoor air,IndoorRH
145311,I206TC.A2101.13 Indoor air CO2 concentration,CO2
145313,I206TC.A2101.13 Indoor air CO2 concentration,CO2
145315,I206TC.A2101.14 Indoor air temperature,IndoorTemperature
145316,I206TC.A2101.14 Relative humidity of indoor air,IndoorRH
145319,I206TC.A2101.14 Indoor air CO2 concentration,CO2
145321,I206TC.A2101.15 Indoor air temperature,IndoorTemperature
145322,I206TC.A2101.15 Relative humidity of indoor air,IndoorRH
145325,I206TC.A2101.15 Indoor air CO2 concentration,CO2
145327,I206TC.A2101.16 Indoor air temperature,IndoorTemperature
145328,I206TC.A2101.16 Relative humidity of indoor air,IndoorRH
145331,I206TC.A2101.16 Indoor air CO2 concentration,CO2
145333,I206TC.A2101.17 Indoor air temperature,IndoorTemperature
145334,I206TC.A2101.17 Relative humidity of indoor air,IndoorRH
145337,I206TC.A2101.17 Indoor air CO2 concentration,CO2
145339,I206TC.A2101.18 Indoor air temperature,IndoorTemperature
145340,I206TC.A2101.18 Relative humidity of indoor air,IndoorRH
145342,I206TC.A2101.18 Indoor air CO2 concentration,CO2
145344,I206TC.A2101.18 Indoor air CO2 concentration,CO2
145346,I206TC.A2101.19 Indoor air temperature,IndoorTemperature
145347,I206TC.A2101.19 Relative humidity of indoor air,IndoorRH
145350,I206TC.A2101.19 Indoor air CO2 concentration,CO2
145352,I206TC.A2304 Indoor air temperature,IndoorTemperature
145353,I206TC.A2304 Relative humidity of indoor air,IndoorRH
145356,I206TC.A2304 Indoor air CO2 concentration,CO2
145358,I206TC.A2305 Relative humidity of indoor air,IndoorRH
145361,I206TC.A2305 Indoor air CO2 concentration,CO2
145363,I206TC.A2314 Indoor air temperature,IndoorTemperature
145364,I206TC.A2314 Relative humidity of indoor air,IndoorRH
145367,I206TC.A2314 Indoor air CO2 concentration,CO2
145369,I206TC.A2317 Indoor air temperature,IndoorTemperature
145370,I206TC.A2317 Relative humidity of indoor air,IndoorRH
145373,I206TC.A2317 Indoor CO2 concentration,CO2
145375,I206TC.A2320 Indoor air temperature,IndoorTemperature
145376,I206TC.A2320 Relative humidity of indoor air,IndoorRH
145379,I206TC.A2320 Indoor air CO2 concentration,CO2
145381,I206TC.A7101 Indoor air temperature,IndoorTemperature
145382,I206TC.A7101 Relative humidity of indoor air,IndoorRH
145385,I206TC.A7101 Indoor CO2 concentration,CO2
145386,I206-TE.A2107_M Indoor air temperature,IndoorTemperature
145387,I206-TE10.3_M Indoor air temperature,IndoorTemperature
145388,I206-TE10.4_M Indoor air temperature,IndoorTemperature
145554,I207TC.B2351 Indoor air temperature,IndoorTemperature
145555,I207TC.B2351 Relative humidity of indoor air,IndoorRH
145558,I207TC.B2351 Indoor CO2 concentration,CO2
145560,I207TC.B2352 Indoor air temperature,IndoorTemperature
145561,I207TC.B2352 Relative humidity of indoor air,IndoorRH
145564,I207TC.B2352 Indoor CO2 concentration,CO2
145566,I207TC.B2353 Indoor air temperature,IndoorTemperature
145567,I207TC.B2353 Relative humidity of indoor air,IndoorRH
145570,I207TC.B2353 Indoor CO2 concentration,CO2
145572,I207TC.B2354 Indoor air temperature,IndoorTemperature
145573,I207TC.B2354 Relative humidity of indoor air,IndoorRH
145575,I207TC.B2354 Indoor CO2 concentration,CO2
145577,I207TC.B2354 Indoor CO2 concentration,CO2
145579,I207TC.B2355 Indoor air temperature,IndoorTemperature
145580,I207TC.B2355 Relative humidity of indoor air,IndoorRH
145583,I207TC.B2355 Indoor CO2 concentration,CO2
145585,I207TC.B2356 Indoor air temperature,IndoorTemperature
145586,I207TC.B2356 Relative humidity of indoor air,IndoorRH
145589,I207TC.B2356 Indoor CO2 concentration,CO2
145591,I207TC.B2357 Indoor air temperature,IndoorTemperature
145592,I207TC.B2357 Relative humidity of indoor air,IndoorRH
145595,I207TC.B2357 Indoor CO2 concentration,CO2
145597,I207TC.B2358 Indoor air temperature,IndoorTemperature
145598,I207TC.B2358 Relative humidity of indoor air,IndoorRH
145601,I207TC.B2358 Indoor CO2 concentration,CO2
145603,I207TC.B2360 Indoor air temperature,IndoorTemperature
145604,I207TC.B2360 Relative humidity of indoor air,IndoorRH
145607,I207TC.B2360 Indoor CO2 concentration,CO2
145609,I207TC.B2361 Indoor air temperature,IndoorTemperature
145610,I207TC.B2361 Relative humidity of indoor air,IndoorRH
145613,I207TC.B2361 Indoor CO2 concentration,CO2
145615,I207TC.B2362 Indoor air temperature,IndoorTemperature
145616,I207TC.B2362 Relative humidity of indoor air,IndoorRH
145619,I207TC.B2362 Indoor CO2 concentration,CO2
145621,I207TC.B2363 Indoor air temperature,IndoorTemperature
145622,I207TC.B2363 Relative humidity of indoor air,IndoorRH
145625,I207TC.B2363 Indoor CO2 concentration,CO2
145627,I207TC.B2364 Indoor air temperature,IndoorTemperature
145628,I207TC.B2364 Relative humidity of indoor air,IndoorRH
145631,I207TC.B2364 Indoor CO2 concentration,CO2
145633,I207TC.B2365 Indoor air temperature,IndoorTemperature
145634,I207TC.B2365 Relative humidity of indoor air,IndoorRH
145637,I207TC.B2365 Indoor CO2 concentration,CO2
145639,I207TC.B2366 Indoor air temperature,IndoorTemperature
145640,I207TC.B2366 Relative humidity of indoor air,IndoorRH
145643,I207TC.B2366 Indoor CO2 concentration,CO2
145645,I207TC.B2367 Indoor air temperature,IndoorTemperature
145646,I207TC.B2367 Relative humidity of indoor air,IndoorRH
145648,I207TC.B2367 Indoor CO2 concentration,CO2
145650,I207TC.B2367 Indoor CO2 concentration,CO2
145652,I207TC.B2368 Indoor air temperature,IndoorTemperature
145653,I207TC.B2368 Relative humidity of indoor air,IndoorRH
145656,I207TC.B2368 Indoor CO2 concentration,CO2
145658,I207TC.B2369 Indoor air temperature,IndoorTemperature
145659,I207TC.B2369 Relative humidity of indoor air,IndoorRH
145662,I207TC.B2369 Indoor CO2 concentration,CO2
145664,I207TC.B2370 Indoor air temperature,IndoorTemperature
145665,I207TC.B2370 Relative humidity of indoor air,IndoorRH
145668,I207TC.B2370 Indoor CO2 concentration,CO2
145670,I207TC.B2418 Indoor air temperature,IndoorTemperature
145671,I207TC.B2418 Relative humidity of indoor air,IndoorRH
145674,I207TC.B2418 Indoor CO2 concentration,CO2
145898,I208-ME.B2120_M Relative humidity of indoor air,IndoorRH
145901,I208-QE10.2_M 1.KRS Boimisto Indoor air CO2 concentration,CO2
145903,I208TC.A2101 Indoor air temperature,IndoorTemperature
145904,I208TC.A2101 Relative humidity of indoor air,IndoorRH
145907,I208TC.A2101 Indoor CO2 concentration,CO2
145909,I208TC.B1302 Indoor air temperature,IndoorTemperature
145910,I208TC.B1302 Relative humidity of indoor air,IndoorRH
145912,I208TC.B1302 Indoor air CO2 concentration,CO2
145914,I208TC.B1302 Indoor air CO2 concentration,CO2
145916,I208TC.B1303 Indoor air temperature,IndoorTemperature
145917,I208TC.B1303 Relative humidity of indoor air,IndoorRH
145920,I208TC.B1303 Indoor air CO2 concentration,CO2
145922,I208TC.B1444 Indoor air temperature,IndoorTemperature
145923,I208TC.B1444 Relative humidity of indoor air,IndoorRH
145925,I208TC.B1444 Indoor air CO2 concentration,CO2
145927,I208TC.B1444 Indoor air CO2 concentration,CO2
145929,I208TC.B2108 Indoor air temperature,IndoorTemperature
145930,I208TC.B2108 Relative humidity of indoor air,IndoorRH
145933,I208TC.B2108 Indoor air CO2 concentration,CO2
145935,I208TC.B2321 Indoor air temperature,IndoorTemperature
145936,I208TC.B2321 Relative humidity of indoor air,IndoorRH
145939,I208TC.B2321 Indoor CO2 concentration,CO2
145941,I208TC.B2322 Indoor air temperature,IndoorTemperature
145942,I208TC.B2322 Relative humidity of indoor air,IndoorRH
145945,I208TC.B2322 Indoor air CO2 concentration,CO2
145947,I208TC.B2324 Indoor air temperature,IndoorTemperature
145948,I208TC.B2324 Relative humidity of indoor air,IndoorRH
145950,I208TC.B2324 Indoor CO2 concentration,CO2
145952,I208TC.B2324 Indoor CO2 concentration,CO2
145954,I208TC.B2327 Indoor air temperature,IndoorTemperature
145955,I208TC.B2327 Relative humidity of indoor air,IndoorRH
145958,I208TC.B2327 Indoor CO2 concentration,CO2
145960,I208TC.B2328 Indoor air temperature,IndoorTemperature
145961,I208TC.B2328 Relative humidity of indoor air,IndoorRH
145964,I208TC.B2328 Indoor CO2 concentration,CO2
145966,I208TC.B2329 Indoor air temperature,IndoorTemperature
145967,I208TC.B2329 Relative humidity of indoor air,IndoorRH
145970,I208TC.B2329 Indoor CO2 concentration,CO2
145972,I208TC.B2330 Indoor air temperature,IndoorTemperature
145973,I208TC.B2330 Relative humidity of indoor air,IndoorRH
145976,I208TC.B2330 Indoor CO2 concentration,CO2
145978,I208TC.B2331 Indoor air temperature,IndoorTemperature
145979,I208TC.B2331 Relative humidity of indoor air,IndoorRH
145981,I208TC.B2331 Indoor CO2 concentration,CO2
145983,I208TC.B2331 Indoor CO2 concentration,CO2
145985,I208TC.B2335 Indoor air temperature,IndoorTemperature
145986,I208TC.B2335 Relative humidity of indoor air,IndoorRH
145989,I208TC.B2335 Indoor CO2 concentration,CO2
145991,I208TC.B2336 Indoor air temperature,IndoorTemperature
145992,I208TC.B2336 Relative humidity of indoor air,IndoorRH
145995,I208TC.B2336 Indoor CO2 concentration,CO2
145997,I208TC.B2337 Indoor air temperature,IndoorTemperature
145998,I208TC.B2337 Relative humidity of indoor air,IndoorRH
146001,I208TC.B2337 Indoor CO2 concentration,CO2
146003,I208TC.B2338 Indoor air temperature,IndoorTemperature
146004,I208TC.B2338 Relative humidity of indoor air,IndoorRH
146007,I208TC.B2338 Indoor CO2 concentration,CO2
146009,I208TC.B2339 Indoor air temperature,IndoorTemperature
146010,I208TC.B2339 Relative humidity of indoor air,IndoorRH
146013,I208TC.B2339 Indoor CO2 concentration,CO2
146015,I208TC.B2340 Indoor air temperature,IndoorTemperature
146016,I208TC.B2340 Relative humidity of indoor air,IndoorRH
146019,I208TC.B2340 Indoor air CO2 concentration,CO2
146021,I208TC.B2341 Indoor air temperature,IndoorTemperature
146022,I208TC.B2341 Relative humidity of indoor air,IndoorRH
146025,I208TC.B2341 Indoor CO2 concentration,CO2
146027,I208TC.B2342 Indoor air temperature,IndoorTemperature
146028,I208TC.B2342 Relative humidity of indoor air,IndoorRH
146031,I208TC.B2342 Indoor CO2 concentration,CO2
146033,I208TC.B2343 Indoor air temperature,IndoorTemperature
146034,I208TC.B2343 Relative humidity of indoor air,IndoorRH
146037,I208TC.B2343 Indoor CO2 concentration,CO2
146039,I208TC.B2344 Indoor air temperature,IndoorTemperature
146040,I208TC.B2344 Relative humidity of indoor air,IndoorRH
146043,I208TC.B2344 Indoor CO2 concentration,CO2
146045,I208TC.B2345 Indoor air temperature,IndoorTemperature
146046,I208TC.B2345 Relative humidity of indoor air,IndoorRH
146049,I208TC.B2345 Indoor CO2 concentration,CO2
146051,I208TC.B2346 Indoor air temperature,IndoorTemperature
146052,I208TC.B2346 Relative humidity of indoor air,IndoorRH
146055,I208TC.B2346 Indoor CO2 concentration,CO2
146057,I208TC.B2347 Indoor air temperature,IndoorTemperature
146058,I208TC.B2347 Relative humidity of indoor air,IndoorRH
146061,I208TC.B2347 Indoor CO2 concentration,CO2
146063,I208TC.B2348 Indoor air temperature,IndoorTemperature
146064,I208TC.B2348 Relative humidity of indoor air,IndoorRH
146067,I208TC.B2348 Indoor CO2 concentration,CO2
146069,I208TC.B2349 Indoor air temperature,IndoorTemperature
146070,I208TC.B2349 Relative humidity of indoor air,IndoorRH
146073,I208TC.B2349 Indoor CO2 concentration,CO2
146075,I208TC.B2350 Indoor air temperature,IndoorTemperature
146076,I208TC.B2350 Relative humidity of indoor air,IndoorRH
146079,I208TC.B2350 Indoor CO2 concentration,CO2
146081,I208TC.C2371 Indoor air temperature,IndoorTemperature
146082,I208TC.C2371 Relative humidity of indoor air,IndoorRH
146085,I208TC.C2371 Indoor CO2 concentration,CO2
146087,I208TC.C2372 Indoor air temperature,IndoorTemperature
146088,I208TC.C2372 Relative humidity of indoor air,IndoorRH
146091,I208TC.C2372 Indoor CO2 concentration,CO2
146092,I208-TE10.2_M Indoor air temperature,IndoorTemperature
146181,I209-ME.C3123_M Relative humidity of indoor air,IndoorRH
146188,I209-QE10.1_M 3.KRS Office Indoor air CO2 concentration,CO2
146189,I209-QE10.2_M 3.KRS Office Indoor air CO2 concentration,CO2
146190,I209-QE10.3_M 3.KRS Gym Indoor air CO2 concentration,CO2
146192,I209TC.C1461 Indoor air temperature,IndoorTemperature
146193,I209TC.C1461 Relative humidity of indoor air,IndoorRH
146196,I209TC.C1461 Indoor CO2 concentration,CO2
146200,I209TC.C3123.2 Indoor air temperature,IndoorTemperature
146201,I209TC.C3123.2 Relative humidity of indoor air,IndoorRH
146204,I209TC.C3123.2 Indoor air CO2 concentration,CO2
146206,I209TC.C3123.3 Indoor air temperature,IndoorTemperature
146207,I209TC.C3123.3 Relative humidity of indoor air,IndoorRH
146210,I209TC.C3123.3 Indoor CO2 concentration,CO2
146212,I209TC.C3123.4 Indoor air temperature,IndoorTemperature
146213,I209TC.C3123.4 Relative humidity of indoor air,IndoorRH
146215,I209TC.C3123.4 Indoor air CO2 concentration,CO2
146217,I209TC.C3123.4 Indoor air CO2 concentration,CO2
146219,I209TC.C3123.5 Indoor air temperature,IndoorTemperature
146220,I209TC.C3123.5 Relative humidity of indoor air,IndoorRH
146223,I209TC.C3123.5 Indoor CO2 concentration,CO2
146225,I209TC.C3123.6 Indoor air temperature,IndoorTemperature
146226,I209TC.C3123.6 Relative humidity of indoor air,IndoorRH
146228,I209TC.C3123.6 Indoor air CO2 concentration,CO2
146230,I209TC.C3123.6 Indoor air CO2 concentration,CO2
146232,I209TC.C3123.7 Indoor air temperature,IndoorTemperature
146233,I209TC.C3123.7 Relative humidity of indoor air,IndoorRH
146236,I209TC.C3123.7 Indoor CO2 concentration,CO2
146238,I209TC.C3342 Indoor air temperature,IndoorTemperature
146239,I209TC.C3342 Relative humidity of indoor air,IndoorRH
146241,I209TC.C3342 Indoor CO2 concentration,CO2
146243,I209TC.C3342 Indoor CO2 concentration,CO2
146245,I209TC.C3343 Indoor air temperature,IndoorTemperature
146246,I209TC.C3343 Relative humidity of indoor air,IndoorRH
146249,I209TC.C3343 Indoor CO2 concentration,CO2
146251,I209TC.C3345 Indoor air temperature,IndoorTemperature
146252,I209TC.C3345 Relative humidity of indoor air,IndoorRH
146255,I209TC.C3345 Indoor CO2 concentration,CO2
146257,I209TC.C3347 Indoor air temperature,IndoorTemperature
146258,I209TC.C3347 Relative humidity of indoor air,IndoorRH
146260,I209TC.C3347 Indoor CO2 concentration,CO2
146262,I209TC.C3347 Indoor CO2 concentration,CO2
146264,I209TC.C3349.1 Indoor air temperature,IndoorTemperature
146265,I209TC.C3349.1 Relative humidity of indoor air,IndoorRH
146268,I209TC.C3349.1 Indoor CO2 concentration,CO2
146270,I209TC.C3351 Indoor air temperature,IndoorTemperature
146271,I209TC.C3351 Relative humidity of indoor air,IndoorRH
146274,I209TC.C3351 Indoor CO2 concentration,CO2
146276,I209TC.C3352 Indoor air temperature,IndoorTemperature
146277,I209TC.C3352 Relative humidity of indoor air,IndoorRH
146280,I209TC.C3352 Indoor CO2 concentration,CO2
146282,I209TC.C3353 Indoor air temperature,IndoorTemperature
146283,I209TC.C3353 Relative humidity of indoor air,IndoorRH
146286,I209TC.C3353 Indoor CO2 concentration,CO2
146288,I209TC.C3427 Indoor air temperature,IndoorTemperature
146289,I209TC.C3427 Relative humidity of indoor air,IndoorRH
146292,I209TC.C3427 Indoor CO2 concentration,CO2
146293,I209-TE.C3123_M Indoor air temperature,IndoorTemperature
146294,I209-TE10.1_M Indoor air temperature,IndoorTemperature
146295,I209-TE10.2_M Indoor air temperature,IndoorTemperature
146296,I209-TE10.3_M Indoor air temperature,IndoorTemperature
146401,I210-QE10.1_M 4.KRS Office Indoor air CO2 concentration,CO2
146402,I210-QE10.2_M 3.KRS Office Indoor air CO2 concentration,CO2
146404,I210TC.B3107.01 Indoor air temperature,IndoorTemperature
146405,I210TC.B3107.01 Relative humidity of indoor air,IndoorRH
146408,I210TC.B3107.01 Indoor air CO2 concentration,CO2
146410,I210TC.B3107.02 Indoor air temperature,IndoorTemperature
146411,I210TC.B3107.02 Relative humidity of indoor air,IndoorRH
146413,I210TC.B3107.02 Indoor air CO2 concentration,CO2
146415,I210TC.B3107.02 Indoor air CO2 concentration,CO2
146417,I210TC.B3107.03 Indoor air temperature,IndoorTemperature
146418,I210TC.B3107.03 Relative humidity of indoor air,IndoorRH
146421,I210TC.B3107.03 Indoor air CO2 concentration,CO2
146423,I210TC.B3120 Indoor air temperature,IndoorTemperature
146424,I210TC.B3120 Relative humidity of indoor air,IndoorRH
146427,I210TC.B3120 Indoor air CO2 concentration,CO2
146429,I210TC.B3424 Indoor air temperature,IndoorTemperature
146430,I210TC.B3424 Relative humidity of indoor air,IndoorRH
146433,I210TC.B3424 Indoor CO2 concentration,CO2
146435,I210TC.B4108.01 Indoor air temperature,IndoorTemperature
146436,I210TC.B4108.01 Relative humidity of indoor air,IndoorRH
146438,I210TC.B4108.01 Indoor air CO2 concentration,CO2
146440,I210TC.B4108.01 Indoor air CO2 concentration,CO2
146442,I210TC.B4108.02 Indoor air temperature,IndoorTemperature
146443,I210TC.B4108.02 Relative humidity of indoor air,IndoorRH
146446,I210TC.B4108.02 Indoor air CO2 concentration,CO2
146448,I210TC.B4108.03 Indoor air temperature,IndoorTemperature
146449,I210TC.B4108.03 Relative humidity of indoor air,IndoorRH
146452,I210TC.B4108.03 Indoor air CO2 concentration,CO2
146454,I210TC.B4118 Indoor air temperature,IndoorTemperature
146455,I210TC.B4118 Relative humidity of indoor air,IndoorRH
146458,I210TC.B4118 Indoor air CO2 concentration,CO2
146460,I210TC.B4120 Indoor air temperature,IndoorTemperature
146461,I210TC.B4120 Relative humidity of indoor air,IndoorRH
146464,I210TC.B4120 Indoor air CO2 concentration,CO2
146466,I210TC.B4339 Indoor air temperature,IndoorTemperature
146467,I210TC.B4339 Relative humidity of indoor air,IndoorRH
146470,I210TC.B4339 Indoor CO2 concentration,CO2
146472,I210TC.B4340 Indoor air temperature,IndoorTemperature
146473,I210TC.B4340 Relative humidity of indoor air,IndoorRH
146476,I210TC.B4340 Indoor air CO2 concentration,CO2
146478,I210TC.B4341 Indoor air temperature,IndoorTemperature
146479,I210TC.B4341 Relative humidity of indoor air,IndoorRH
146482,I210TC.B4341 Indoor CO2 concentration,CO2
146483,I210-TE10.1_M Indoor air temperature,IndoorTemperature
146484,I210-TE10.2_M Indoor air temperature,IndoorTemperature
146600,I211-ME.B3107_M Relative humidity of indoor air,IndoorRH
146603,I211-QE10.1_M 3.KRS Office Indoor air CO2 concentration,CO2
146605,I211TC.B3107.01 Indoor air temperature,IndoorTemperature
146606,I211TC.B3107.01 Relative humidity of indoor air,IndoorRH
146609,I211TC.B3107.01 Indoor air CO2 concentration,CO2
146611,I211TC.B3107.02 Indoor air temperature,IndoorTemperature
146612,I211TC.B3107.02 Relative humidity of indoor air,IndoorRH
146615,I211TC.B3107.02 Indoor air CO2 concentration,CO2
146617,I211TC.B3107.03 Indoor air temperature,IndoorTemperature
146618,I211TC.B3107.03 Relative humidity of indoor air,IndoorRH
